name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMERICAN INTL GROUP INC,026874784,193023,3760433,,
AMAZON COM INC,023135106,188363,101937,,AMZN
UNITED TECHNOLOGIES CORP,913017109,169999,1135140,,
EXXON MOBIL CORP,30231G102,156552,2243515,,
FIDELITY NATL INFORMATION SV,31620M106,149095,1071929,,
JOHNSON CTLS INTL PLC,G51502105,141840,3484147,,
PNC FINL SVCS GROUP INC,693475105,126321,791336,,
SALESFORCE COM INC,79466L302,124839,767576,,
DEERE & CO,244199105,118538,684161,,DE
UNION PACIFIC CORP,907818108,117206,648298,,UNP
L3HARRIS TECHNOLOGIES INC,502431109,116204,587276,,
ZIMMER BIOMET HLDGS INC,98956P102,113389,757543,,
GALLAGHER ARTHUR J & CO,363576109,112577,1182156,,
ADVANCE AUTO PARTS INC,00751Y106,111173,694138,,AAP
ESSEX PPTY TR INC,297178105,109348,363451,,
KROGER CO,501044101,109212,3767240,,KR
WELLCARE HEALTH PLANS INC,94946T106,106248,321759,,
EATON CORP PLC,G29183103,104875,1107211,,ETN
BOEING CO,097023105,100494,308490,,BA-PA
MEDTRONIC PLC,G5960L103,100120,882507,,MDT
WILLIS TOWERS WATSON PUB LTD,G96629103,99019,490338,,
AMERICAN EXPRESS CO,025816109,97374,782185,,AXP
GOLDMAN SACHS GROUP INC,38141G104,97009,421906,,GS-PD
BANK NEW YORK MELLON CORP,064058100,89504,1778345,,
ZENDESK INC,98936J101,85552,1116426,,
CONSTELLATION BRANDS INC,21036P108,83278,438881,,
S&P GLOBAL INC,78409V104,81855,299779,,SPGI
CAMDEN PPTY TR,133131102,78550,740340,,
TIFFANY & CO NEW,886547108,77782,581986,,
NVIDIA CORP,67066G104,77480,329283,,NVDA
MARKEL CORP,570535104,77459,67758,,
SPDR S&P 500 ETF TR,78462F103,77246,240000,PUT,
VULCAN MATLS CO,929160109,76664,532424,,
VERISK ANALYTICS INC,92345Y106,74377,498041,,
NORTONLIFELOCK INC,668771108,73821,2892688,,
LPL FINL HLDGS INC,50212V100,73725,799185,,
