name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITED TECHNOLOGIES CORP,913017109,245262,1883732,,
CITIGROUP INC,172967424,181043,2585216,,C-PR
FIDELITY NATL INFORMATION SV,31620M106,151814,1237477,,
MCDONALDS CORP,580135101,130803,629888,,MCD
WALMART INC,931142103,129869,1175389,,WMT
INGERSOLL-RAND PLC,G47791101,116121,916723,,
NORFOLK SOUTHERN CORP,655844108,110205,552879,,NSC
ANHEUSER BUSCH INBEV SA/NV,03524A108,99415,1123209,,
BAXTER INTL INC,071813109,99096,1209969,,
VISA INC,92826C839,97707,562991,,V
AMERICAN INTL GROUP INC,026874784,96444,1810130,,
LABORATORY CORP AMER HLDGS,50540R409,96406,557585,,
GENERAL MTRS CO,37045V100,93541,2427746,,
BURLINGTON STORES INC,122017106,93508,549561,,
RAYTHEON CO,755111507,90832,522384,,
KIMBERLY CLARK CORP,494368103,84653,635150,,KMB
GALLAGHER ARTHUR J & CO,363576109,84342,962918,,
EOG RES INC,26875P101,81517,875021,,
NEW RESIDENTIAL INVT CORP,64828T201,80938,5259116,,
GOLDMAN SACHS GROUP INC,38141G104,79910,390567,,GS-PD
RAYMOND JAMES FINANCIAL INC,754730109,79210,936840,,RJF
KB HOME,48666K109,74133,2881172,,KBH
DEVON ENERGY CORP NEW,25179M103,71512,2507426,,
HARTFORD FINL SVCS GROUP INC,416515104,70840,1271365,,
VANECK VECTORS ETF TR,92189F676,70794,660700,PUT,
US BANCORP DEL,902973304,70347,1342503,,
VOYA FINL INC,929089100,70180,1269086,,
APARTMENT INVT & MGMT CO,03748R754,70008,1396811,,
LYFT INC,55087P104,69646,1059901,,
S&P GLOBAL INC,78409V104,69072,303226,,SPGI
ULTA BEAUTY INC,90384S303,67774,195376,,
MARKEL CORP,570535104,67091,61574,,
SUNTRUST BKS INC,867914103,67029,1066484,,
QUEST DIAGNOSTICS INC,74834L100,65844,646737,,DGX
PVH CORP,693656100,64317,679593,,
DUKE ENERGY CORP NEW,26441C204,64214,727722,,DUK-PA
COCA COLA CO,191216100,62637,1230103,,KO
ADOBE INC,00724F101,62278,211362,,ADBE
FACEBOOK INC,30303M102,62124,321885,,
FIRST DATA CORP NEW,32008D106,59194,2186704,,
US FOODS HLDG CORP,912008109,59102,1652739,,
MEDTRONIC PLC,G5960L103,58547,601159,,MDT
CELGENE CORP,151020104,56912,615663,,
LULULEMON ATHLETICA INC,550021109,56704,314656,,LULU
UNION PACIFIC CORP,907818108,55148,326107,,UNP
ENTERGY CORP NEW,29364G103,53318,518007,,
CROWN CASTLE INTL CORP NEW,22822V101,52526,402962,,
SIX FLAGS ENTMT CORP NEW,83001A102,52406,1054880,,
PNC FINL SVCS GROUP INC,693475105,52285,380865,,
BLACKROCK INC,09247X101,52126,111072,,
DIAMONDBACK ENERGY INC,25278X109,51101,468943,,
UDR INC,902653104,50560,1126306,,
ALTICE USA INC,02156K103,50277,2064756,,
SS&C TECHNOLOGIES HLDGS INC,78467J100,49713,862919,,
WELLCARE HEALTH PLANS INC,94946T106,48429,169884,,
LOWES COS INC,548661107,47683,472527,,
TEMPUR SEALY INTL INC,88023U101,47493,647311,,
CHILDRENS PL INC,168905107,47410,497064,,
AXIS CAPITAL HOLDINGS LTD,G0692U109,47109,789762,,AXS-PE
ALASKA AIR GROUP INC,011659109,46922,734187,,
WORLDPAY INC,981558109,46430,378869,,
BOEING CO,097023105,45849,125956,,BA-PA
BUNGE LIMITED,G16962105,45042,808517,,
OCCIDENTAL PETE CORP,674599105,43447,864095,,
CBS CORP NEW,124857202,43311,867961,,
EVERCORE INC,29977A105,42514,480004,,EVR
SELECT SECTOR SPDR TR,81369Y209,42179,450000,PUT,
MARATHON PETE CORP,56585A102,42073,752920,,
PHILIP MORRIS INTL INC,718172109,41933,533970,,
AMERICAN ELEC PWR CO INC,025537101,40852,464174,,
COTY INC,222070203,40144,2995806,,COTY
WESTLAKE CHEM CORP,960413102,40040,576440,,
UNITED RENTALS INC,911363109,40032,301834,,
EQT CORP,26884L109,39818,2518505,,EQT
MELCO RESORTS AND ENTMT LTD,585464100,39706,1828069,,
DUKE REALTY CORP,264411505,39652,1254422,,
VIAVI SOLUTIONS INC,925550105,39235,2952192,,VIAV
RPM INTL INC,749685103,39075,639428,,
WILLIAMS SONOMA INC,969904101,39062,600961,,WSM
ASSOCIATED BANC CORP,045487105,38911,1840627,,
OLIN CORP,680665205,38438,1754345,,OLN
INVESCO QQQ TR,46090E103,37714,200000,PUT,
SKECHERS U S A INC,830566105,37073,1177303,,
CARVANA CO,146869102,37023,591518,,CVNA
IAC INTERACTIVECORP,44919P508,36931,169774,,
AMERICOLD RLTY TR,03064D108,36918,1138739,,
LIFE STORAGE INC,53223X107,36881,387896,,
SELECT SECTOR SPDR TR,81369Y886,36594,600000,PUT,
ARMOUR RESIDENTIAL REIT INC,042315507,36429,1954322,,
MONSTER BEVERAGE CORP NEW,61174X109,36272,568254,,MNST
SELECT SECTOR SPDR TR,81369Y308,36210,623551,,
FIRSTENERGY CORP,337932107,35966,840132,,FE
KRAFT HEINZ CO,500754106,35839,1154616,,KHC
HCP INC,40414L109,35771,1118549,,
MARTIN MARIETTA MATLS INC,573284106,35710,155185,,
HEALTHCARE TR AMER INC,42225P501,35682,1300831,,
QTS RLTY TR INC,74736A103,35377,766072,,
PERSPECTA INC,715347100,35357,1510331,,
INTEL CORP,458140100,34883,735000,PUT,INTC
PEBBLEBROOK HOTEL TR,70509V100,34764,1233644,,
CONOCOPHILLIPS,20825C104,34629,567692,,COP
SHAKE SHACK INC,819047101,34510,477982,,SHAK
AMAZON COM INC,023135106,33740,20000,CALL,AMZN
DENTSPLY SIRONA INC,24906P109,33645,576515,,XRAY
MERCK & CO INC,58933Y105,33572,400379,,
ROCKWELL AUTOMATION INC,773903109,33309,204700,CALL,
BANK NEW YORK MELLON CORP,064058100,33281,753813,,
CITIZENS FINL GROUP INC,174610105,33010,933552,,
MARVELL TECHNOLOGY GROUP LTD,G5876H105,32904,1378457,,
PAYCOM SOFTWARE INC,70432V102,32660,144053,,
TREX CO INC,89531P105,32646,455308,,TREX
KEYCORP NEW,493267108,32519,1832049,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,32513,830057,,
CARMAX INC,143130102,32293,371907,,KMX
HASBRO INC,418056107,32243,305102,,
TRANSUNION,89400J107,32129,437076,,TRU
REGENERON PHARMACEUTICALS,75886F107,32026,100000,CALL,
JUNIPER NETWORKS INC,48203R104,32003,1201754,,
COSTAR GROUP INC,22160N109,31806,57405,,
NVENT ELECTRIC PLC,G6700G107,31682,1278029,,NVT
PENTAIR PLC,G7S00T104,31598,849412,,PNR
