name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,137780,2270602,,
MICROSOFT CORP,594918104,93664,397268,,MSFT
IDEXX LABS INC,45168D104,54240,110849,,
VISA INC,92826C839,51767,244493,,V
DISNEY WALT CO,254687106,49926,270572,,
BERKSHIRE HATHAWAY INC DEL,084670702,48388,189408,,BRK-A
AMERICAN TOWER CORP NEW,03027X100,47431,198406,,
THERMO FISHER SCIENTIFIC INC,883556102,47033,103056,,TMO
CARMAX INC,143130102,44369,334453,,KMX
DANAHER CORPORATION,235851102,43437,192983,,
WATSCO INC,942622200,42303,162235,,WSO-B
ALPHABET INC,02079K305,41931,20330,,GOOGN
PIMCO ETF TR,72201R718,41149,403536,,
PIMCO ETF TR,72201R833,39772,390267,,
TJX COS INC NEW,872540109,33743,510098,,
MEDTRONIC PLC,G5960L103,31692,268278,,MDT
ASPEN TECHNOLOGY INC,045327103,31599,218935,,
TE CONNECTIVITY LTD,H84989104,30361,235153,,
AGNICO EAGLE MINES LTD,008474108,29737,514394,,AEM
CHUBB LIMITED,H1467J104,29128,184392,,
FIRST REP BK SAN FRANCISCO C,33616C100,29042,174163,,
ECOLAB INC,278865100,28158,131538,,ECL
JOHNSON & JOHNSON,478160104,23731,144392,,JNJ
KINSALE CAP GROUP INC,49714P108,23279,141259,,
3M CO,88579Y101,23261,120721,,MMM
AUTOMATIC DATA PROCESSING IN,053015103,22605,119939,,
UGI CORP NEW,902681105,22214,541682,,
PROCTER AND GAMBLE CO,742718109,22170,163701,,
CVS HEALTH CORP,126650100,20664,274673,,CVS
AMERICAN WTR WKS CO INC NEW,030420103,20589,137333,,
MERCADOLIBRE INC,58733R102,20114,13663,,MELI
SPDR S&P 500 ETF TR,78462F103,19423,49006,,
PIMCO DYNAMIC CR INCOME FD,72202D106,19384,870411,,
MCCORMICK & CO INC,579780206,18899,211964,,MKC-V
APPLE INC,037833100,18706,153141,,AAPL
S&P GLOBAL INC,78409V104,18514,52467,,SPGI
ISHARES TR,46435G516,18177,239482,,
AMPHENOL CORP NEW,032095101,17110,259355,,
CHEVRON CORP NEW,166764100,16425,156739,,CVX
WAYFAIR INC,94419L101,16307,51809,,W
HEALTHPEAK PROPERTIES INC,42250P103,15603,491601,,
EVERSOURCE ENERGY,30040W108,14798,170892,,ES
YANDEX N V,N97284108,14298,223200,,
CONSTELLATION BRANDS INC,21036P108,13944,61157,,
YUM BRANDS INC,988498101,13785,127426,,YUM
