name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1502491,3510000,CALL,
ALEXION PHARMACEUTICALS INC,015351109,1415945,7707500,,
WILLIS TOWERS WATSON PLC LTD,G96629103,799241,3474660,,WTW
IQVIA HLDGS INC,46266C105,694692,2866836,,
THERMO FISHER SCIENTIFIC INC,883556102,678047,1344078,,TMO
AON PLC,G0403H108,630951,2642614,,AON
BOSTON SCIENTIFIC CORP,101137107,543763,12716619,,BSX
ALPHABET INC,02079K107,533638,212917,,GOOGN
T-MOBILE US INC,872590104,499444,3448481,,
MICROSOFT CORP,594918104,464073,1713078,,MSFT
SLACK TECHNOLOGIES INC,83088V102,462372,10437300,,
ARAMARK,03852U106,454858,12210950,,ARMK
FIDELITY NATL INFORMATION SV,31620M106,439228,3100358,,
WABTEC,929740108,434120,5274851,,
FACEBOOK INC,30303M102,426482,1226545,,
RAYTHEON TECHNOLOGIES CORP,75513E101,405221,4749986,,
BHP GROUP PLC,05545E209,370078,6200000,,
SALESFORCE COM INC,79466L302,360937,1477615,,
BROADCOM INC,11135F101,350191,734400,,AVGO
CENTENE CORP DEL,15135B101,346418,4750000,,CNC
MASTERCARD INCORPORATED,57636Q104,338657,927600,,
ACCELERON PHARMA INC,00434H108,313725,2500000,,
CHARTER COMMUNICATIONS INC N,16119P108,307266,425901,,
TRANSUNION,89400J107,305577,2782782,,TRU
VISA INC,92826C839,292136,1249404,,V
NEW YORK TIMES CO,650111107,288094,6615258,,NYT
SERVICENOW INC,81762P102,286865,522000,,
SHERWIN WILLIAMS CO,824348106,284756,1045168,,SHW
BLACKSTONE GROUP INC,09260D107,283817,2921736,,
HILTON WORLDWIDE HLDGS INC,43300A203,277435,2300077,,
ANTHEM INC,036752103,248170,650000,,
AMYRIS INC,03236M200,214611,13110000,,
EXELIXIS INC,30161Q104,200420,11000000,,
BEAM THERAPEUTICS INC,07373V105,193065,1500000,,BEAM
FATE THERAPEUTICS INC,31189P102,165335,1905000,,FATE
HOWMET AEROSPACE INC,443201108,162094,4702479,,HWM
ALNYLAM PHARMACEUTICALS INC,02043Q107,161044,950000,,
ALIBABA GROUP HLDG LTD,01609W102,153394,676400,,
MIRATI THERAPEUTICS INC,60468T105,145377,900000,,
