name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES  TR,464287655,865079,5221700,PUT,
MICROSOFT    CORP,594918104,810420,5139000,PUT,MSFT
ALPHABET     INC,02079K305,750728,560500,PUT,GOOGN
INVESCO  QQQ    TR,46090E103,601601,2829600,PUT,
ALLERGAN     PLC,G0177J108,536524,2806529,,
ALIBABA   GROUP      HLDG   LTD,01609W102,476500,2246582,,
SPDR  S&P    500   ETF  TR,78462F103,448093,1392200,PUT,
WELLS   FARGO  CO    NEW,949746101,428292,7960816,,
APPLE   INC,037833100,404062,1376000,CALL,AAPL
BANK   AMER    CORP,060505104,381647,10836084,,
SELECT   SECTOR     SPDR    TR,81369Y407,352882,2813600,PUT,
NVIDIA  CORP,67066G104,338361,1438000,PUT,NVDA
SELECT  SECTOR   SPDR  TR,81369Y605,321260,10437300,PUT,
AMERICAN  ELEC   PWR     CO     INC,025537101,294664,3117805,,
AMEREN   CORP,023608102,253573,3301729,,AEE
AMAZON   COM     INC,023135106,252415,136600,CALL,AMZN
INTEL   CORP,458140100,240529,4018863,,INTC
HOME   DEPOT     INC,437076102,239597,1097156,,
ADOBE   INC,00724F101,234084,709755,,ADBE
BANK  NEW    YORK  MELLON     CORP,064058100,233717,4643683,,
HONEYWELL     INTL    INC,438516106,225046,1271445,,
VISA   INC,92826C839,215277,1145700,PUT,V
CONOCOPHILLIPS,20825C104,207897,3196940,,COP
GOLDMAN     SACHS  GROUP        INC,38141G104,205969,895792,,GS-PD
DISNEY  WALT    CO,254687106,202736,1401756,,
EXPEDIA     GROUP     INC,30212P303,199080,1840947,,
BROADCOM     INC,11135F101,195237,617800,PUT,AVGO
S&P    GLOBAL      INC,78409V104,194876,713701,,SPGI
PFIZER   INC,717081103,192246,4906728,,PFE
ISHARES  TR,464287234,188656,4204500,PUT,
TJX   COS   INC     NEW,872540109,188337,3084462,,
UNITED  TECHNOLOGIES      CORP,913017109,183127,1222800,,
FIDELITY      NATL  INFORMATION     SV,31620M106,182564,1312563,,
SELECT  SECTOR   SPDR  TR,81369Y506,177556,2957300,CALL,
CHEVRON   CORP    NEW,166764100,169523,1406711,,CVX
L3HARRIS       TECHNOLOGIES     INC,502431109,167794,848002,,
NXP   SEMICONDUCTORS                N     V,N6596X109,166845,1311060,,
METLIFE    INC,59156R108,166289,3262478,,MET-PF
CIGNA  CORP      NEW,125523100,166280,813147,,
TYSON     FOODS  INC,902494103,166265,1826284,,
MARATHON     PETE  CORP,56585A102,166080,2756522,,
SELECT   SECTOR     SPDR    TR,81369Y100,163525,2662400,PUT,
ENTERGY    CORP    NEW,29364G103,162780,1358761,,
JOHNSON   &   JOHNSON,478160104,161986,1110484,,JNJ
ALPHABET     INC,02079K107,160036,119696,,GOOGN
ALTRIA   GROUP     INC,02209S103,156678,3139218,,
ORACLE     CORP,68389X105,155963,2943811,,ORCL-PD
WILLIAMS   COS    INC    DEL,969457100,155895,6572304,,
NORFOLK   SOUTHERN   CORP,655844108,155412,800556,,NSC
NORTHROP   GRUMMAN     CORP,666807102,153402,445976,,
DOLLAR   GEN   CORP     NEW,256677105,152143,975401,,
SELECT  SECTOR   SPDR  TR,81369Y886,149434,2312500,PUT,
WELLCARE     HEALTH    PLANS   INC,94946T106,148564,449909,,
FACEBOOK     INC,30303M102,147267,717500,CALL,
HILL   ROM  HLDGS    INC,431475102,146956,1294428,,
ISHARES  TR,464287739,146043,1569000,PUT,
ISHARES  TR,464288513,145936,1659500,,
BERKSHIRE      HATHAWAY    INC     DEL,084670702,144557,638222,,BRK-A
UNION   PACIFIC    CORP,907818108,139939,774040,,UNP
UNITED  AIRLINES        HLDGS     INC,910047109,139681,1585663,,
MICRON    TECHNOLOGY      INC,595112103,137311,2553200,PUT,MU
SPDR  SERIES  TRUST,78464A698,136812,2348700,PUT,
CAESARS  ENTMT        CORP,127686103,130519,9596958,,
WPX  ENERGY    INC,98212B103,129446,9421073,,
WALMART     INC,931142103,129132,1086600,PUT,WMT
GLOBAL   PMTS     INC,37940X102,128073,701540,,
PHILIP   MORRIS      INTL  INC,718172109,126026,1481087,,
SELECT   SECTOR     SPDR    TR,81369Y308,121155,1923700,PUT,
PARSLEY  ENERGY    INC,701877102,120448,6369562,,
STARBUCKS     CORP,855244109,119825,1362884,,SBUX
MCKESSON   CORP,58155Q103,119738,865659,,MCK
CITIZENS   FINL  GROUP  INC,174610105,119565,2944220,,
NETFLIX   INC,64110L106,117424,362900,CALL,NFLX
NISOURCE     INC,65473P105,116694,4191577,,NI
SPDR  GOLD    TRUST,78463V107,114178,799003,,GLD
STANLEY   BLACK      &   DECKER  INC,854502101,113305,683634,,
COMCAST   CORP  NEW,20030N101,111328,2475600,PUT,CCZ
BOOKING  HLDGS      INC,09857L108,111312,54200,PUT,
HCA    HEALTHCARE       INC,40412C101,110621,748399,,
CAMDEN   PPTY   TR,133131102,109974,1036517,,
MEDICINES     CO,584688105,109658,1291001,,
AGILENT    TECHNOLOGIES        INC,00846U101,107672,1262127,,
CITIGROUP       INC,172967424,107516,1345800,PUT,C-PR
ALLSTATE    CORP,020002101,106282,945148,,ALL-PB
BERKLEY     W  R    CORP,084423102,105461,1526205,,WRB-PH
ISHARES  INC,464286400,105277,2218700,PUT,
JACK   IN  THE  BOX     INC,466367109,105186,1348020,,JACK
EDWARDS     LIFESCIENCES        CORP,28176E108,105157,450756,,EW
BP     PLC,055622104,104819,2777392,,BPPFF
PORTLAND   GEN   ELEC    CO,736508847,104065,1865302,,
FORTIVE    CORP,34959J108,103869,1359717,,FTV
JPMORGAN       CHASE  &    CO,46625H100,102152,732800,CALL,JPM-PM
CYPRESS   SEMICONDUCTOR       CORP,232806109,101713,4359754,,
INTERCONTINENTAL      EXCHANGE    IN,45866F104,101679,1098639,,
GENERAL     MTRS       CO,37045V100,101292,2767548,,
IAC   INTERACTIVECORP,44919P508,101029,405559,,
SYNOVUS   FINL     CORP,87161C501,99752,2544703,,
BIO   RAD     LABS   INC,090572207,99530,268979,,
SELECT   SECTOR     SPDR    TR,81369Y209,99415,976000,PUT,
GRIFOLS   S  A,398438408,98924,4247476,,
NRG   ENERGY     INC,629377508,98344,2474056,,
UNITED  THERAPEUTICS      CORP      DEL,91307C102,98026,1112923,,UTHR
SS&C  TECHNOLOGIES     HLDGS   INC,78467J100,96527,1572101,,
ZIMMER   BIOMET       HLDGS  INC,98956P102,95806,640071,,
SALESFORCE      COM  INC,79466L302,95348,586249,,
EVERGY   INC,30034W106,93998,1444129,,
DTE   ENERGY    CO,233331107,93747,721854,,DTG
LOUISIANA     PAC   CORP,546347105,93715,3158572,,
E  TRADE  FINANCIAL    CORP,269246401,93521,2061298,,
