name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TAIWAN SEMICONDUCTOR MFG LTD,874039100,562458571,7550793,,
ALPHABET INC,02079K305,480059925,5517296,,GOOGN
CVS HEALTH CORP,126650100,384526290,4127147,,CVS
MERCK & CO INC,58933Y105,338976136,3059628,,
PROCTER AND GAMBLE CO,742718109,330973697,2183780,,
JOHNSON & JOHNSON,478160104,326155868,1846339,,JNJ
GILEAD SCIENCES INC,375558103,318986428,3737392,,
UNITEDHEALTH GROUP INC,91324P102,313317307,593595,,UNH
PEPSICO INC,713448108,303914977,1682248,,PEP
AMAZON COM INC,023135106,280047708,3374882,,AMZN
CHEVRON CORP NEW,166764100,273387410,1533730,,CVX
VISA INC,92826C839,236758597,1145643,,V
TYSON FOODS INC,902494103,234652872,3800662,,
MASTERCARD INCORPORATED,57636Q104,231827975,672121,,
ABBVIE INC,00287Y109,228953643,1421807,,ABBV
LYONDELLBASELL INDUSTRIES N,N53745100,225280371,2728356,,
REGENERON PHARMACEUTICALS,75886F107,221218952,309155,,
3M CO,88579Y101,211071016,1770730,,MMM
ARROW ELECTRS INC,042735100,210727737,2023310,,
BROADCOM INC,11135F101,201458116,365172,,AVGO
TEXAS INSTRS INC,882508104,190885430,1169856,,
CIGNA CORP NEW,125523100,190179687,576669,,
INTEL CORP,458140100,178118963,6859964,,INTC
DANAHER CORPORATION,235851102,172728010,652370,,
VERTEX PHARMACEUTICALS INC,92532F100,168533711,587594,,
EXPEDIA GROUP INC,30212P303,160109854,1847990,,
AMGEN INC,031162100,158725510,606517,,AMGN
EOG RES INC,26875P101,158487708,1231642,,
ELEVANCE HEALTH INC,036752103,146300878,286432,,
TRAVELERS COMPANIES INC,89417E109,141028103,752190,,
WESTROCK CO,96145D105,140809316,4015093,,
LILLY ELI & CO,532457108,137674763,376325,,
TEXTRON INC,883203101,131591887,1860745,,TXT
COGNIZANT TECHNOLOGY SOLUTIO,192446102,127238525,2250416,,
LOCKHEED MARTIN CORP,539830109,125534366,258041,,LMT
PULTE GROUP INC,745867101,124601256,2747547,,
BUILDERS FIRSTSOURCE INC,12008R107,122819570,1904770,,
SNAP ON INC,833034101,122134994,534531,,
VIATRIS INC,92556V106,120464420,10926478,,VTRS
ARCHER DANIELS MIDLAND CO,039483102,119740228,1295189,,
HERSHEY CO,427866108,119318067,515257,,HSY
PUBLIC STORAGE,74460D109,119120768,425158,,PSA-PS
THERMO FISHER SCIENTIFIC INC,883556102,115546478,210471,,TMO
JPMORGAN CHASE & CO,46625H100,114738067,862627,,JPM-PM
CUMMINS INC,231021106,114543944,476393,,CMI
INTERNATIONAL BUSINESS MACHS,459200101,113598346,808932,,
ACCENTURE PLC IRELAND,G1151C101,107862828,407691,,
NRG ENERGY INC,629377508,107580113,3380896,,
STEEL DYNAMICS INC,858119100,105945040,1087843,,STLD
MCKESSON CORP,58155Q103,105754903,282873,,MCK
MARATHON OIL CORP,565849106,105518461,3897985,,
CONSOLIDATED EDISON INC,209115104,104755901,1099107,,ED
EXPEDITORS INTL WASH INC,302130109,104281642,1003480,,
ALTRIA GROUP INC,02209S103,103537447,2265094,,
AUTOZONE INC,053332102,103276499,41906,,AZO
UNUM GROUP,91529Y106,102558055,2499587,,UNMA
MOLINA HEALTHCARE INC,60855R100,102520770,310669,,
DELL TECHNOLOGIES INC,24703L202,102361421,2582276,,DELL
MANPOWERGROUP INC WIS,56418H100,101654416,1233670,,
WASTE MGMT INC DEL,94106L109,101548586,647301,,
TESLA INC,88160R101,99302224,809573,,
HP INC,40434L105,97553594,3649592,,HPQ
MOLSON COORS BEVERAGE CO,60871R209,97152902,1887197,,TAP
ALLY FINL INC,02005N100,95285930,3918007,,
ALLISON TRANSMISSION HLDGS I,01973R101,92639339,2244170,,
T-MOBILE US INC,872590104,91225238,657195,,
PROGRESSIVE CORP,743315103,90656396,698916,,
HUNTSMAN CORP,447011107,90398009,3294388,,HUN
MICRON TECHNOLOGY INC,595112103,89286068,1804488,,MU
TOLL BROTHERS INC,889478103,88816316,1779173,,
KRAFT HEINZ CO,500754106,88273755,2171022,,KHC
PVH CORPORATION,693656100,88044621,1261565,,
INTERNATIONAL PAPER CO,460146103,87273002,2520156,,
