name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287200,1013633073,2122214,,
ISHARES INC,46434G103,945469179,18692550,,
PROCTER AND GAMBLE CO,742718109,680461714,4643522,,
COCA COLA CO,191216100,471637062,8003344,,KO
COSTCO WHSL CORP NEW,22160K105,453852526,687572,,
JOHNSON & JOHNSON,478160104,434904440,2774687,,JNJ
PEPSICO INC,713448108,414723804,2441850,,PEP
MCDONALDS CORP,580135101,401967933,1355664,,MCD
WALMART INC,931142103,401028336,2543789,,WMT
SPDR S&P 500 ETF TR,78462F103,391299433,823251,,
PDD HOLDINGS INC,722304102,356506993,2436655,,PDD
ALPHABET INC,02079K305,285587405,2044437,,GOOGN
VISA INC,92826C839,282666942,1085719,,V
CVS HEALTH CORP,126650100,241175740,3054404,,CVS
META PLATFORMS INC,30303M102,235758244,666059,,
STARBUCKS CORP,855244109,232254335,2419064,,SBUX
VANGUARD INTL EQUITY INDEX F,922042858,220790721,5372037,,
MERCK & CO INC,58933Y105,213358899,1957062,,
ABBOTT LABS,002824100,208826895,1897219,,
ELI LILLY & CO,532457108,185127231,317586,,LLY
MONDELEZ INTL INC,609207105,175665493,2425314,,
COMCAST CORP NEW,20030N101,172922782,3943507,,CCZ
MCKESSON CORP,58155Q103,155220990,335265,,MCK
INTUITIVE SURGICAL INC,46120E602,141365648,419035,,ISRG
ISHARES TR,464288588,136585344,1451800,,
NVIDIA CORPORATION,67066G104,132961123,268489,,NVDA
BOOKING HOLDINGS INC,09857L108,130161691,36694,,BKNG
CHIPOTLE MEXICAN GRILL INC,169656105,123939510,54194,,CMG
COLGATE PALMOLIVE CO,194162103,123302283,1546886,,CL
STRYKER CORPORATION,863667101,121295674,405048,,SYK
MASTERCARD INCORPORATED,57636Q104,117797370,276189,,
HCA HEALTHCARE INC,40412C101,115384388,426276,,
THE CIGNA GROUP,125523100,111901471,373690,,
TARGET CORP,87612E106,110524614,776047,,TGT
ISHARES TR,464287242,106233600,960000,,
BOSTON SCIENTIFIC CORP,101137107,101601769,1757512,,BSX
ISHARES TR,464287184,99459761,4138983,,
CISCO SYS INC,17275R102,97085193,1921718,,
