name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042858,1047979,22717958,,
PROCTER AND GAMBLE CO,742718109,1042648,6823611,,
ISHARES INC,46434G103,886624,15960820,,
ISHARES TR,464287234,885923,19621771,,
SPDR S&P 500 ETF TR,78462F103,850544,1883234,,
ALIBABA GROUP HLDG LTD,01609W102,813883,7480545,,
JOHNSON & JOHNSON,478160104,770065,4345002,,JNJ
COCA COLA CO,191216100,740145,11937821,,KO
PEPSICO INC,713448108,698187,4171268,,PEP
COSTCO WHSL CORP NEW,22160K105,683976,1187767,,
WALMART INC,931142103,600451,4032039,,WMT
MCDONALDS CORP,580135101,571044,2309303,,MCD
ISHARES TR,464287200,509615,1123267,,
SPDR GOLD TR,78463V107,380809,2107996,,
ABBOTT LABS,002824100,360457,3045430,,
STARBUCKS CORP,855244109,300133,3299256,,SBUX
TARGET CORP,87612E106,280792,1323118,,TGT
MEDTRONIC PLC,G5960L103,208596,1880088,,MDT
COLGATE PALMOLIVE CO,194162103,199238,2627436,,CL
PINDUODUO INC,722304102,198120,4939412,,
LAUDER ESTEE COS INC,518439104,197402,724888,,
PFIZER INC,717081103,171569,3314055,,PFE
INTUITIVE SURGICAL INC,46120E602,158833,526494,,ISRG
BAIDU INC,056752108,149032,1126473,,
STRYKER CORPORATION,863667101,147638,552227,,SYK
DOLLAR GEN CORP NEW,256677105,137954,619657,,
BECTON DICKINSON & CO,075887109,134037,503897,,BDX
EDWARDS LIFESCIENCES CORP,28176E108,133642,1135256,,EW
JD.COM INC,47215P106,123912,2141206,,
ISHARES GOLD TR,464285204,123492,3353019,,
CVS HEALTH CORP,126650100,122557,1210917,,CVS
KIMBERLY-CLARK CORP,494368103,121950,990173,,
ISHARES TR,464287242,120746,998400,,
SYSCO CORP,871829107,118559,1452034,,SYY
CHIPOTLE MEXICAN GRILL INC,169656105,117796,74459,,CMG
BOSTON SCIENTIFIC CORP,101137107,117192,2646012,,BSX
NIO INC,62914V106,112060,5323524,,NIOIF
BERKSHIRE HATHAWAY INC DEL,084670702,106475,301705,,BRK-A
ISHARES TR,464287184,104759,3276798,,
KROGER CO,501044101,104465,1820895,,KR
YUM BRANDS INC,988498101,104050,877836,,YUM
VISA INC,92826C839,101855,459283,,V
CONSTELLATION BRANDS INC,21036P108,101463,440529,,
DOLLAR TREE INC,256746108,101005,630688,,
HCA HEALTHCARE INC,40412C101,97579,389350,,
EXXON MOBIL CORP,30231G102,94730,1146997,,
HERSHEY CO,427866108,93225,430343,,HSY
KRAFT HEINZ CO,500754106,88878,2256361,,KHC
LINDE PLC,G5494J103,88271,276338,,LIN
LI AUTO INC,50202M102,86621,3356105,,LAAOF
ISHARES INC,46434G772,85657,1393923,,
MONSTER BEVERAGE CORP NEW,61174X109,84431,1056707,,MNST
VEEVA SYS INC,922475108,82551,388550,,
GENERAL MLS INC,370334104,82106,1212432,,
THERMO FISHER SCIENTIFIC INC,883556102,80180,135749,,TMO
MCKESSON CORP,58155Q103,78580,256689,,MCK
TYSON FOODS INC,902494103,78363,874290,,
ISHARES TR,46429B671,76872,1453428,,
IDEXX LABS INC,45168D104,76283,139441,,
DEXCOM INC,252131107,74305,145241,,DXCM
RAYTHEON TECHNOLOGIES CORP,75513E101,74190,748866,,
BAXTER INTL INC,071813109,73567,948766,,
BEIGENE LTD,07725L102,72388,383818,,
ACCENTURE PLC IRELAND,G1151C101,71185,211086,,
LILLY ELI & CO,532457108,70832,247346,,
CHEVRON CORP NEW,166764100,70728,434365,,CVX
BROWN FORMAN CORP,115637209,70725,1055285,,BF-B
CHURCH & DWIGHT CO INC,171340102,70566,710060,,
YUM CHINA HLDGS INC,98850P109,67492,1624759,,
RESMED INC,761152107,65669,270790,,RSMDF
CERNER CORP,156782104,65648,701671,,
ISHARES TR,464288588,65614,644100,,
JPMORGAN CHASE & CO,46625H100,65360,479460,,JPM-PM
MERCK & CO INC,58933Y105,64333,784070,,
XPENG INC,98422D105,59407,2153216,,XPNGF
PHILIP MORRIS INTL INC,718172109,58943,627451,,
COMCAST CORP NEW,20030N101,58867,1257315,,CCZ
TRIP COM GROUP LTD,89677Q107,58355,2524024,,
BRISTOL-MYERS SQUIBB CO,110122108,57894,792736,,
BK OF AMERICA CORP,060505104,56466,1369880,,
ZIMMER BIOMET HOLDINGS INC,98956P102,52939,413910,,
KELLOGG CO,487836108,52535,814622,,
RESTAURANT BRANDS INTL INC,76131D103,51616,882707,,
HONEYWELL INTL INC,438516106,51019,262200,,
CISCO SYS INC,17275R102,50977,914218,,
CHUBB LIMITED,H1467J104,50488,236037,,
ALIGN TECHNOLOGY INC,016255101,50418,115638,,ALGN
LUFAX HOLDING LTD,54975P102,50004,8977303,,LU
INTEL CORP,458140100,49278,994313,,INTC
INTERNATIONAL BUSINESS MACHS,459200101,48907,376153,,
AT&T INC,00206R102,48374,2047133,,T-PC
MONDELEZ INTL INC,609207105,48303,769400,,
DARDEN RESTAURANTS INC,237194105,47565,357769,,DRI
ZTO EXPRESS CAYMAN INC,98980A105,47259,1890349,,
FREEPORT-MCMORAN INC,35671D857,46304,930912,,FCX
VANGUARD TAX-MANAGED INTL FD,921943858,45054,938041,,
HORMEL FOODS CORP,440452100,45014,873384,,
AMERICAN TOWER CORP NEW,03027X100,44584,177471,,
MICRON TECHNOLOGY INC,595112103,43565,559314,,MU
ISHARES TR,464287465,43517,591264,,
NEWMONT CORP,651639106,43484,547308,,
CLOROX CO DEL,189054109,43383,312038,,
KE HLDGS INC,482497104,43370,3506077,,
QUALCOMM INC,747525103,43144,282319,,
LABORATORY CORP AMER HLDGS,50540R409,42212,160101,,
T-MOBILE US INC,872590104,40325,314179,,
ISHARES TR,46432F842,39989,575305,,
CATERPILLAR INC,149123101,39035,175187,,CAT
WELLS FARGO CO NEW,949746101,38719,798998,,
GENERAL ELECTRIC CO,369604301,38695,422898,,GE
AMERISOURCEBERGEN CORP,03073E105,38507,248897,,
STERIS PLC,G8473T100,38445,159014,,STE
SOUTHERN COPPER CORP,84265V105,37821,498298,,
SMUCKER J M CO,832696405,37395,276162,,
FORD MTR CO DEL,345370860,37201,2199950,,
CONOCOPHILLIPS,20825C104,36816,368158,,COP
COOPER COS INC,216648402,36185,86652,,
AIRBNB INC,009066101,34033,198143,,
TELEFLEX INCORPORATED,879369106,33652,94841,,
MARSH & MCLENNAN COS INC,571748102,33328,195565,,
NETEASE INC,64110W102,33197,370125,,
HOME DEPOT INC,437076102,32357,108099,,
CME GROUP INC,12572Q105,31493,132401,,CME
AIR PRODS & CHEMS INC,009158106,31425,125746,,
EATON CORP PLC,G29183103,30297,199639,,ETN
LYONDELLBASELL INDUSTRIES N,N53745100,30294,294635,,
PUBLIC STORAGE,74460D109,30273,77567,,PSA-PS
HOLOGIC INC,436440101,30131,392227,,
ARCHER DANIELS MIDLAND CO,039483102,29549,327376,,
KANZHUN LIMITED,48553T106,29334,1177610,,
APPLIED MATLS INC,038222105,29202,221565,,
MOLSON COORS BEVERAGE CO,60871R209,28904,541468,,TAP
DISNEY WALT CO,254687106,28746,209577,,
TELADOC HEALTH INC,87918A105,28731,398322,,
LOWES COS INC,548661107,28517,141039,,
BILIBILI INC,090040106,28127,1099588,,BLBLF
TRANE TECHNOLOGIES PLC,G8994E103,28017,183477,,TT
NEXTERA ENERGY INC,65339F101,28007,330620,,NEE-PS
GDS HLDGS LTD,36165L108,27807,708456,,
INSULET CORP,45784P101,27626,103704,,PODD
MORGAN STANLEY,617446448,27496,314602,,MS-PQ
JOHNSON CTLS INTL PLC,G51502105,27073,412884,,
DOW INC,260557103,26967,423204,,DOW
SCHWAB CHARLES CORP,808513105,26566,315103,,SCHW-PJ
AMPHENOL CORP NEW,032095101,26287,348869,,
TE CONNECTIVITY LTD,H84989104,25137,191912,,
LAMB WESTON HLDGS INC,513272104,24973,416844,,
DUPONT DE NEMOURS INC,26614N102,24852,337760,,
FORTINET INC,34959E109,24546,71826,,
DEERE & CO,244199105,24536,59058,,DE
HUAZHU GROUP LTD,44332N106,24263,735451,,
CIGNA CORP NEW,125523100,24244,101181,,
AFLAC INC,001055102,24187,375626,,AFL
AGILENT TECHNOLOGIES INC,00846U101,23799,179849,,
MOTOROLA SOLUTIONS INC,620076307,23632,97574,,
CORNING INC,219350105,23624,640037,,
QUEST DIAGNOSTICS INC,74834L100,23408,171037,,DGX
CARDINAL HEALTH INC,14149Y108,23187,408950,,CAH
PROGRESSIVE CORP,743315103,23127,202885,,
APTIV PLC,G6095L109,22556,188418,,APTV
CORTEVA INC,22052L104,22525,391877,,
EOG RES INC,26875P101,22455,188335,,
ABIOMED INC,003654100,22151,66872,,
LOCKHEED MARTIN CORP,539830109,21959,49748,,LMT
BRIGHT HORIZONS FAM SOL IN D,109194100,21850,164672,,
CITIGROUP INC,172967424,21421,401147,,C-PR
LAS VEGAS SANDS CORP,517834107,21388,550249,,LVS
MICROSOFT CORP,594918104,21387,69367,,MSFT
ANALOG DEVICES INC,032654105,21301,128959,,ADI
DENTSPLY SIRONA INC,24906P109,20980,426257,,XRAY
LENNAR CORP,526057104,20933,257893,,
GENERAL DYNAMICS CORP,369550108,20905,86678,,GD
PPG INDS INC,693506107,20858,159140,,
WASTE MGMT INC DEL,94106L109,20513,129421,,
DUKE ENERGY CORP NEW,26441C204,20498,183575,,DUK-PA
VIPSHOP HOLDINGS LIMITED,92763W103,20399,2266609,,
DIDI GLOBAL INC,23292E108,20375,8149902,,DIDIY
OLD DOMINION FREIGHT LINE IN,679580100,20369,68196,,
CADENCE DESIGN SYSTEM INC,127387108,20295,123405,,
CANADIAN PAC RY LTD,13645T100,20271,245396,,
PROLOGIS INC.,74340W103,20236,125315,,
GOLDMAN SACHS GROUP INC,38141G104,20220,61253,,GS-PD
TEXAS INSTRS INC,882508104,20030,109169,,
ALTRIA GROUP INC,02209S103,19963,382075,,
LEGEND BIOTECH CORP,52490G102,19740,543206,,LEGN
SOUTHERN CO,842587107,19504,268983,,SOMN
CASEYS GEN STORES INC,147528103,19437,98083,,
HENRY SCHEIN INC,806407102,19185,220037,,HSIC
GILEAD SCIENCES INC,375558103,19147,322072,,
INSPIRE MED SYS INC,457730109,19098,74402,,
D R HORTON INC,23331A109,19015,255204,,
LULULEMON ATHLETICA INC,550021109,18728,51278,,LULU
VMWARE INC,928563402,18429,161840,,
LAM RESEARCH CORP,512807108,18157,33774,,LRCX
CANADIAN NATL RY CO,136375102,18125,134999,,
EQUITY RESIDENTIAL,29476L107,18114,201449,,EQR
AUTOMATIC DATA PROCESSING IN,053015103,17763,78065,,
ILLINOIS TOOL WKS INC,452308109,17703,84542,,
ANTHEM INC,036752103,17422,35467,,
CARRIER GLOBAL CORPORATION,14448C104,17318,377555,,CARR
DOMINION ENERGY INC,25746U109,17256,203080,,
HP INC,40434L105,17140,472168,,HPQ
KEYSIGHT TECHNOLOGIES INC,49338L103,16831,106547,,
SCHLUMBERGER LTD,806857108,16606,401977,,
NVIDIA CORPORATION,67066G104,16355,59938,,NVDA
ADVANCED MICRO DEVICES INC,007903107,16084,147102,,AMD
US BANCORP DEL,902973304,16041,301811,,
PNC FINL SVCS GROUP INC,693475105,16031,86915,,
MARKETAXESS HLDGS INC,57060D108,15875,46664,,
UNIVERSAL HLTH SVCS INC,913903100,15775,108829,,
KLA CORP,482480100,15660,42779,,KLAC
TRUIST FINL CORP,89832Q109,15579,274765,,
ZAI LAB LTD,98887Q104,15568,353968,,ZLAB
PAYCHEX INC,704326107,15565,114056,,PAYX
OMNICELL COM,68213N109,15536,119975,,
HUMANA INC,444859102,15366,35311,,HUM
TRAVELERS COMPANIES INC,89417E109,15220,83294,,
TEXAS ROADHOUSE INC,882681109,15163,181094,,
TENCENT MUSIC ENTMT GROUP,88034P109,15146,3110046,,
ELECTRONIC ARTS INC,285512109,15062,119061,,EA
DIGITAL RLTY TR INC,253868103,14861,104802,,
SHERWIN WILLIAMS CO,824348106,14680,58810,,SHW
CUMMINS INC,231021106,14577,71069,,CMI
AVALONBAY CMNTYS INC,053484101,14512,58428,,
SEMPRA,816851109,14475,86098,,SREA
AMERICAN WTR WKS CO INC NEW,030420103,14374,86839,,
CHEGG INC,163092109,14205,391529,,
AMERICAN ELEC PWR CO INC,025537101,14188,142208,,
MARATHON PETE CORP,56585A102,14126,165212,,
V F CORP,918204108,14125,248410,,VFC
NORTHROP GRUMMAN CORP,666807102,14010,31326,,
CLOUDFLARE INC,18915M107,13866,115842,,
ZSCALER INC,98980G102,13720,56865,,
PACCAR INC,693718108,13652,155008,,PCAR
ALLSTATE CORP,020002101,13459,97167,,ALL-PB
DAVITA INC,23918K108,13412,118577,,DVA
WILLIS TOWERS WATSON PLC LTD,G96629103,13388,56675,,WTW
PAYPAL HLDGS INC,70450Y103,13220,114312,,
BALL CORP,058498106,13205,146726,,BALL
CBOE GLOBAL MKTS INC,12503M108,13186,115242,,
AMGEN INC,031162100,13152,54388,,AMGN
REPUBLIC SVCS INC,760759100,13131,99101,,
NUTRIEN LTD,67077M108,12933,125016,,NTR
MASTERCARD INCORPORATED,57636Q104,12926,36168,,
ANSYS INC,03662Q105,12902,40616,,
ZEBRA TECHNOLOGIES CORPORATI,989207105,12801,30943,,
