name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,4121046,14033869,,AAPL
VISA INC,92826C839,3796109,20202815,,V
MICROSOFT CORP,594918104,3363851,21330698,,MSFT
AMAZON COM INC COM,023135106,3263911,1766338,,AMZN
ALIBABA GROUP HLDG LTD ADR,01609W102,2795590,13180526,,
VANGUARD FDS INT-TERM CORP,92206C870,2336297,25580831,,
ALPHABET INC CLASS A,02079K305,1967470,1468929,,
ISHARES TR IBOXX INV CP ETF,464287242,1941399,15171923,,
FI ENHANCED GLBL HIGH YLD UBS,90274D218,1886468,9062152,,
TAIWAN SEMICONDUCTOR MFG L ADR,874039100,1783946,30704743,,
PFIZER INC,717081103,1777799,45375173,,PFE
FI ENHANCED LRG CAP GROWTH CS,22542D423,1772260,5317830,,
JOHNSON& JOHNSON,478160104,1764608,12097130,,
AMERICAN EXPRESS CO,025816109,1713102,13760957,,AXP
INTEL CORP,458140100,1616032,27001363,,INTC
CISCO SYS INC,17275R102,1456425,30367489,,
ADOBE INC,00724F101,1361508,4128159,,ADBE
HOME DEPOT INC,437076102,1333569,6106645,,
FI ENHANCED LRG CAP GROWTH UBS,902677780,1312392,3937876,,
WALMART INC,931142103,1309904,11022415,,WMT
TENCENT HLDGS LTD  ADR ADR,88032Q109,1235076,25621587,,
FI ENHANCED GLBL HIGH YLD BCSB,06746Q249,1225748,9907033,,
FI ENHANCED LRG CAP GROWTH GS,362273302,1188883,8223201,,
SALESFORCE COM INC,79466L302,1181934,7267179,,
SOFTBANK GROUP CORP ADR ADR,83404D109,1124121,51372426,,
TOTAL S A ADR,89151E109,1095138,19803588,,
SAP SE ADR,803054204,1025631,7654536,,
LVMH MOET HENNESSY LOU VUI ADR,502441306,967715,10406904,,
COSTCO WHSL CORP NEW,22160K105,892997,3038231,,
SANOFI ADR,80105N105,880877,17547345,,
NOVO-NORDISK A S ADR,670100205,873305,15088192,,
ROYAL DUTCH SHELL PLC ADR,780259206,856672,14524781,,
ORACLE CORP,68389X105,845770,15963953,,ORCL-PD
SIEMENS A G ADR,826197501,840416,12848820,,
JPMORGAN CHASE& CO,46625H100,830694,5959065,,
CATERPILLAR INC DEL,149123101,819197,5547111,,CAT
ASTRAZENECA PLC ADR,046353108,816244,16370708,,
L OREAL CO ADR,502117203,814538,13743327,,
MERCK& CO INC,58933Y105,808549,8890034,,
NOVARTIS A G SPONSORED ADR ADR,66987V109,797457,8421770,,
ASML HOLDING N V NYS,N07059210,749081,2531190,,
ISHARES TR MBS ETF,464288588,736227,6813131,,
GLAXOSMITHKLINE PLC ADR,37733W105,724255,15412961,,
UNITED TECHNOLOGIES CORP,913017109,713976,4767468,,
NETFLIX INC COM,64110L106,713172,2204074,,NFLX
UBS GROUP AG,H42097107,659774,52446303,,UBS
RIO TINTO PLC ADR,767204100,653940,11016501,,
PROCTER& GAMBLE CO,742718109,643614,5153034,,
HSBC HLDGS PLC ADR,404280406,624580,15977993,,
CHEVRON CORP NEW,166764100,624235,5179943,,CVX
BNP PARIBAS ADR,05565A202,616650,20797079,,
SPDR PORTFOLIO SHORT TERM CORP,78464A474,612519,19861180,,
ING GROEP N V ADR,456837103,601466,49914175,,
LILLY ELI& CO,532457108,579870,4412010,,
ANHEUSER BUSCH INBEV SA/NV ADR,03524A108,576565,7027848,,
PETROLEO BRASILEIRO SA PET ADR,71654V408,551257,34583274,,
SCHLUMBERGER LTD,806857108,494964,12312525,,
FREEPORT-MCMORAN INC,35671D857,493542,37617537,,FCX
BANCO SANTANDER SA ADR,05964H105,463107,111861615,,
SUMITOMO MITSUI FINL GROUP ADR,86562M209,460925,62203165,,
PAYPAL HLDGS INC,70450Y103,457305,4227648,,
EXXON MOBIL CORP,30231G102,455062,6521384,,
HDFC BANK LTD ADR,40415F101,443742,7002398,,
ITAU UNIBANCO HLDG SA SPON ADR,465562106,437930,47861205,,
INTESA SANPAOLO S P A ADR,46115H107,423474,26773147,,
BANCO BRADESCO SA SP ADR ADR,059460303,408281,45617964,,
NESTLE S A ADR,641069406,402659,3721268,,
BHP GROUP LTD SPONSORED AD ADR,088606108,400226,7315405,,
VALE S A ADR,91912E105,373455,28292026,,
GENERAL ELECTRIC CO,369604103,357383,32023597,,GE
JD COM INC ADR,47215P106,348069,9879890,,
BP PLC SPONSORED ADR ADR,055622104,347136,9198100,,
INFOSYS LTD ADR,456788108,344810,33411848,,
UNION PACIFIC CORP,907818108,334194,1848520,,UNP
TRIP COM GROUP LTD,89677Q107,327194,9755348,,
ABB LTD ADR,000375204,315436,13094067,,
CSX CORP,126408103,303690,4196933,,CSX
