name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,7292964529,17334485,,MSFT
SPDR S&P 500 ETF TR,78462F103,6356000891,12151339,,
APPLE INC,037833100,6290346138,36682681,,AAPL
NVIDIA CORPORATION,67066G104,4550218829,5035879,,NVDA
FLEXSHARES TR,33939L407,4009190358,97618465,,
AMAZON COM INC,023135106,3606550730,19994183,,AMZN
ISHARES TR,464287200,2394980890,4555534,,
VANGUARD INDEX FDS,922908769,2291062163,8815168,,
META PLATFORMS INC,30303M102,2160471185,4449259,,
ALPHABET INC,02079K305,2097889418,13899751,,GOOGN
ALPHABET INC,02079K107,2038963754,13391329,,GOOGN
VANGUARD TAX-MANAGED FDS,921943858,1806392072,36005423,,
JPMORGAN CHASE & CO,46625H100,1777723592,8875305,,JPM-PM
ELI LILLY & CO,532457108,1663822274,2138699,,LLY
BERKSHIRE HATHAWAY INC DEL,084670702,1594837659,3792537,,BRK-A
ISHARES TR,464287465,1483618556,18577743,,
FLEXSHARES TR,33939L795,1440867527,26396090,,
ISHARES TR,464287226,1404580164,14341231,,
ISHARES TR,464287614,1373774343,4075877,,
FLEXSHARES TR,33939L506,1370878880,57721216,,
BROADCOM INC,11135F101,1362657997,1028103,,AVGO
HOME DEPOT INC,437076102,1309558614,3413865,,
PROCTER AND GAMBLE CO,742718109,1301448137,8021252,,
ISHARES TR,46435U853,1231071721,33645032,,
EXXON MOBIL CORP,30231G102,1210949961,10417670,,
UNITEDHEALTH GROUP INC,91324P102,1132896145,2290067,,UNH
JOHNSON & JOHNSON,478160104,1079999988,6827233,,JNJ
COSTCO WHSL CORP NEW,22160K105,1042771327,1423326,,
FLEXSHARES TR,33939L100,1037558690,5229960,,
ISHARES TR,464287507,1026668358,16902673,,
ABBVIE INC,00287Y109,1016649550,5582919,,ABBV
ISHARES TR,464288646,1011446002,19723986,,
VISA INC,92826C839,1009059509,3615664,,V
MERCK & CO INC,58933Y105,998477394,7567089,,
MASTERCARD INCORPORATED,57636Q104,987591235,2050774,,
FLEXSHARES TR,33939L662,927821785,22569248,,
FLEXSHARES TR,33939L886,908160659,12037371,,
ISHARES TR,464288372,898231250,18862479,,
VANGUARD INTL EQUITY INDEX F,922042858,891661224,21346929,,
CHEVRON CORP NEW,166764100,853233800,5409115,,CVX
SALESFORCE INC,79466L302,848506583,2817274,,
SPDR INDEX SHS FDS,78463X541,848392207,14645127,,
VANGUARD INTL EQUITY INDEX F,922042775,833833560,14217111,,
ACCENTURE PLC IRELAND,G1151C101,828424242,2390076,,
ISHARES TR,464287804,796324009,7205248,,
ABBOTT LABS,002824100,794813923,6992908,,
PEPSICO INC,713448108,789763252,4512675,,PEP
VANGUARD BD INDEX FDS,921937827,788088937,10278974,,
MCDONALDS CORP,580135101,768950957,2727260,,MCD
TESLA INC,88160R101,766518408,4360421,,
ISHARES TR,464287622,746223227,2590783,,
FLEXSHARES TR,33939L860,713815648,10830157,,
ISHARES TR,464287655,707131647,3362490,,
ISHARES TR,464287499,698826581,8310460,,
ORACLE CORP,68389X105,636602785,5068090,,ORCL-PD
DISNEY WALT CO,254687106,615642471,5031403,,
ISHARES TR,464287598,615506321,3436471,,
CISCO SYS INC,17275R102,611347041,12248989,,
DANAHER CORPORATION,235851102,605141232,2423279,,
NETFLIX INC,64110L106,600889873,989396,,NFLX
COCA COLA CO,191216100,599651732,9801434,,KO
ADOBE INC,00724F101,598301697,1185695,,ADBE
EATON CORP PLC,G29183103,575944678,1841962,,ETN
WALMART INC,931142103,573916442,9538249,,WMT
VANGUARD MUN BD FDS,922907746,566610704,11197840,,
ADVANCED MICRO DEVICES INC,007903107,552060070,3058674,,AMD
SPDR S&P MIDCAP 400 ETF TR,78467Y107,537353315,965768,,
THERMO FISHER SCIENTIFIC INC,883556102,514897426,885906,,TMO
CATERPILLAR INC,149123101,507985207,1386309,,CAT
