name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PG&E CORP,69331C108,1043215800,57860000,,PCG-PX
MICROSOFT CORP,594918104,757720600,2015000,,MSFT
AMAZON COM INC,023135106,638148000,4200000,,AMZN
BATH & BODY WORKS INC,070830104,597766000,13850000,,
DANAHER CORPORATION,235851102,474247000,2050000,,
META PLATFORMS INC,30303M102,410593600,1160000,,
UNITED STATES STL CORP NEW,912909108,267575000,5500000,,
DUPONT DE NEMOURS INC,26614N102,266562450,3465000,,
AMERICAN INTL GROUP INC,026874784,233737500,3450000,,
JACOBS SOLUTIONS INC,46982L108,227150000,1750000,,J
FERGUSON PLC NEW,G3421J106,210446300,1090000,,
VISTRA CORP,92840M102,177192000,4600000,,VST
FLEETCOR TECHNOLOGIES INC,339041105,173805150,615000,,
VERIZON COMMUNICATIONS INC,92343V104,173324690,4675000,,VZ
INTERNATIONAL FLAVORS&FRAGRA,459506101,166798200,2060000,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,122200000,1175000,,
INTERCONTINENTAL EXCHANGE IN,45866F104,89901000,700000,,
WESCO INTL INC,95082P105,86940000,500000,,
APOLLO GLOBAL MGMT INC,03769M106,83871000,900000,,
MCKESSON CORP,58155Q103,76391700,165000,,MCK
EQT CORP,26884L109,75387000,1950000,,EQT
UBER TECHNOLOGIES INC,90353T100,61570000,1000000,,
APOLLO GLOBAL MGMT INC,03769M304,50751000,900000,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,39673353,8387601,,
TELEPHONE & DATA SYS INC,879433829,39210867,2136832,,
BIOMARIN PHARMACEUTICAL INC,09061G101,37121700,385000,,BMRN
UNITED STATES CELLULAR CORP,911684108,22653590,545344,,
HERTZ GLOBAL HLDGS INC,42806J148,21755600,3970000,,
FLYEXCLUSIVE INC,343928107,5621000,1022000,,FLYX-WT
AURORA INNOVATION INC,051774107,4511863,1032463,,
NET POWER INC,64107A113,1100000,500000,,NPWR-WT
AURORA INNOVATION INC,051774115,899150,1835000,,
TMC THE METALS COMPANY INC,87261Y114,126500,1000000,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,93200,1333333,,
FLYEXCLUSIVE INC,343928115,80850,367499,,FLYX-WT
JAWS MUSTANG ACQUISITION COR,G50737124,39700,1000000,,
SOCIAL LEVERAGE ACQUISN CORP,83363K110,4800,250000,,
