name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY BROADBAND CORP,530307305,838374,8044273,,LBRDP
FACEBOOK INC,30303M102,653467,3385839,,
NETFLIX INC,64110L106,559283,1522605,,NFLX
ADOBE INC,00724F101,527110,1788935,,ADBE
ALIBABA GROUP HLDG LTD,01609W102,463091,2732905,,
INTUIT,461202103,273547,1046749,,
SALESFORCE COM INC,79466L302,219870,1449088,,
BROADCOM INC,11135F101,184917,642385,,AVGO
TWILIO INC,90138F102,182684,1339813,,TWLO
SERVICENOW INC,81762P102,140048,510064,,
SHOPIFY INC,82509L107,129903,432795,,SHOP
OKTA INC,679295105,100571,814273,,
MICROSOFT CORP,594918104,89813,670450,,MSFT
SMARTSHEET INC,83200N103,88031,1818817,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,85638,964503,,
GUARDANT HEALTH INC,40131M109,82188,952017,,
MASTERCARD INC,57636Q104,62806,237426,,MA
GREEN DOT CORP,39304D102,61188,1251295,,GDOT
TABLEAU SOFTWARE INC,87336U105,59526,358548,,
AMAZON COM INC,023135106,57854,30552,,AMZN
VISA INC,92826C839,49130,283086,,V
SQUARE INC,852234103,37072,511124,,
INTUITIVE SURGICAL INC,46120E602,34520,65808,,ISRG
NETEASE INC,64110W102,34160,133557,,
GLOBAL PMTS INC,37940X102,33871,211520,,
ANAPLAN INC,03272L108,30622,606734,,
SLACK TECHNOLOGIES INC,83088V102,28221,752572,,
ACTIVISION BLIZZARD INC,00507V109,26781,567390,,
WORKDAY INC,98138H101,23845,115988,,
MOTOROLA SOLUTIONS INC,620076307,23074,138389,,
WIX COM LTD,M98068105,22291,156868,,
STONECO LTD,G85158106,22279,753162,,STNE
GUIDEWIRE SOFTWARE INC,40171V100,20527,202479,,
BRF SA,10552T107,20087,2643071,,
UBER TECHNOLOGIES INC,90353T100,18831,406013,,
FITBIT INC,33812L102,13986,3178570,,
3-D SYS CORP DEL,88554D205,8746,961067,,
SEA LTD,81141R100,8075,243089,,SE
MALLINCKRODT PUB LTD CO,G5785G107,7080,771193,,
STRATASYS LTD,M85548101,6335,215702,,SSYS
TRADEWEB MKTS INC,892672106,6058,138281,,
NVIDIA CORP,67066G104,5474,33329,,NVDA
ATLASSIAN CORP PLC,G06242104,3937,30089,,
ZILLOW GROUP INC,98954M200,3333,71857,,
ELECTRONIC ARTS INC,285512109,2951,29141,,EA
TENCENT MUSIC ENTMT GROUP,88034P109,2881,192217,,
WILLIAMS SONOMA INC,969904101,2712,41729,,WSM
WINGSTOP INC,974155103,2675,28235,,WING
MICHAELS COS INC,59408Q106,2578,296275,,
MURPHY USA INC,626755102,2569,30575,,MUSA
HERTZ GLOBAL HLDGS INC,42806J106,2554,160000,,
DICKS SPORTING GOODS INC,253393102,2535,73212,,
RED ROBIN GOURMET BURGERS IN,75689M101,2512,82174,,
FLOOR & DECOR HLDGS INC,339750101,2450,58481,,
BURLINGTON STORES INC,122017106,2447,14382,,
PAYPAL HLDGS INC,70450Y103,2399,20960,,
ROSS STORES INC,778296103,2378,23995,,
CHUYS HLDGS INC,171604101,2345,102328,,
SKECHERS U S A INC,830566105,2266,71956,,
CRACKER BARREL OLD CTRY STOR,22410J106,2264,13263,,
TAILORED BRANDS INC,87403A107,2105,364843,,
DEL TACO RESTAURANTS INC,245496104,1998,155869,,
SEAWORLD ENTMT INC,81282V100,1997,64407,,
HERTZ GLOBAL HLDGS INC,42806J114,1950,1000000,,
