name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY BROADBAND CORP,530307305,1011567,8044273,,LBRDP
ALIBABA GROUP HLDG LTD,01609W102,707840,3337295,,
FACEBOOK INC,30303M102,662849,3229472,,
SERVICENOW INC,81762P102,623318,2207841,,
MASTERCARD INC,57636Q104,558804,1871475,,MA
MICROSOFT CORP,594918104,525677,3333397,,MSFT
NETFLIX INC,64110L106,512984,1585388,,NFLX
AMAZON COM INC,023135106,429569,232471,,AMZN
ADOBE INC,00724F101,374072,1134204,,ADBE
ANAPLAN INC,03272L108,274679,5241969,,
SEA LTD,81141R100,201761,5016426,,SE
SHOPIFY INC,82509L107,163543,411347,,SHOP
ELECTRONIC ARTS INC,285512109,142310,1323687,,EA
GUARDANT HEALTH INC,40131M109,119934,1534857,,
GLOBAL PMTS INC,37940X102,98140,537574,,
OKTA INC,679295105,86458,749398,,
SNAP INC,83304A106,53862,3298345,,SNAP
SQUARE INC,852234103,50989,815042,,
SMARTSHEET INC,83200N103,45386,1010385,,
SALESFORCE COM INC,79466L302,37177,228582,,
VISA INC,92826C839,35921,191172,,V
DYNATRACE INC,268150109,34761,1373966,,
ACTIVISION BLIZZARD INC,00507V109,33714,567390,,
STITCH FIX INC,860897107,26665,1039157,,
BEYOND MEAT INC,08862E109,25957,343352,,
BROADCOM INC,11135F101,23105,73111,,AVGO
STONECO LTD,G85158106,22153,555363,,STNE
INTUIT,461202103,19753,75414,,
LUCKIN COFFEE INC,54951L109,17941,455812,,LKNCY
PINDUODUO INC,722304102,17181,454286,,
DATADOG INC,23804L103,16679,441485,,
PELOTON INTERACTIVE INC,70614W100,11347,399543,,
XEROX HOLDINGS CORP,98421M106,10081,273425,,XRXDW
MCCORMICK & CO INC,579780206,5783,34071,,MKC-V
CONSTELLATION BRANDS INC,21036P108,4992,26309,,
BROWN FORMAN CORP,115637209,4973,73559,,BF-B
FRESHPET INC,358039105,4919,83246,,
KRAFT HEINZ CO,500754106,4897,152413,,KHC
CAMPBELL SOUP CO,134429109,4708,95269,,
MONSTER BEVERAGE CORP NEW,61174X109,4670,73486,,MNST
MONDELEZ INTL INC,609207105,4665,84691,,
TYSON FOODS INC,902494103,4541,49875,,
ANHEUSER BUSCH INBEV SA/NV,03524A108,4482,54636,,
VANGUARD INDEX FDS,922908769,4116,25156,,
SIMPLY GOOD FOODS CO,82900L102,3898,136581,,SMPL
PENNEY J C CORP INC,708160106,3841,3429321,,
GREEN DOT CORP,39304D102,3794,162843,,GDOT
ISHARES TR,46435G334,3325,97512,,
MOLSON COORS BREWING CO,60871R209,3009,55827,,
HOSTESS BRANDS INC,44109J106,2847,195808,,
PAPA JOHNS INTL INC,698813102,2830,44816,,
EXPEDIA GROUP INC,30212P303,2627,24297,,
CROCS INC,227046109,2572,61400,,
KEURIG DR PEPPER INC,49271V100,2390,82560,,KDP
MACYS INC,55616P104,2317,136320,,
GAP INC,364760108,2096,118546,,GAP
WIX COM LTD,M98068105,2061,16839,,
WALGREENS BOOTS ALLIANCE INC,931427108,2048,34732,,
AVIS BUDGET GROUP INC,053774105,2046,63460,,
CHIPOTLE MEXICAN GRILL INC,169656105,2031,2426,,CMG
COLGATE PALMOLIVE CO,194162103,1986,28846,,CL
CARTERS INC,146229109,1984,18148,,CRI
COSTCO WHSL CORP NEW,22160K105,1904,6477,,
ZILLOW GROUP INC,98954M200,1843,40116,,
LULULEMON ATHLETICA INC,550021109,1819,7851,,LULU
URBAN OUTFITTERS INC,917047102,1815,65372,,URBN
PAYPAL HLDGS INC,70450Y103,1810,16731,,
TURNING PT BRANDS INC,90041L105,1802,63001,,
HANESBRANDS INC,410345102,1797,121043,,
SOUTHWEST AIRLS CO,844741108,1735,32148,,
QURATE RETAIL INC,74915M100,1663,197218,,
NORTONLIFELOCK INC,668771108,1619,63423,,
WILLIAMS SONOMA INC,969904101,1593,21696,,WSM
CRACKER BARREL OLD CTRY STOR,22410J106,1579,10272,,
BOSTON BEER INC,100557107,1542,4082,,
PETMED EXPRESS INC,716382106,1493,63483,,PETS
LANDS END INC NEW,51509F105,1467,87344,,
ROKU INC,77543R102,1441,10762,,
STAMPS COM INC,852857200,1424,17045,,
BLOCK H & R INC,093671105,1419,60430,,
BURLINGTON STORES INC,122017106,1384,6068,,
WORKDAY INC,98138H101,1349,8206,,
SPDR INDEX SHS FDS,78463X202,1335,32717,,
G-III APPAREL GROUP LTD,36237H101,1332,39763,,
SIGNET JEWELERS LIMITED,G81276100,1326,60977,,
HORMEL FOODS CORP,440452100,1316,29176,,
PROCTER & GAMBLE CO,742718109,1313,10515,,PG
CALERES INC,129500104,1300,54724,,CAL
TAPESTRY INC,876030107,1292,47898,,
EL POLLO LOCO HLDGS INC,268603107,1285,84879,,
DUNKIN BRANDS GROUP INC,265504100,1273,16853,,
THE CHARLES SCHWAB CORPORATI,808513105,1266,26624,,
RED ROBIN GOURMET BURGERS IN,75689M101,1256,38047,,
MEDALLIA INC,584021109,1251,40201,,
YETI HLDGS INC,98585X104,1246,35819,,
ROSS STORES INC,778296103,1245,10697,,
TREEHOUSE FOODS INC,89469A104,1236,25481,,
ISHARES INC,464286871,1206,49558,,
LA Z BOY INC,505336107,1191,37848,,
WABTEC CORP,929740108,1187,15252,,
3M CO,88579Y101,1184,6711,,MMM
DICKS SPORTING GOODS INC,253393102,1161,23458,,
SIX FLAGS ENTMT CORP NEW,83001A102,1154,25574,,
COMMSCOPE HLDG CO INC,20337X109,1132,79772,,
IROBOT CORP,462726100,1123,22188,,
TRACTOR SUPPLY CO,892356106,1110,11882,,
TJX COS INC NEW,872540109,1108,18153,,
DELTA AIR LINES INC DEL,247361702,1101,18821,,
TAILORED BRANDS INC,87403A107,1039,250980,,
SPIRIT AEROSYSTEMS HLDGS INC,848574109,1038,14242,,
MONRO INC,610236101,1013,12952,,
PTC INC,69370C100,1008,13466,,PTC
MERCK & CO INC,58933Y105,1002,11019,,
TWITTER INC,90184L102,1002,31256,,
ZUMIEZ INC,989817101,982,28428,,ZUMZ
MARKETAXESS HLDGS INC,57060D108,966,2547,,
TERADATA CORP DEL,88076W103,958,35780,,
ALTICE USA INC,02156K103,956,34970,,
LAMB WESTON HLDGS INC,513272104,947,11006,,
AARONS INC,002535300,936,16383,,
CITRIX SYS INC,177376100,935,8429,,
HERTZ GLOBAL HLDGS INC,42806J106,928,58937,,
INCYTE CORP,45337C102,914,10471,,INCY
EBAY INC,278642103,912,25254,,EBAY
CARVANA CO,146869102,901,9793,,CVNA
AMC NETWORKS INC,00164V103,897,22699,,
PPL CORP,69351T106,885,24656,,PPLC
