name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,34705731,254162496,,AAPL
MICROSOFT CORP,594918104,33314811,123322145,,MSFT
AMAZON.COM INC,023135106,23148269,6749351,,
FACEBOOK INC-CLASS A,30303M102,13454374,38810686,,
ALPHABET INC-CL A,02079K305,12317675,5058794,,
ALPHABET INC-CL C,02079K107,11314477,4528294,,
TESLA INC,88160R101,8342557,12311100,,
BERKSHIRE HATHAWAY INC-CL B,084670702,8122827,29309884,,
NVIDIA CORP,67066G104,7858376,9850485,,NVDA
JPMORGAN CHASE & CO,46625H100,7222281,46577783,,JPM-PM
JOHNSON & JOHNSON,478160104,6934570,42214232,,JNJ
VISA INC-CLASS A SHARES,92826C839,6529879,28005159,,
UNITEDHEALTH GROUP INC,91324P102,6033290,15110522,,UNH
PROCTER & GAMBLE CO/THE,742718109,5584128,41492829,,
PAYPAL HOLDINGS INC,70450Y103,5445102,18736891,,
MASTERCARD INC - A,57636Q104,5166587,14192159,,
HOME DEPOT INC,437076102,5032579,15830188,,
WALT DISNEY CO/THE,254687106,4893596,27929476,,
ADOBE INC,00724F101,4820799,8253684,,ADBE
BANK OF AMERICA CORP,060505104,4790026,116536766,,
INTEL CORP,458140100,4291607,76627150,,INTC
COMCAST CORP-CLASS A,20030N101,4265121,75017749,,
EXXON MOBIL CORP,30231G102,4118459,65477448,,
VERIZON COMMUNICATIONS INC,92343V104,3875723,69367817,,VZ
PFIZER INC,717081103,3764312,96381189,,PFE
CISCO SYSTEMS INC,17275R102,3696519,69935509,,
NETFLIX INC,64110L106,3619475,6874069,,NFLX
MERCK & CO. INC.,58933Y105,3429289,44209748,,
AT&T INC,00206R102,3417013,119066979,,T-PC
SALESFORCE.COM INC,79466L302,3353737,13774687,,
PEPSICO INC,713448108,3268932,22126124,,PEP
COCA-COLA CO/THE,191216100,3222339,59732583,,
WALMART INC,931142103,3210285,22834110,,WMT
TEXAS INSTRUMENTS INC,882508104,3203239,16698271,,TXN
ELI LILLY & CO,532457108,3196763,13964273,,LLY
CHEVRON CORP,166764100,3190395,30544480,,CVX
NIKE INC -CL B,654106103,3146330,20423343,,
BROADCOM INC,11135F101,3065401,6447493,,AVGO
ABBVIE INC,00287Y109,3059755,27244949,,ABBV
ABBOTT LABORATORIES,002824100,3054988,26437355,,ABT
THERMO FISHER SCIENTIFIC INC,883556102,3052801,6070059,,TMO
ACCENTURE PLC-CL A,G1151C101,2992899,10181463,,
WELLS FARGO & CO,949746101,2895508,64120336,,
MCDONALD'S CORP,580135101,2845459,12351067,,
COSTCO WHOLESALE CORP,22160K105,2742703,6953465,,
MEDTRONIC PLC,G5960L103,2699706,21813130,,MDT
DANAHER CORP,235851102,2679774,10016777,,
PHILIP MORRIS INTERNATIONAL,718172109,2598068,26277765,,
QUALCOMM INC,747525103,2567796,18017712,,
HONEYWELL INTERNATIONAL INC,438516106,2478147,11328599,,HON
AMGEN INC,031162100,2429808,9994174,,AMGN
BRISTOL-MYERS SQUIBB CO,110122108,2395825,35957818,,
CITIGROUP INC,172967424,2357421,33414327,,C-PR
LINDE PLC,G5494J103,2311547,8019709,,LIN
UNITED PARCEL SERVICE-CL B,911312106,2255623,10879523,,
AMERICAN TOWER CORP,03027X100,2252739,8358961,,
ORACLE CORP,68389X105,2245198,28927373,,ORCL-PD
NEXTERA ENERGY INC,65339F101,2226950,30481545,,NEE-PS
UNION PACIFIC CORP,907818108,2215213,10101074,,UNP
MORGAN STANLEY,617446448,2205047,24120241,,MS-PQ
STARBUCKS CORP,855244109,2179292,19545995,,SBUX
INTUIT INC,461202103,2160720,4421187,,INTU
APPLIED MATERIALS INC,038222105,2129606,14995325,,
INTL BUSINESS MACHINES CORP,459200101,2099495,14364580,,
GOLDMAN SACHS GROUP INC,38141G104,2074855,5483521,,GS-PD
LOWE'S COS INC,548661107,2068249,10695261,,
3M CO,88579Y101,2042349,10307164,,MMM
BOEING CO/THE,097023105,1949919,8166628,,
RAYTHEON TECHNOLOGIES CORP,75513E101,1944801,22869302,,
TARGET CORP,87612E106,1886525,7826295,,TGT
BLACKROCK INC,09247X101,1879406,2155077,,
CATERPILLAR INC,149123101,1848094,8517215,,CAT
INTUITIVE SURGICAL INC,46120E602,1835559,2001744,,ISRG
GENERAL ELECTRIC CO,369604103,1815863,135338758,,GE
ADVANCED MICRO DEVICES,007903107,1761646,18814414,,
CVS HEALTH CORP,126650100,1759535,21149369,,CVS
SCHWAB (CHARLES) CORP,808513105,1692952,23322538,,
DEERE & CO,244199105,1684583,4790813,,DE
LOCKHEED MARTIN CORP,539830109,1644090,4355838,,LMT
SERVICENOW INC,81762P102,1590637,2904088,,
S&P GLOBAL INC,78409V104,1576355,3851439,,SPGI
MICRON TECHNOLOGY INC,595112103,1575702,18596772,,MU
AMERICAN EXPRESS CO,025816109,1573897,9557959,,AXP
PROLOGIS INC,74340W103,1570777,13177548,,
AUTOMATIC DATA PROCESSING,053015103,1570426,7925355,,
CROWN CASTLE INTL CORP,22822V101,1555889,7994129,,
CHARTER COMMUNICATIONS INC-A,16119P108,1545816,2149364,,
ZOETIS INC,98978V103,1544817,8312507,,ZTS
ANTHEM INC,036752103,1507789,3961010,,
GILEAD SCIENCES INC,375558103,1505514,21915321,,
LAM RESEARCH CORP,512807108,1491022,2298038,,LRCX
T-MOBILE US INC,872590104,1487546,10300232,,
MONDELEZ INTERNATIONAL INC-A,609207105,1403447,22545690,,
FIDELITY NATIONAL INFO SERV,31620M106,1393750,9868133,,
ALTRIA GROUP INC,02209S103,1382594,29065976,,
BOOKING HOLDINGS INC,09857L108,1379348,632249,,BKNG
EQUINIX INC,29444U700,1345942,1681359,,EQIX
CME GROUP INC,12572Q105,1283310,6049368,,CME
TJX COMPANIES INC,872540109,1275619,18979119,,
CIGNA CORP,125523100,1271146,5378879,,
CONOCOPHILLIPS,20825C104,1269767,20916289,,COP
STRYKER CORP,863667101,1258570,4861949,,SYK
PNC FINANCIAL SERVICES GROUP,693475105,1257142,6610622,,
US BANCORP,902973304,1252627,22047146,,
ACTIVISION BLIZZARD INC,00507V109,1245612,13085356,,
MARSH & MCLENNAN COS,571748102,1244652,8871008,,
DUKE ENERGY CORP,26441C204,1208924,12281000,,DUK-PA
ILLUMINA INC,452327109,1198406,2539352,,
GENERAL MOTORS CO,37045V100,1188434,20147764,,GM
CSX CORP,126408103,1169571,36552387,,CSX
COLGATE-PALMOLIVE CO,194162103,1162677,14327017,,
CAPITAL ONE FINANCIAL CORP,14040H105,1153123,7476054,,COF-PN
CHUBB LTD,H1467J104,1152118,7269836,,CB
TRUIST FINANCIAL CORP,89832Q109,1112855,20110282,,TFC-PR
FEDEX CORP,31428X106,1092110,3672765,,FDX
ILLINOIS TOOL WORKS,452308109,1082395,4853603,,
ESTEE LAUDER COMPANIES-CL A,518439104,1081661,3411940,,
IDEXX LABORATORIES INC,45168D104,1078634,1711457,,
INTERCONTINENTAL EXCHANGE IN,45866F104,1072100,9058166,,
FISERV INC,337738108,1055931,9907705,,FISV
EDWARDS LIFESCIENCES CORP,28176E108,1055830,10224561,,EW
BECTON DICKINSON AND CO,075887109,1047054,4319760,,
PROGRESSIVE CORP,743315103,1026723,10478282,,
