name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BOOKING HOLDINGS INC,09857L108,355328,151303,,BKNG
MERCK & CO INC,58933Y105,293903,3582000,,
AMAZON COM INC,023135106,285262,87505,,AMZN
ARGENX SE,04016X101,249544,791424,,ARGX
FEDEX CORP,31428X106,240357,1038752,,FDX
ANALOG DEVICES INC,032654105,235722,1427061,,ADI
ARISTA NETWORKS INC,040413106,230390,1657722,,
VISA INC,92826C839,205596,927069,,V
S&P GLOBAL INC,78409V104,201441,491105,,SPGI
SEAGEN INC,81181C104,200690,1393200,,
CONOCOPHILLIPS,20825C104,198113,1981134,,COP
CIGNA CORP NEW,125523100,192603,803818,,
JABIL INC,466313103,186468,3020700,,JBL
T-MOBILE US INC,872590104,169141,1317809,,
TARGET CORP,87612E106,168714,794997,,TGT
BROADCOM INC,11135F101,167645,266239,,AVGO
EXELIXIS INC,30161Q104,155387,6854300,,
CENOVUS ENERGY INC,15135U109,154521,9261681,,CVE
UBER TECHNOLOGIES INC,90353T100,150282,4211945,,
FIDELITY NATL INFORMATION SV,31620M106,147427,1468100,,
MARVELL TECHNOLOGY INC,573874104,141499,1973206,,
SOUTHWEST AIRLS CO,844741108,134010,2925979,,
COCA COLA CO,191216100,132691,2140170,,KO
ENTERGY CORP NEW,29364G103,131799,1128900,,
ZOETIS INC,98978V103,125555,665754,,ZTS
MONSTER BEVERAGE CORP NEW,61174X109,120523,1508428,,MNST
BOSTON SCIENTIFIC CORP,101137107,120504,2720800,,BSX
MOTOROLA SOLUTIONS INC,620076307,119951,495255,,
PIONEER NAT RES CO,723787107,119731,478868,,
NORFOLK SOUTHN CORP,655844108,115868,406242,,
KRYSTAL BIOTECH INC,501147102,114467,1720267,,
SAREPTA THERAPEUTICS INC,803607100,113056,1447211,,
HILTON WORLDWIDE HLDGS INC,43300A203,112665,742486,,
HUMANA INC,444859102,112361,258200,,HUM
BP PLC,055622104,111737,3800566,,BPPFF
APPLE INC,037833100,111314,637500,PUT,AAPL
PHILLIPS 66,718546104,110030,1273646,,PSX
MASTERCARD INCORPORATED,57636Q104,107845,301766,,
SELECT SECTOR SPDR TR,81369Y506,107401,1405036,,
JOHNSON & JOHNSON,478160104,106568,601300,,JNJ
PALO ALTO NETWORKS INC,697435105,103679,166550,,PANW
SALESFORCE COM INC,79466L302,103618,488026,,
OVINTIV INC,69047Q102,102855,1902264,,OVV
ISHARES TR,464287655,102635,500000,CALL,
FIVE BELOW INC,33829M101,101470,640712,,
LAM RESEARCH CORP,512807108,100877,187640,,LRCX
WORKDAY INC,98138H101,99754,416578,,
SHELL PLC,780259305,97266,1770724,,RYDAF
DUKE ENERGY CORP NEW,26441C204,93370,836200,,DUK-PA
F5 INC,315616102,92983,445000,,
BOEING CO,097023105,92772,484449,,BA-PA
META PLATFORMS INC,30303M102,92434,415696,,
CAPRI HOLDINGS LIMITED,G1890L107,92182,1793780,,
ORACLE CORP,68389X105,91864,1110410,,ORCL-PD
ROSS STORES INC,778296103,91789,1014689,,
CARLISLE COS INC,142339100,91267,371126,,
RH,74967X103,90630,277929,,RH
ASTRAZENECA PLC,046353108,88484,1333800,,AZN
TAIWAN SEMICONDUCTOR MFG LTD,874039100,86988,834336,,
NETFLIX INC,64110L106,86399,230650,,NFLX
ANTERO RESOURCES CORP,03674X106,84026,2752254,,AR
TARGA RES CORP,87612G101,83604,1107781,,
VULCAN MATLS CO,929160109,83071,452210,,
