name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,306574950,645000,PUT,
ARKO CORP,041242108,190902286,23139671,,ARKO
JOYY INC,98426TAF3,145041690,150000000,,JOYY
PDD HOLDINGS INC,722304AC6,134069000,130000000,,PDD
WAYFAIR INC,94419LAP6,106507450,86500000,,W
VNET GROUP INC,90138VAB3,106030029,107776000,,
PLAYA HOTELS & RESORTS NV,N70544106,105897789,12242519,,
KENVUE INC,49177J102,100551860,4670314,,KVUE
T-MOBILE US INC,872590104,99534903,620774,,
META PLATFORMS INC,30303M102,98450485,278148,,
AMAZON COM INC,023135106,92698594,610100,,AMZN
REDFIN CORP,75737FAE8,84001602,130864000,,
LINDE PLC,G54950103,79957844,194682,,LIN
ANGEL OAK MORTGAGE REIT INC,03464Y108,78331785,7389791,,
LI AUTO INC,50202MAB8,76413750,52500000,,LAAOF
DOLLAR TREE INC,256746108,74815309,526720,,
ISHARES TR,464287655,74784546,372600,PUT,
US FOODS HLDG CORP,912008109,73508891,1618782,,
BOOKING HOLDINGS INC,09857L108,64298019,18154,,BKNG
AXON ENTERPRISE INC,05464CAB7,63025000,50000000,,
MARATHON DIGITAL HOLDINGS IN,565788AB2,57092333,70001000,,
MIDDLEBY CORP,596278AB7,48720000,40000000,,MIDD
ZTO EXPRESS CAYMAN INC,98980AAB1,47747615,50000000,,
SAREPTA THERAPEUTICS INC,803607AD2,45535500,45000000,,
CLOUDFLARE INC,18915MAC1,44900000,50000000,,
WESTERN DIGITAL CORP.,958102105,44514500,850000,,WDC
SUPER MICRO COMPUTER INC,86800U104,44058750,155000,,
HALOZYME THERAPEUTICS INC,40637HAD1,43220000,50000000,,
CONFLUENT INC,20717MAB9,41690000,50000000,,
LUMENTUM HLDGS INC,55024UAB5,40152000,40000000,,
FIDELITY NATL INFORMATION SV,31620M106,36650509,610130,,
ALNYLAM PHARMACEUTICALS INC,02043QAB3,34387500,35000000,,
SALESFORCE INC,79466L302,33857961,128669,,
AUTOZONE INC,053332102,32832076,12698,,AZO
FIVERR INTL LTD,33835LAA3,31083500,35000000,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,29735911,184741,,
TURNING PT BRANDS INC,90041LAE5,29432421,30500000,,
SEA LTD,81141RAG5,28376250,34500000,,SE
ZIMMER BIOMET HOLDINGS INC,98956P102,27530487,226216,,
MONSTER BEVERAGE CORP NEW,61174X109,27351984,474696,,MNST
WOLFSPEED INC,977852AD4,27260000,40000000,,
RESTAURANT BRANDS INTL INC,76131D103,27163613,347672,,
ALGONQUIN PWR UTILS CORP,015857105,25889943,4096510,,
CHEGG INC,163092AF6,24900000,30000000,,
ACORDA THERAPEUTICS INC,00484MAC0,24723090,52324000,,
CHATHAM LODGING TR,16208T102,24690936,2303259,,
UBER TECHNOLOGIES INC,90353T100,24628000,400000,,
ZILLOW GROUP INC,98954M200,22959103,396873,,
SILICON MOTION TECHNOLOGY CO,82706C108,22825189,372717,,
RAPID7 INC,753422AF1,22453125,25000000,,
SEMTECH CORP,816850AF8,21362500,25000000,,SMTC
MASTERCARD INCORPORATED,57636Q104,21325500,50000,,
LIVENT CORP,53814LAB4,20945000,10000000,,
DIGITALOCEAN HLDGS INC,25402DAB8,20610000,25000000,,
UNITI GROUP INC,91325V108,20403400,3530000,,UNIT
DROPBOX INC,26210CAD6,20125000,20000000,,
EXXON MOBIL CORP,30231G102,19996000,200000,,
ESPERION THERAPEUTICS INC NE,29664WAB1,19140347,33100000,,
MICROSOFT CORP,594918104,18795500,50000,,MSFT
MANNKIND CORP,56400PAQ5,18338400,18000000,,MNKD
OKTA INC,679295AD7,18258118,19835000,,
KILROY RLTY CORP,49427F108,18094013,454167,,
KBR INC,48242W106,17860084,322326,,
AKAMAI TECHNOLOGIES INC,00971T101,17752500,150000,,AKAM
ALARM COM HLDGS INC,011642AB1,17740000,20000000,,
DRAFTKINGS INC NEW,26142V105,17620000,500000,,DKNG
BATH & BODY WORKS INC,070830104,17532455,406220,,
TKO GROUP HOLDINGS INC,87256C101,17514410,214690,,
FASTLY INC,31188VAB6,17400000,20000000,,
LENDINGTREE INC,52603BAD9,16500000,20000000,,
