name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES  TR,464287655,7286274775,36302500,PUT,
INVESCO  QQQ  TR,46090E103,5470736728,13358900,PUT,
MICROSOFT    CORP,594918104,3742838932,9953300,PUT,MSFT
ISHARES  TR,464287200,3398011051,12528397,,
AMAZON   COM   INC,023135106,2862169750,18837500,PUT,AMZN
TESLA  INC,88160R101,2827677552,11379900,PUT,
NVIDIA  CORPORATION,67066G104,2704297376,5460800,PUT,NVDA
SPDR  S&P    500  ETF  TR,78462F103,1719086016,6003885,,
APPLE   INC,037833100,1122877124,5832219,,AAPL
ISHARES  TR,464288513,881758443,11393700,PUT,
ALPHABET     INC,02079K305,881304210,6309000,CALL,GOOGN
META  PLATFORMS       INC,30303M102,719706868,2033300,,
ALPHABET    INC,02079K107,673851440,4781462,,GOOGN
BROADCOM   INC,11135F101,672094125,602100,PUT,AVGO
MERCK   &  CO    INC,58933Y105,659347727,6047952,,
EXXON     MOBIL    CORP,30231G102,655698834,6558500,PUT,
SALESFORCE       INC,79466L302,623273404,2368600,PUT,
CRH  PLC,G25508105,517127647,7477265,,
COLGATE     PALMOLIVE     CO,194162103,496181279,6224831,,CL
CHEVRON   CORP   NEW,166764100,450537780,3020500,PUT,CVX
ELI   LILLY   &  CO,532457108,439934387,754708,,LLY
GOLDMAN  SACHS   GROUP        INC,38141G104,419370567,1087100,PUT,GS-PD
MASTERCARD     INCORPORATED,57636Q104,411581723,964999,,
CHENIERE     ENERGY     INC,16411R208,399169827,2338292,,
ALIBABA   GROUP    HLDG     LTD,01609W102,386457109,4985900,PUT,
AT&T  INC,00206R102,380127777,22653622,,T-PC
WORKDAY    INC,98138H101,380111983,1376918,,
SPDR  SER  TR,78464A870,373473283,4182700,PUT,
JPMORGAN      CHASE      &  CO,46625H100,372553020,2190200,PUT,JPM-PM
LINDE   PLC,G54950103,358224137,872207,,LIN
ELEVANCE     HEALTH  INC,036752103,357436350,757987,,
ADVANCED      MICRO   DEVICES    INC,007903107,349022952,2367702,,AMD
BOEING  CO,097023105,347094856,1331600,CALL,BA-PA
NASDAQ     INC,631103108,344561768,5926415,,
CITIGROUP       INC,172967424,336298259,6537680,,C-PR
OCCIDENTAL     PETE   CORP,674599105,319245486,5346600,PUT,
SPLUNK  INC,848637104,319187723,2095095,,
WALMART     INC,931142103,317034150,2011000,PUT,WMT
SPDR  DOW  JONES    INDL  AVERAGE,78467X109,306142421,1516091,,
PPG   INDS   INC,693506107,293433850,1962112,,
SELECT  SECTOR     SPDR  TR,81369Y407,286775478,1603800,PUT,
NETFLIX   INC,64110L106,286480192,588400,CALL,NFLX
SHELL    PLC,780259305,279335147,4245215,,RYDAF
S&P    GLOBAL      INC,78409V104,277772529,630556,,SPGI
CENOVUS   ENERGY         INC,15135U109,275159469,16518463,,CVE
VULCAN   MATLS    CO,929160109,274841234,1210701,,
PFIZER   INC,717081103,274526556,9535483,,PFE
SBA    COMMUNICATIONS        CORP      NEW,78410G104,274111791,1080499,,SBAC
LPL  FINL     HLDGS     INC,50212V100,273017671,1199445,,
NXP   SEMICONDUCTORS                 N     V,N6596X109,272331117,1185698,,
CNH   INDL       N     V,N20944109,269635676,22137576,,
XCEL  ENERGY      INC,98389B100,268352981,4334566,,XELLL
TJX  COS    INC  NEW,872540109,263764639,2811690,,
COSTCO     WHSL     CORP   NEW,22160K105,250434352,379400,PUT,
ISHARES  TR,464287234,247396046,6152600,CALL,
INTERNATIONAL    BUSINESS     MACHS,459200101,238205760,1455200,PUT,
LOCKHEED     MARTIN      CORP,539830109,235367532,519300,PUT,LMT
