name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,5152865,44494130,,AAPL
SPDR S&P 500 ETF TR,78462F103,4120168,12303049,,
MICROSOFT CORP,594918104,3984006,18941690,,MSFT
AMAZON COM INC,023135106,2877861,913975,,AMZN
FLEXSHARES TR,33939L407,1915728,69010380,,
FACEBOOK INC,30303M102,1391021,5311269,,
FLEXSHARES TR,33939L795,1386732,27812525,,
ISHARES TR,464287465,1285875,20202282,,
ALPHABET INC,02079K107,1188771,808908,,GOOGN
VANGUARD INDEX FDS,922908769,1187485,6972489,,
JOHNSON & JOHNSON,478160104,1162106,7805658,,JNJ
HOME DEPOT INC,437076102,1135735,4089644,,
ALPHABET INC,02079K305,1117091,762207,,GOOGN
PROCTER AND GAMBLE CO,742718109,1093055,7864268,,
JPMORGAN CHASE & CO,46625H100,1056280,10972054,,JPM-PM
VANGUARD INTL EQUITY INDEX F,922042775,880697,17456823,,
ABBOTT LABS,002824100,856806,7872889,,
FLEXSHARES TR,33939L100,853195,6993399,,
MASTERCARD INCORPORATED,57636Q104,825371,2440699,,
BERKSHIRE HATHAWAY INC DEL,084670702,796898,3742359,,BRK-A
UNITEDHEALTH GROUP INC,91324P102,785143,2518340,,UNH
VISA INC,92826C839,778742,3894293,,V
SALESFORCE COM INC,79466L302,749292,2981427,,
ISHARES TR,464287614,732169,3375763,,
NVIDIA CORPORATION,67066G104,720051,1330422,,NVDA
MERCK & CO. INC,58933Y105,682936,8233103,,
NIKE INC,654106103,676878,5391734,,
VERIZON COMMUNICATIONS INC,92343V104,668974,11245154,,VZ
ADOBE SYSTEMS INCORPORATED,00724F101,659506,1344751,,
DISNEY WALT CO,254687106,653858,5269648,,
MCDONALDS CORP,580135101,653341,2976632,,MCD
PEPSICO INC,713448108,638228,4604820,,PEP
ACCENTURE PLC IRELAND,G1151C101,628197,2779756,,
INTEL CORP,458140100,601466,11615800,,INTC
COSTCO WHSL CORP NEW,22160K105,580636,1635593,,
ISHARES TR,464288372,579168,15012139,,
PFIZER INC,717081103,548726,14951671,,PFE
FLEXSHARES TR,33939L860,539493,12082720,,
DANAHER CORPORATION,235851102,538066,2498796,,
CISCO SYS INC,17275R102,537428,13643755,,
PAYPAL HLDGS INC,70450Y103,527847,2679017,,
COCA COLA CO,191216100,526521,10664802,,KO
WALMART INC,931142103,521105,3724574,,WMT
ABBVIE INC,00287Y109,499219,5699502,,ABBV
STARBUCKS CORP,855244109,497658,5792106,,SBUX
AMGEN INC,031162100,497318,1956711,,AMGN
NEXTERA ENERGY INC,65339F101,492821,1775547,,NEE-PS
COMCAST CORP NEW,20030N101,489031,10571355,,CCZ
TEXAS INSTRS INC,882508104,457231,3202123,,
ISHARES TR,464287507,440552,2377379,,
AT&T INC,00206R102,434502,15240348,,T-PC
CHEVRON CORP NEW,166764100,422718,5871086,,CVX
ISHARES TR,464287655,420594,2807893,,
ISHARES TR,464287499,404673,7052504,,
ORACLE CORP,68389X105,399551,6692649,,ORCL-PD
NETFLIX INC,64110L106,397879,795711,,NFLX
LILLY ELI & CO,532457108,386267,2609561,,
QUALCOMM INC,747525103,385420,3275149,,
MEDTRONIC PLC,G5960L103,383116,3686643,,MDT
BK OF AMERICA CORP,060505104,378017,15691858,,
BROADCOM INC,11135F101,374685,1028451,,AVGO
AMERICAN TOWER CORP NEW,03027X100,373875,1546665,,
SPDR S&P MIDCAP 400 ETF TR,78467Y107,373408,1102050,,
LOWES COS INC,548661107,368326,2220702,,
HONEYWELL INTL INC,438516106,355082,2157111,,
EXXON MOBIL CORP,30231G102,353630,10300893,,
UNITED PARCEL SERVICE INC,911312106,351662,2110437,,UPS
THERMO FISHER SCIENTIFIC INC,883556102,332517,753119,,TMO
BLACKROCK INC,09247X101,332317,589685,,
FLEXSHARES TR,33939L803,327709,5855091,,
BRISTOL-MYERS SQUIBB CO,110122108,324896,5388886,,
ISHARES TR,464287804,323911,4612143,,
MONDELEZ INTL INC,609207105,323532,5631535,,
AIR PRODS & CHEMS INC,009158106,319842,1073801,,
LOCKHEED MARTIN CORP,539830109,314763,821236,,LMT
ISHARES TR,464287622,310656,1659931,,
INTERCONTINENTAL EXCHANGE IN,45866F104,302758,3026071,,
UNION PAC CORP,907818108,280760,1426117,,
AUTOMATIC DATA PROCESSING IN,053015103,272966,1956889,,
3M CO,88579Y101,264672,1652344,,MMM
NORFOLK SOUTHN CORP,655844108,258881,1209782,,
INTERNATIONAL BUSINESS MACHS,459200101,254481,2091568,,
TARGET CORP,87612E106,254422,1616196,,TGT
TESLA INC,88160R101,249367,581261,,
LINDE PLC,G5494J103,249232,1046623,,LIN
TAIWAN SEMICONDUCTOR MFG LTD,874039100,248363,3063566,,
CROWN CASTLE INTL CORP NEW,22822V101,243371,1461689,,
EATON CORP PLC,G29183103,237972,2332372,,ETN
CATERPILLAR INC DEL,149123101,233814,1567641,,CAT
ZOETIS INC,98978V103,230590,1394387,,ZTS
AMERICAN EXPRESS CO,025816109,228966,2283947,,AXP
SERVICENOW INC,81762P102,224040,461939,,
ILLINOIS TOOL WKS INC,452308109,223609,1157338,,
TJX COS INC NEW,872540109,221517,3980546,,
CVS HEALTH CORP,126650100,220753,3780019,,CVS
MARSH & MCLENNAN COS INC,571748102,219143,1910573,,
ALIBABA GROUP HLDG LTD,01609W102,218435,743028,,
RAYTHEON TECHNOLOGIES CORP,75513E101,214668,3730763,,
S&P GLOBAL INC,78409V104,210450,583610,,SPGI
CITIGROUP INC,172967424,208216,4829866,,C-PR
INTUITIVE SURGICAL INC,46120E602,205931,290231,,ISRG
SPDR INDEX SHS FDS,78463X541,203273,5413400,,
PHILIP MORRIS INTL INC,718172109,197987,2640184,,
PROLOGIS INC.,74340W103,197373,1961565,,
WELLS FARGO CO NEW,949746101,197203,8388042,,
GILEAD SCIENCES INC,375558103,196701,3112850,,
ISHARES TR,464287689,196104,1002012,,
EMERSON ELEC CO,291011104,195384,2979784,,
NOVARTIS AG,66987V109,192826,2217410,,NVSEF
DOLLAR GEN CORP NEW,256677105,192325,917492,,
AUTODESK INC,052769106,189313,819503,,
ANALOG DEVICES INC,032654105,189018,1619136,,ADI
TRUIST FINL CORP,89832Q109,187143,4918349,,
INTUIT,461202103,186934,573049,,
CHARTER COMMUNICATIONS INC N,16119P108,185596,297267,,
US BANCORP DEL,902973304,185013,5160750,,
BAXTER INTL INC,071813109,181299,2254408,,
FLEXSHARES TR,33939L837,178592,8635959,,
WEC ENERGY GROUP INC,92939U106,178047,1837431,,
ACTIVISION BLIZZARD INC,00507V109,175023,2162117,,
DEERE & CO,244199105,171727,774838,,DE
SPDR SER TR,78464A607,171342,2197541,,
CLOROX CO DEL,189054109,170939,813336,,
BOEING CO,097023105,169791,1027419,,BA-PA
ISHARES TR,464287168,169191,2074950,,
REGENERON PHARMACEUTICALS,75886F107,168836,301611,,
FLEXSHARES TR,33939L845,168522,3811847,,
AMERICAN WTR WKS CO INC NEW,030420103,168037,1159838,,
FLEXSHARES TR,33939L787,164035,3125545,,
COLGATE PALMOLIVE CO,194162103,161874,2098167,,CL
STRYKER CORPORATION,863667101,160663,771048,,SYK
ADVANCED MICRO DEVICES INC,007903107,160656,1959459,,AMD
V F CORP,918204108,160171,2280011,,VFC
KIMBERLY CLARK CORP,494368103,158749,1075098,,KMB
VERTEX PHARMACEUTICALS INC,92532F100,158730,583307,,
ISHARES TR,464287598,157538,1333597,,
DUKE ENERGY CORP NEW,26441C204,157275,1775909,,DUK-PA
ASML HOLDING N V,N07059210,156618,424129,,
DOMINION ENERGY INC,25746U109,156259,1979717,,
SELECT SECTOR SPDR TR,81369Y803,153759,1317562,,
FIDELITY NATL INFORMATION SV,31620M106,152666,1037065,,
GOLDMAN SACHS GROUP INC,38141G104,151950,756085,,GS-PD
PNC FINL SVCS GROUP INC,693475105,150815,1372171,,
PAYCHEX INC,704326107,149699,1876633,,PAYX
AON PLC,G0403H108,147290,713958,,AON
FEDEX CORP,31428X106,146378,581973,,FDX
FLEXSHARES TR,33939L308,144928,3042594,,
ALTRIA GROUP INC,02209S103,144813,3747751,,
LAUDER ESTEE COS INC,518439104,144695,662980,,
BECTON DICKINSON & CO,075887109,144355,620402,,BDX
APPLIED MATLS INC,038222105,142386,2395049,,
ECOLAB INC,278865100,142237,711752,,ECL
