name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,23530053,111872823,,MSFT
TESLA INC,88160R101,22414996,52248658,,
BROADCOM INC,11135F101,14312268,39284885,,AVGO
UNITEDHEALTH GROUP INC,91324P102,11708060,37553956,,UNH
AMAZON COM INC,023135106,10903615,3462864,,AMZN
FACEBOOK INC,30303M102,10708373,40887265,,
PFIZER INC,717081103,9512064,259186297,,PFE
HOME DEPOT INC,437076102,9002859,32418614,,
JPMORGAN CHASE & CO,46625H100,7197971,74769070,,JPM-PM
THERMO FISHER SCIENTIFIC INC,883556102,7074458,16023033,,TMO
NETFLIX INC,64110L106,6825019,13649248,,NFLX
LOCKHEED MARTIN CORP,539830109,6431204,16779234,,LMT
PHILIP MORRIS INTL INC,718172109,6246817,83301997,,
SHOPIFY INC,82509L107,5951351,5817720,,SHOP
CME GROUP INC,12572Q105,5811306,34733807,,CME
CSX CORP,126408103,5282080,68006717,,CSX
MASTERCARD INCORPORATED,57636Q104,4875631,14417735,,
HONEYWELL INTL INC,438516106,4689380,28487835,,
COMCAST CORP NEW,20030N101,4610347,99661738,,CCZ
ALTRIA GROUP INC,02209S103,4079101,105566793,,
BLACKROCK INC,09247X101,3910836,6939733,,
PAYPAL HLDGS INC,70450Y103,3857492,19578321,,
ADVANCED MICRO DEVICES INC,007903107,3796079,46299316,,AMD
VERIZON COMMUNICATIONS INC,92343V104,3767120,63323757,,VZ
REGENERON PHARMACEUTICALS,75886F107,3719415,6644370,,
DIGITAL RLTY TR INC,253868103,3668502,24996534,,
CROWN CASTLE INTL CORP NEW,22822V101,3642892,21879232,,
JOHNSON & JOHNSON,478160104,3464952,23273679,,JNJ
ALPHABET INC,02079K107,3394391,2309738,,GOOGN
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3282518,40490588,,
SEA LTD,81141R100,3172734,20596678,,SE
VISA INC,92826C839,3152079,15762793,,V
VERTEX PHARMACEUTICALS INC,92532F100,3091419,11360515,,
LINDE PLC,G5494J103,3033277,12742950,,LIN
ASML HOLDING N V,N07059210,2985103,8083480,,
RINGCENTRAL INC,76680R206,2981161,10855983,,
APPLE INC,037833100,2774976,23961724,,AAPL
INTUITIVE SURGICAL INC,46120E602,2729918,3847525,,ISRG
GENERAL MTRS CO,37045V100,2697422,91162021,,
T-MOBILE US INC,872590104,2649613,23169050,,
MERCADOLIBRE INC,58733R102,2616085,2416750,,MELI
ACTIVISION BLIZZARD INC,00507V109,2607547,32211831,,
ALPHABET INC,02079K305,2580495,1760708,,GOOGN
DTE ENERGY CO,233331107,2540382,22082595,,DTG
GILEAD SCIENCES INC,375558103,2486027,39342449,,
CIGNA CORP NEW,125523100,2464558,14548192,,
DOW INC,260557103,2428721,51620148,,DOW
BOSTON SCIENTIFIC CORP,101137107,2336011,61136588,,BSX
DOLLAR GEN CORP NEW,256677105,2274644,10851274,,
CENTENE CORP DEL,15135B101,2259758,38740917,,CNC
AMERICAN TOWER CORP NEW,03027X100,2238105,9258705,,
