name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,119800,38047,,AMZN
SELECT SECTOR SPDR TR,81369Y605,110445,4588500,CALL,
BARCLAYS BANK PLC,06746P621,107506,4317500,PUT,JJETF
COMCAST CORP NEW,20030N101,88787,1919310,,CCZ
ALPHABET INC,02079K305,84354,57556,,GOOGN
COGNIZANT TECHNOLOGY SOLUTIO,192446102,83562,1203710,,
WORKDAY INC,98138H101,79047,367439,,
SKYWORKS SOLUTIONS INC,83088M102,70382,483726,,
WILLIS TOWERS WATSON PLC LTD,G96629103,68738,329173,,WTW
SHOPIFY INC,82509L107,68581,67041,,SHOP
WATERS CORP,941848103,68000,347508,,
TJX COS INC NEW,872540109,66011,1186188,,
ADOBE SYSTEMS INCORPORATED,00724F101,62813,128077,,
ROPER TECHNOLOGIES INC,776696106,61824,156472,,ROP
CARRIER GLOBAL CORPORATION,14448C104,61496,2013632,,CARR
VARIAN MED SYS INC,92220P105,61373,356817,,
T-MOBILE US INC,872590104,60091,525455,,
OTIS WORLDWIDE CORP,68902V107,59723,956800,,OTIS
EXXON MOBIL CORP,30231G102,57108,1663515,,
KNIGHT SWIFT TRANSN HLDGS IN,499049104,55781,1370532,,
COSTCO WHSL CORP NEW,22160K105,54873,154573,,
WELLS FARGO CO NEW,949746101,54673,2325528,,
NVIDIA CORPORATION,67066G104,54199,100143,,NVDA
PFIZER INC,717081103,54111,1474423,,PFE
RAYTHEON TECHNOLOGIES CORP,75513E101,53940,937443,,
LEAR CORP,521865204,53330,489041,,LEA
FEDEX CORP,31428X106,52587,209077,,FDX
GALLAGHER ARTHUR J & CO,363576109,52456,496836,,
SELECT SECTOR SPDR TR,81369Y506,50915,1700000,CALL,
MID-AMER APT CMNTYS INC,59522J103,48312,416663,,
MOTOROLA SOLUTIONS INC,620076307,47790,304765,,
AIR PRODS & CHEMS INC,009158106,47776,160399,,
SNOWFLAKE INC,833445109,47311,188492,,SNOW
MAXIM INTEGRATED PRODS INC,57772K101,47300,699598,,
F5 NETWORKS INC,315616102,45597,371405,,
PINTEREST INC,72352L106,45317,1091715,,
MORGAN STANLEY,617446448,43632,902415,,MS-PQ
ALIBABA GROUP HLDG LTD,01609W102,43126,146698,,
OLD DOMINION FREIGHT LINE IN,679580100,42877,236992,,
AVANTOR INC,05352A100,40642,1807116,,
HASBRO INC,418056107,40497,489569,,
HOME DEPOT INC,437076102,40483,145774,,
STRYKER CORPORATION,863667101,40394,193855,,SYK
ENVISTA HOLDINGS CORPORATION,29415F104,40285,1632287,,NVST
CAESARS ENTERTAINMENT INC NE,12769G100,40165,716463,,
CSX CORP,126408103,38779,499274,,CSX
NETFLIX INC,64110L106,38750,77495,,NFLX
MIDDLEBY CORP,596278101,38450,428608,,MIDD
GCI LIBERTY INC,36164V305,37502,457567,,
CONCHO RES INC,20605P101,37159,842221,,
MOMENTA PHARMACEUTICALS INC,60877T100,36736,700000,CALL,
SPDR S&P 500 ETF TR,78462F103,36660,109468,,
SERVICENOW INC,81762P102,36143,74521,,
BK OF AMERICA CORP,060505104,34931,1450000,CALL,
KANSAS CITY SOUTHERN,485170302,34930,193165,,
APTIV PLC,G6095L109,34928,380975,,APTV
VANECK VECTORS ETF TR,92189F676,34840,200000,,
GAP INC,364760108,34764,2041313,,GAP
