name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES  TR,464287655,2476686,15017500,CALL,
AMAZON   COM   INC,023135106,1756630,15545400,PUT,AMZN
TESLA   INC,88160R101,1099249,4144200,CALL,
DUKE     REALTY    CORP,264411505,779209,16166160,,
MICROSOFT  CORP,594918104,763959,3280200,CALL,MSFT
SELECT   SECTOR    SPDR  TR,81369Y506,735533,10212900,PUT,
SPDR  SER  TR,78464A698,518574,8807300,PUT,
CHEVRON     CORP   NEW,166764100,416945,2902100,PUT,CVX
SPDR  SER  TR,78468R556,413335,3314100,PUT,
UNITEDHEALTH          GROUP   INC,91324P102,388073,768400,PUT,UNH
APPLE   INC,037833100,368700,2667870,,AAPL
BERKSHIRE      HATHAWAY       INC  DEL,084670702,359809,1347500,PUT,BRK-A
EXXON   MOBIL   CORP,30231G102,359490,4117400,CALL,
CITIGROUP       INC,172967424,346128,8306400,PUT,C-PR
HUMANA    INC,444859102,327506,675005,,HUM
NVIDIA  CORPORATION,67066G104,325192,2678900,PUT,NVDA
ALIBABA   GROUP    HLDG     LTD,01609W102,305690,3821600,CALL,
ISHARES  TR,464287234,301806,8652700,PUT,
SELECT   SECTOR    SPDR  TR,81369Y605,300096,9884600,CALL,
SHERWIN   WILLIAMS    CO,824348106,296287,1447066,,SHW
HOME   DEPOT     INC,437076102,264432,958294,,
CANADIAN     NATL   RY  CO,136375102,249673,2312093,,
META      PLATFORMS      INC,30303M102,246606,1817558,,
XCEL   ENERGY     INC,98389B100,226838,3544338,,XELLL
CHUBB     LIMITED,H1467J104,225108,1237674,,
GOLDMAN    SACHS  GROUP        INC,38141G104,222191,758200,CALL,GS-PD
ISHARES  TR,464287242,221251,2159600,CALL,
HERSHEY   CO,427866108,220149,998542,,HSY
AUTOMATIC     DATA  PROCESSING   IN,053015103,217527,961700,PUT,
MORGAN   STANLEY,617446448,217143,2748300,PUT,MS-PQ
INTUITIVE   SURGICAL     INC,46120E602,214913,1146567,,ISRG
COSTCO     WHSL   CORP   NEW,22160K105,214351,453873,,
LOWES   COS   INC,548661107,209489,1115433,,
PALO   ALTO  NETWORKS       INC,697435105,206265,1259327,,PANW
TWITTER     INC,90184L102,205964,4698074,,
INTERNATIONAL  BUSINESS    MACHS,459200101,204672,1707400,PUT,
FACTSET        RESH    SYS  INC,303075105,204601,511362,,
HONEYWELL    INTL  INC,438516106,199629,1195600,PUT,
CINTAS   CORP,172908105,196475,506130,,CTAS
CISCO   SYS     INC,17275R102,195590,4889749,,
ALPHABET     INC,02079K107,191345,1990070,,GOOGN
SPDR  S&P    500   ETF  TR,78462F103,188383,527281,,
AMERICAN  EXPRESS      CO,025816109,185000,1371284,,AXP
FORTINET   INC,34959E109,184828,3762017,,
MICRON  TECHNOLOGY    INC,595112103,184794,3688500,PUT,MU
BANK    NEW   YORK  MELLON    CORP,064058100,180617,4688907,,
LAMB   WESTON   HLDGS    INC,513272104,177671,2296081,,
SUNCOR   ENERGY    INC   NEW,867224107,175196,6223356,,SU
GENERAL   MTRS   CO,37045V100,175067,5455501,,
PEPSICO   INC,713448108,174982,1071800,CALL,PEP
BROADCOM   INC,11135F101,173253,390200,PUT,AVGO
INTEL  CORP,458140100,172247,6684000,PUT,INTC
OCCIDENTAL      PETE    CORP,674599105,169468,2757825,,
JUNIPER     NETWORKS      INC,48203R104,168148,6437521,,
WORKDAY   INC,98138H101,167465,1100152,,
THERMO     FISHER   SCIENTIFIC      INC,883556102,166815,328900,PUT,TMO
