name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,10707090,9936053,,
APPLE INC,037833100,8327455,47691739,,AAPL
AMAZON COM INC,023135106,8219136,2521246,,AMZN
MICROSOFT CORP,594918104,6956347,22562832,,MSFT
NVIDIA CORPORATION,67066G104,5456366,19996944,,NVDA
ALPHABET INC,02079K305,4468500,1606594,,GOOGN
ALPHABET INC,02079K107,3654069,1308300,,GOOGN
MERCADOLIBRE INC,58733R102,2847785,2394143,,MELI
SALESFORCE COM INC,79466L302,2809578,13232755,,
VISA INC,92826C839,2747114,12387225,,V
ADOBE SYSTEMS INCORPORATED,00724F101,2584155,5671733,,
AIRBNB INC,009066101,2544768,14815836,,
MASTERCARD INCORPORATED,57636Q104,2299444,6434172,,
LILLY ELI & CO,532457108,2220156,7752755,,
CROWDSTRIKE HLDGS INC,22788C105,1995231,8786469,,
SHOPIFY INC,82509L107,1897684,2807391,,SHOP
NETFLIX INC,64110L106,1888593,5041761,,NFLX
NIKE INC,654106103,1878829,13962756,,
COSTCO WHSL CORP NEW,22160K105,1853281,3218339,,
UNITEDHEALTH GROUP INC,91324P102,1735738,3403607,,UNH
ATLASSIAN CORP PLC,G06242104,1733210,5898685,,
LAUDER ESTEE COS INC,518439104,1703134,6254165,,
DANAHER CORPORATION,235851102,1625466,5541423,,
INTUITIVE SURGICAL INC,46120E602,1598950,5300154,,ISRG
UBER TECHNOLOGIES INC,90353T100,1547525,43372332,,
LULULEMON ATHLETICA INC,550021109,1381187,3781689,,LULU
DEXCOM INC,252131107,1285227,2512171,,DXCM
HOME DEPOT INC,437076102,1234376,4123798,,
SNAP INC,83304A106,1210475,33633645,,SNAP
META PLATFORMS INC,30303M102,1188100,5343136,,
BROADCOM INC,11135F101,1154262,1833092,,AVGO
TJX COS INC NEW,872540109,1077692,17789563,,
SNOWFLAKE INC,833445109,1016880,4438005,,SNOW
TAIWAN SEMICONDUCTOR MFG LTD,874039100,999790,9589391,,
MATCH GROUP INC NEW,57667L107,992246,9124944,,
CHIPOTLE MEXICAN GRILL INC,169656105,945084,597387,,CMG
GOLDMAN SACHS GROUP INC,38141G104,944285,2860604,,GS-PD
S&P GLOBAL INC,78409V104,835115,2035974,,SPGI
TARGET CORP,87612E106,814609,3838512,,TGT
THE TRADE DESK INC,88339J105,803407,11601552,,
SCHLUMBERGER LTD,806857108,739194,17893825,,
ABBOTT LABS,002824100,707166,5974703,,
MARRIOTT INTL INC NEW,571903202,639930,3641139,,
NOVO-NORDISK A S,670100205,604967,5447703,,
WORKDAY INC,98138H101,575228,2402187,,
CONOCOPHILLIPS,20825C104,484727,4847268,,COP
ALCON AG,H01301128,481542,6034280,,
NEXTERA ENERGY INC,65339F101,466251,5504079,,NEE-PS
HUBSPOT INC,443573100,463421,975747,,HUBS
KKR & CO INC,48251W104,457951,7832244,,
TWILIO INC,90138F102,451518,2739625,,TWLO
