name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,50587389949,296103070,,AAPL
MICROSOFT CORP,594918104,47652429894,151218886,,MSFT
AMAZON.COM INC,023135106,22346072041,176207050,,
NVIDIA CORP,67066G104,21056928297,48513118,,NVDA
ALPHABET INC-CL A,02079K305,16113387491,123403812,,
META PLATFORMS INC-CLASS A,30303M102,13538164050,45197719,,
TESLA INC,88160R101,13450439168,53875703,,
ALPHABET INC-CL C,02079K107,13014782667,98950630,,
BERKSHIRE HATHAWAY INC-CL B,084670702,11733252076,33563538,,
UNITEDHEALTH GROUP INC,91324P102,8990621911,17869985,,UNH
EXXON MOBIL CORP,30231G102,8776005643,74794361,,
ELI LILLY & CO,532457108,8422141598,15714225,,LLY
JPMORGAN CHASE & CO,46625H100,7862065741,54326192,,JPM-PM
VISA INC-CLASS A SHARES,92826C839,7755926262,33786130,,
JOHNSON & JOHNSON,478160104,7311538625,47042024,,JNJ
BROADCOM INC,11135F101,7201674446,8687046,,AVGO
PROCTER & GAMBLE CO/THE,742718109,6727343930,46211880,,
MASTERCARD INC - A,57636Q104,6668227998,16878128,,
HOME DEPOT INC,437076102,5935472370,19683216,,
CHEVRON CORP,166764100,5687741640,33805294,,CVX
MERCK & CO. INC.,58933Y105,5556721490,54074120,,
ABBVIE INC,00287Y109,5386773005,36207172,,ABBV
ADOBE INC,00724F101,4992064077,9808974,,ADBE
COSTCO WHOLESALE CORP,22160K105,4843770651,8594392,,
PEPSICO INC,713448108,4674290545,27645199,,PEP
COCA-COLA CO/THE,191216100,4609068777,82475750,,
CISCO SYSTEMS INC,17275R102,4595849092,85644211,,
WALMART INC,931142103,4214017728,26414885,,WMT
MCDONALD'S CORP,580135101,3830577755,14567719,,
ACCENTURE PLC-CL A,G1151C101,3705088244,12088761,,
SALESFORCE INC,79466L302,3661479620,18099761,,
LINDE PLC,G54950103,3612987422,9724730,,LIN
COMCAST CORP-CLASS A,20030N101,3602379667,81403244,,
THERMO FISHER SCIENTIFIC INC,883556102,3594155678,7118339,,TMO
BANK OF AMERICA CORP,060505104,3549069439,129891827,,
PFIZER INC,717081103,3544853985,107085824,,PFE
ORACLE CORP,68389X105,3267568337,30915444,,ORCL-PD
AMGEN INC,031162100,3256160160,12137491,,AMGN
NETFLIX INC,64110L106,3216192893,8538227,,NFLX
ADVANCED MICRO DEVICES,007903107,3190307581,31103595,,
ABBOTT LABORATORIES,002824100,3132753282,32423419,,ABT
INTEL CORP,458140100,3078492673,86779338,,INTC
TEXAS INSTRUMENTS INC,882508104,3058583563,19269582,,TXN
DANAHER CORP,235851102,2930853071,13339082,,
WELLS FARGO & CO,949746101,2814583108,69009548,,
