name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,9297793,2854772,,AMZN
APPLE INC,037833100,8708730,65632155,,AAPL
TESLA INC,88160R101,8388302,11887004,,
MICROSOFT CORP,594918104,5066245,22777830,,MSFT
SHOPIFY INC,82509L107,4747099,4193735,,SHOP
NETFLIX INC,64110L106,4306983,7965126,,NFLX
FACEBOOK INC,30303M102,4293217,15716856,,
NVIDIA CORPORATION,67066G104,3737662,7157530,,NVDA
ADOBE SYSTEMS INCORPORATED,00724F101,3489880,6978085,,
MATCH GROUP INC NEW,57667L107,3230823,21369294,,
PAYPAL HLDGS INC,70450Y103,3062871,13078015,,
VISA INC,92826C839,2923267,13364728,,V
NIKE INC,654106103,2827588,19987189,,
TWILIO INC,90138F102,2650189,7829213,,TWLO
LULULEMON ATHLETICA INC,550021109,2418369,6948738,,LULU
MASTERCARD INCORPORATED,57636Q104,2215680,6207430,,
SALESFORCE COM INC,79466L302,2196249,9869450,,
ALPHABET INC,02079K305,2148891,1226088,,GOOGN
UBER TECHNOLOGIES INC,90353T100,2041151,40022555,,
ALPHABET INC,02079K107,2039004,1163895,,GOOGN
SPOTIFY TECHNOLOGY S A,L8681T102,1878285,5969254,,
SQUARE INC,852234103,1848329,8492598,,
MERCADOLIBRE INC,58733R102,1847836,1103041,,MELI
PELOTON INTERACTIVE INC,70614W100,1798982,11857249,,
THE TRADE DESK INC,88339J105,1723620,2151835,,
LAUDER ESTEE COS INC,518439104,1623167,6097773,,
RINGCENTRAL INC,76680R206,1499941,3957941,,
ATLASSIAN CORP PLC,G06242104,1438120,6149225,,
CROWDSTRIKE HLDGS INC,22788C105,1404956,6632782,,
COUPA SOFTWARE INC,22266L106,1340111,3954181,,
COSTCO WHSL CORP NEW,22160K105,1255176,3331323,,
UNION PAC CORP,907818108,1149277,5519530,,
HOME DEPOT INC,437076102,1148375,4323377,,
WORKDAY INC,98138H101,1101570,4597346,,
CHIPOTLE MEXICAN GRILL INC,169656105,1091976,787458,,CMG
TELADOC HEALTH INC,87918A105,1084598,5424072,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1038568,9524651,,
TJX COS INC NEW,872540109,1035289,15160173,,
S&P GLOBAL INC,78409V104,1017621,3095614,,SPGI
SNOWFLAKE INC,833445109,996262,3540378,,SNOW
VERTEX PHARMACEUTICALS INC,92532F100,876511,3708689,,
SERVICENOW INC,81762P102,873615,1587150,,
FARFETCH LTD,30744W107,846922,13272571,,
INTUITIVE SURGICAL INC,46120E602,790254,965963,,ISRG
CARVANA CO,146869102,751617,3137754,,CVNA
DANAHER CORPORATION,235851102,736811,3316877,,
DEXCOM INC,252131107,727093,1966605,,DXCM
SPLUNK INC,848637104,624230,3674319,,
HUMANA INC,444859102,538326,1312125,,HUM
ASTRAZENECA PLC,046353108,496164,9925270,,AZN
ZOOM VIDEO COMMUNICATIONS IN,98980L101,442647,1312246,,
SAREPTA THERAPEUTICS INC,803607100,409803,2403679,,
DOCUSIGN INC,256163106,394277,1773624,,
GUARDANT HEALTH INC,40131M109,383577,2976238,,
DYNATRACE INC,268150109,358600,8287498,,
NEXTERA ENERGY INC,65339F101,332138,4305097,,NEE-PS
LILLY ELI & CO,532457108,317224,1878843,,
CHEWY INC,16679L109,302618,3366537,,
DOMINION ENERGY INC,25746U109,289283,3846843,,
SEA LTD,81141R100,279223,1402779,,SE
JPMORGAN CHASE & CO,46625H100,266883,2100286,,JPM-PM
EDWARDS LIFESCIENCES CORP,28176E108,238527,2614569,,EW
LINDE PLC,G5494J103,218974,830990,,LIN
NEXTERA ENERGY PARTNERS LP,65341B106,210877,3145081,,
ZOETIS INC,98978V103,205103,1239292,,ZTS
AMERICAN ELEC PWR CO INC,025537101,198694,2386138,,
CHEVRON CORP NEW,166764100,198493,2350419,,CVX
TEXAS INSTRS INC,882508104,198290,1208125,,
AMEREN CORP,023608102,186798,2393009,,AEE
WALMART INC,931142103,183834,1275295,,WMT
UNITEDHEALTH GROUP INC,91324P102,175562,500632,,UNH
GOLDMAN SACHS GROUP INC,38141G104,173634,658428,,GS-PD
DISNEY WALT CO,254687106,165899,915659,,
NATERA INC,632307104,165529,1663277,,
QUALCOMM INC,747525103,161245,1058452,,
AMERICAN TOWER CORP NEW,03027X100,156610,697720,,
CHUBB LIMITED,H1467J104,155411,1009690,,
JOHNSON CTLS INTL PLC,G51502105,152951,3282915,,
APELLIS PHARMACEUTICALS INC,03753U106,151987,2657125,,
PNC FINL SVCS GROUP INC,693475105,150061,1007119,,
NICE LTD,653656108,149958,528881,,NCSYF
FMC CORP,302491303,148139,1288949,,FMC
CIGNA CORP NEW,125523100,147078,706492,,
LOWES COS INC,548661107,143850,896204,,
GENERAL MTRS CO,37045V100,142045,3411260,,
CROWN HLDGS INC,228368106,141015,1407333,,
CMS ENERGY CORP,125896100,139507,2286623,,CMS-PC
BK OF AMERICA CORP,060505104,138728,4576966,,
METLIFE INC,59156R108,136726,2912159,,MET-PF
ZIMMER BIOMET HOLDINGS INC,98956P102,133606,867063,,
WILLIAMS COS INC,969457100,131584,6562795,,
RAYTHEON TECHNOLOGIES CORP,75513E101,128819,1801415,,
BROADCOM INC,11135F101,125245,286045,,AVGO
ARGENX SE,04016X101,122820,417627,,ARGX
ENTERGY CORP NEW,29364G103,119054,1192451,,
VERIZON COMMUNICATIONS INC,92343V104,118011,2008696,,VZ
MONDELEZ INTL INC,609207105,115746,1979577,,
CHENIERE ENERGY INC,16411R208,114963,1915095,,
BRISTOL-MYERS SQUIBB CO,110122108,114014,1838039,,
ROSS STORES INC,778296103,108177,880847,,
TRUIST FINL CORP,89832Q109,107610,2245156,,
DTE ENERGY CO,233331107,105444,868494,,DTG
ESSENTIAL UTILS INC,29670G102,104016,2199542,,
WIX COM LTD,M98068105,103299,413262,,
OKTA INC,679295105,101340,398570,,
CITIGROUP INC,172967424,101118,1639932,,C-PR
AMICUS THERAPEUTICS INC,03152W109,100356,4346301,,
PROCTER AND GAMBLE CO,742718109,99230,713165,,
ALLIANT ENERGY CORP,018802108,98631,1914054,,LNT
PEPSICO INC,713448108,98255,662540,,PEP
IQVIA HLDGS INC,46266C105,97810,545905,,
TURNING POINT THERAPEUTICS I,90041T108,95710,785472,,
FIVE BELOW INC,33829M101,95274,544485,,
CENTERPOINT ENERGY INC,15189T107,93122,4303233,,CNP
EQUINIX INC,29444U700,90989,127404,,EQIX
PPD INC,69355F102,90787,2653050,,
SBA COMMUNICATIONS CORP NEW,78410G104,89733,318056,,SBAC
DUKE ENERGY CORP NEW,26441C204,89106,973201,,DUK-PA
PUBLIC SVC ENTERPRISE GRP IN,744573106,86130,1477353,,
AMERICAN WTR WKS CO INC NEW,030420103,84739,552152,,
MCDONALDS CORP,580135101,84493,393762,,MCD
MOLINA HEALTHCARE INC,60855R100,84211,395953,,
CAPITAL ONE FINL CORP,14040H105,82256,832131,,
SAIA INC,78709Y105,81734,452069,,SAIA
CATALENT INC,148806102,80488,773407,,
QUANTA SVCS INC,74762E102,79520,1104134,,
AES CORP,00130H105,78701,3348983,,AES
EDISON INTL,281020107,78357,1247326,,
ENBRIDGE INC,29250N105,78022,2440708,,ENBNF
FIRSTENERGY CORP,337932107,76651,2504111,,FE
D R HORTON INC,23331A109,76147,1104867,,
PHREESIA INC,71944F106,76050,1401585,,
LABORATORY CORP AMER HLDGS,50540R409,74503,366016,,
BRUNSWICK CORP,117043109,73928,969676,,BC-PC
AIRBNB INC,009066101,73787,502634,,
OTIS WORLDWIDE CORP,68902V107,73478,1087754,,OTIS
GLOBANT S A,L44385109,73145,336128,,
