name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
OCCIDENTAL PETE CORP,674599105,14552270657,243715804,,
KRAFT HEINZ CO,500754106,12041975570,325634818,,KHC
CHEVRON CORP NEW,166764100,2619846389,17564001,,CVX
VISA INC,92826C839,2160243711,8297460,,V
DAVITA INC,23918K108,1841899539,17582088,,DVA
MASTERCARD INC,57636Q104,1700345238,3986648,,MA
CHARTER COMMUNICATIONS INC N,16119P108,1488232788,3828941,,
SNOWFLAKE INC,833445109,1218949824,6125376,,SNOW
AMAZON COM INC,023135106,1173584560,7724000,,AMZN
VERISIGN INC,92343E102,1011290787,4910132,,
NU HLDGS LTD,G6683N103,892299471,107118784,,
KROGER CO,501044101,759110084,16607090,,KR
AON PLC,G0403H108,670510080,2304000,,AON
ALLY FINL INC,02005N100,444171051,12719675,,
LIBERTY MEDIA CORP DEL,531229789,425320107,14778322,,FWONB
LIBERTY MEDIA CORP DEL,531229854,235899765,3736730,,FWONB
FLOOR & DECOR HLDGS INC,339750101,234833800,2105000,,
SIRIUS XM HOLDINGS INC,82968B103,220129527,40243058,,SIRI
AMERICAN EXPRESS CO,025816109,215430134,1149942,,AXP
LOUISIANA PAC CORP,546347105,191241000,2700000,,
CITIGROUP INC,172967424,187498800,3645000,,C-PR
LIBERTY MEDIA CORP DEL,531229722,144120166,3854511,,FWONB
APPLE INC,037833100,133230760,692000,,AAPL
BANK AMER CORP,060505104,131986400,3920000,,
CAPITAL ONE FINL CORP,14040H105,131120000,1000000,,
LIBERTY MEDIA CORP DEL,531229813,123815283,4308117,,FWONB
T-MOBILE US INC,872590104,91388100,570000,,
HP INC,40434L105,90541713,3009030,,HPQ
NVR INC,62944T105,77789000,11112,,NVR
COCA COLA CO,191216100,47144000,800000,,KO
LIBERTY MEDIA CORP DEL,531229748,39365373,1077028,,FWONB
DIAGEO P L C,25243Q205,33174065,227750,,
MOODYS CORP,615369105,28159376,72100,,
PARAMOUNT GLOBAL,92556H206,22130558,1496319,,
LENNAR CORP,526057302,20452277,152572,,
VANGUARD INDEX FDS,922908363,18782400,43000,,
SPDR S&P 500 ETF TR,78462F103,18727214,39400,,
JEFFERIES FINL GROUP INC,47233W109,17520079,433558,,
LIBERTY LATIN AMERICA LTD,G9001E128,9424707,1284020,,LILAP
LIBERTY LATIN AMERICA LTD,G9001E102,7350987,1005607,,LILAP
ATLANTA BRAVES HLDGS INC,047726302,4283229,108217,,
