name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON   COM   INC,023135106,1163679,338263,,AMZN
APPLE   INC,037833100,955936,6979670,,AAPL
ALEXION  PHARMACEUTICALS           INC,015351109,887205,4829380,,
LINDE   PLC,G5494J103,770190,2664095,,LIN
ALIBABA   GROUP    HLDG       LTD,01609W102,766009,3377762,,
PRA   HEALTH     SCIENCES     INC,69354M108,616337,3730627,,
FACEBOOK     INC,30303M102,571638,1644008,,
IHS   MARKIT     LTD,G47567105,508661,4515013,,
HONEYWELL      INTL   INC,438516106,388954,1773210,,
WALMART       INC,931142103,375136,2660159,,WMT
PROOFPOINT     INC,743424103,362077,2083774,,
SALESFORCE     COM  INC,79466L302,338416,1385416,,
UNITEDHEALTH        GROUP   INC,91324P102,338256,844710,,UNH
SLACK   TECHNOLOGIES       INC,83088V102,335617,7576012,,
NUANCE    COMMUNICATIONS       INC,67020Y100,331225,6084230,,
XILINX    INC,983919101,327658,2265333,,
AMERICAN  EAGLE     OUTFITTERS       IN,02553EAB2,291712,66730,,
WILLIS     TOWERS    WATSON      PLC  LTD,G96629103,288053,1252297,,WTW
MAXIM   INTEGRATED    PRODS       INC,57772K101,284049,2695982,,
NIKE  INC,654106103,281552,1822459,,
MORGAN   STANLEY,617446448,277464,3026109,,MS-PQ
ALPHABET     INC,02079K107,243223,97044,,GOOGN
KANSAS   CITY   SOUTHERN,485170302,238797,842704,,
NVIDIA  CORPORATION,67066G104,237764,297168,,NVDA
ALPHABET     INC,02079K305,228796,93700,,GOOGN
PPD   INC,69355F102,228765,4963431,,
WESTERN  DIGITAL       CORP.,958102105,228115,3205206,,WDC
BLACKSTONE      GROUP    INC,09260D107,221049,2275575,,
JOHNSON  &   JOHNSON,478160104,220847,1340580,,JNJ
NATERA   INC,632307104,217123,1912471,,
CIGNA  CORP       NEW,125523100,214026,902798,,
MICROSOFT   CORP,594918104,213684,788792,,MSFT
UBER   TECHNOLOGIES       INC,90353T100,211634,4222544,,
LABORATORY      CORP   AMER    HLDGS,50540R409,209093,757996,,
NIO  INC,62914VAB2,208635,36980,,NIOIF
MARATHON    PETE     CORP,56585A102,208252,3446738,,
CAESARS  ENTERTAINMENT           INC   NE,12769G100,196083,1889958,,
MEDTRONIC   PLC,G5960L103,195750,1576973,,MDT
VERIZON   COMMUNICATIONS     INC,92343V104,194667,3474329,,VZ
AT&T  INC,00206R102,194120,6744946,,T-PC
DICKS  SPORTING        GOODS   INC,253393AD4,189002,63749,,
PFIZER   INC,717081103,188115,4803762,,PFE
CSX  CORP,126408103,188017,5860892,,CSX
ICON      PLC,G4705A100,185602,897887,,ICLR
ECOLAB  INC,278865100,185585,901030,,ECL
MCKESSON    CORP,58155Q103,183916,961703,,MCK
INTUITIVE   SURGICAL     INC,46120E602,183271,199286,,ISRG
GLOBAL   PMTS   INC,37940X102,181759,969174,,
