name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO QQQ TR,46090E103,245712000,600000,PUT,
SPLUNK INC,848637104,240713152,1580001,,
ISHARES TR,464287655,240455196,1198023,,
AERCAP HOLDINGS NV,N00985106,183532943,2469496,,
DIGITALOCEAN HLDGS INC,25402DAB8,182856965,220962000,,
ALPHABET INC,02079K305,170293285,1219080,,GOOGN
NOVO-NORDISK A S,670100205,160847164,1554830,,
SNAP INC,83304AAH9,144585297,182950000,,SNAP
WAYFAIR INC,94419LAF8,121026869,137450000,,W
MICROSTRATEGY INC,594972AE1,119946053,137735000,,
CLOUDFLARE INC,18915MAC1,119739265,132200000,,
LIBERTY BROADBAND CORP,530307305,112011477,1389893,,LBRDP
BLACKLINE INC,09239BAD1,105801540,119076000,,
PELOTON INTERACTIVE INC,70614WAB6,103462695,133000000,,
LYFT INC,55087PAB0,102121772,107100000,,
CRH PLC,G25508105,100688246,1455874,,
OKTA INC,679295105,98560011,1088700,CALL,
CONFLUENT INC,20717MAB9,95582521,114000000,,
UNITY SOFTWARE INC,91332UAB7,92993346,111500000,,U
WOLFSPEED INC,977852AD4,91489361,135500000,,
AMERICAN EQTY INVT LIFE HLD,025676206,91433322,1638590,,
DISH NETWORK CORPORATION,25470MAF6,89765775,142650000,,
LUMENTUM HLDGS INC,55024UAF6,86237616,109000000,,
AMAZON COM INC,023135106,84624654,556961,,AMZN
SNAP INC,83304AAB2,80811087,75687000,,SNAP
RAPID7 INC,753422AF1,79057047,87500000,,
SPDR S&P 500 ETF TR,78462F103,78662854,165498,,
LANTHEUS HLDGS INC,516544AB9,77432014,69000000,,
WOLFSPEED INC,977852AB8,76717261,112000000,,
SEA LTD,81141RAF7,76171828,79725000,,SE
CLOUDFLARE INC,18915M107,74934000,900000,CALL,
SPLUNK INC,848637AF1,67952500,70000000,,
SPDR INDEX SHS FDS,78463X202,65724407,1374700,,
CAPITAL ONE FINL CORP,14040H105,58348400,445000,PUT,
BOOKING HOLDINGS INC,09857L108,55868715,15750,,BKNG
SPOTIFY USA INC,84921RAB6,55750984,63000000,,
BLOCK INC,852234AK9,54514452,66007000,,
APPLE INC,037833100,52945750,275000,PUT,AAPL
NCL CORP LTD,62886HAX9,52082181,40500000,,
MICROSTRATEGY INC,594972AC5,51680236,31292000,,
ISHARES TR,464287432,49440000,500000,CALL,
JETBLUE AIRWAYS CORP,477143AP6,48024455,67000000,,JBLU
JACOBS SOLUTIONS INC,46982L108,47968628,369558,,J
SYNCHRONY FINANCIAL,87165B103,47737500,1250000,PUT,SYF-PB
CONFLUENT INC,20717M103,47080800,2012000,CALL,
BLOCK INC,852234103,46410000,600000,CALL,
SHIFT4 PMTS INC,82452JAB5,45187235,40500000,,
UBER TECHNOLOGIES INC,90353T100,42634454,692455,,
FASTLY INC,31188VAB6,39999202,45695000,,
CBOE GLOBAL MKTS INC,12503M108,39879590,223340,,
ACCENTURE PLC IRELAND,G1151C101,37849854,107862,,
SEMPRA,816851109,37365000,500000,,SREA
MARRIOTT VACATIONS WORLDWIDE,57164YAD9,35980918,40717000,,
ISHARES INC,46434G764,35600925,642500,,
WOLFSPEED INC,977852102,34808000,800000,CALL,
LENNAR CORP,526057104,33534000,225000,PUT,
INDIE SEMICONDUCTOR INC,45569U101,33405901,4119100,,
LAS VEGAS SANDS CORP,517834107,32750977,665535,,LVS
BIRKENSTOCK HOLDING PLC,M2029K104,30456250,625000,,BIRK
SHIFT4 PMTS INC,82452J109,29736000,400000,CALL,
KRANESHARES TR,500767306,29506167,1092821,,
DIGITALOCEAN HLDGS INC,25402D102,29352000,800000,CALL,
MONSTER BEVERAGE CORP NEW,61174X109,28805000,500000,PUT,MNST
MARRIOTT VACATIONS WORLDWIDE,57164YAF4,26718748,30000000,,
SEA LTD,81141R100,26491050,654100,CALL,SE
ISHARES TR,464288414,26170174,241400,,
NIKE INC,654106103,25700690,236720,,
WAYFAIR INC,94419L101,24680000,400000,CALL,W
UNITY SOFTWARE INC,91332U101,24534000,600000,CALL,U
MERCK & CO INC,58933Y105,24529500,225000,,
NEUROCRINE BIOSCIENCES INC,64125C109,24375600,185000,,NBIX
ISHARES TR,464287184,24030000,1000000,CALL,
SPIRIT AIRLS INC,848577AB8,23655766,34000000,,
SNOWFLAKE INC,833445109,23641200,118800,,SNOW
LIVONGO HEALTH INC,539183AA1,23505250,25000000,,
OKTA INC,679295AF2,22124119,24900000,,
FIVE9 INC,338307101,21639750,275000,CALL,
ALTERYX INC,02156B103,21382344,453400,CALL,
TECK RESOURCES LTD,878742204,21277999,503383,,TCKRF
MARRIOTT VACATIONS WORLDWIDE,57164Y107,21222500,250000,CALL,
INTERACTIVE BROKERS GROUP IN,45841N107,21115708,254713,,
WILLIAMS SONOMA INC,969904101,20178000,100000,PUT,WSM
DATADOG INC,23804L103,20099314,165590,,
