name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,25015917,122923512,,MSFT
BROADCOM INC,11135F101,12319867,39035422,,AVGO
UNITEDHEALTH GROUP INC,91324P102,11763764,39884157,,UNH
AMAZON COM INC,023135106,11546546,4185361,,AMZN
TESLA INC,88160R101,11530116,10678093,,
FACEBOOK INC,30303M102,9316162,41027952,,
HOME DEPOT INC,437076102,8068660,32209222,,
PFIZER INC,717081103,7993133,244438509,,PFE
JPMORGAN CHASE & CO,46625H100,6851835,72845777,,JPM-PM
NETFLIX INC,64110L106,6223193,13676170,,NFLX
LOCKHEED MARTIN CORP,539830109,6056100,16595630,,LMT
THERMO FISHER SCIENTIFIC INC,883556102,6004472,16571467,,TMO
PHILIP MORRIS INTL INC,718172109,5849969,83499413,,
CME GROUP INC,12572Q105,5647907,34747815,,CME
SHOPIFY INC,82509L107,5628167,5929452,,SHOP
CSX CORP,126408103,4566988,65486314,,CSX
REGENERON PHARMACEUTICALS,75886F107,4325216,6935355,,
MASTERCARD INCORPORATED,57636Q104,4212276,14245147,,
HONEYWELL INTL INC,438516106,3888332,26892289,,
COMCAST CORP NEW,20030N101,3863041,99103234,,CCZ
BLACKROCK INC,09247X101,3835610,7049676,,
ALTRIA GROUP INC,02209S103,3799535,96803443,,
VERTEX PHARMACEUTICALS INC,92532F100,3625455,12488243,,
PAYPAL HLDGS INC,70450Y103,3622960,20794311,,
ALPHABET INC,02079K107,3579851,2532427,,GOOGN
DIGITAL RLTY TR INC,253868103,3426515,24111873,,
VERIZON COMMUNICATIONS INC,92343V104,3391265,61514201,,VZ
GILEAD SCIENCES INC,375558103,3347143,43503830,,
JOHNSON & JOHNSON,478160104,3250357,23112974,,JNJ
CROWN CASTLE INTL CORP NEW,22822V101,3187266,19045509,,
VISA INC,92826C839,3090810,16000550,,V
RINGCENTRAL INC,76680R206,3068322,10765666,,
CIGNA CORP NEW,125523100,3050881,16258361,,
ASML HOLDING N V,N07059210,3022423,8212620,,
BOSTON SCIENTIFIC CORP,101137107,2961957,84362490,,BSX
ACTIVISION BLIZZARD INC,00507V109,2888753,38060002,,
INTUITIVE SURGICAL INC,46120E602,2791670,4899188,,ISRG
LINDE PLC,G5494J103,2732303,12887828,,LIN
MERCK & CO. INC,58933Y105,2587990,33467152,,
ALPHABET INC,02079K305,2570607,1812818,,GOOGN
