name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,655793,1380734,,
L3HARRIS TECHNOLOGIES INC,502431109,221280,1037704,,
CYRUSONE INC,23283R100,168306,1875903,,
INTUIT,461202103,163917,254838,,
VULCAN MATLS CO,929160109,142742,687650,,
OREILLY AUTOMOTIVE INC,67103H107,140149,198446,,
SERVICENOW INC,81762P102,136302,209983,,
ALLEGION PLC,G0176J109,136161,1028093,,ALLE
CNH INDL N V,N20944109,135727,6986405,,
STANLEY BLACK & DECKER INC,854502101,135427,717991,,
HONEYWELL INTL INC,438516106,135347,649113,,
LENNOX INTL INC,526107107,128503,396174,,
MONGODB INC,60937PAD8,125123,49000000,,
NORFOLK SOUTHN CORP,655844108,119727,402159,,
AMETEK INC,031100100,118608,806639,,
AMERICAN EXPRESS CO,025816109,114259,698404,,AXP
INDEPENDENCE RLTY TR INC,45378A106,112710,4363538,,
ZSCALER INC,98980GAB8,109538,50000000,,
FORTIVE CORP,34959J108,108011,1415789,,FTV
LENNAR CORP,526057104,103757,893229,,
AMERICAN INTL GROUP INC,026874784,101759,1789645,,
AUTOZONE INC,053332102,101683,48504,,AZO
KB HOME,48666K109,100400,2244582,,KBH
ACCENTURE PLC IRELAND,G1151C101,100193,241690,,
COMERICA INC,200340107,99940,1148733,,
DATADOG INC,23804L103,98178,551222,,
M & T BK CORP,55261F104,97510,634913,,
HUBSPOT INC,443573AD2,97011,40718000,,HUBS
DANAHER CORPORATION,235851102,95115,289094,,
SUN CMNTYS INC,866674104,92798,441960,,
STAG INDL INC,85254J102,88685,1849143,,
AMERIPRISE FINL INC,03076C106,87163,288943,,
ROSS STORES INC,778296103,86995,761242,,
ATHENE HOLDING LTD,G0684D107,86131,1033619,,ATH-PE
BILL COM HLDGS INC,090043AB6,85852,50115000,,
THERMO FISHER SCIENTIFIC INC,883556102,82269,123297,,TMO
CBRE GROUP INC,12504L109,80680,743524,,
XILINX INC,983919101,80571,380000,PUT,
INCYTE CORP,45337C102,77858,1060731,,INCY
CANADIAN PAC RY LTD,13645T100,76810,1067687,,
YUM BRANDS INC,988498101,75991,547252,,YUM
SNAP INC,83304AAB2,75899,35000000,,SNAP
LOCKHEED MARTIN CORP,539830109,74419,209390,,LMT
APARTMENT INCOME REIT CORP,03750L109,73275,1340323,,
LABORATORY CORP AMER HLDGS,50540R409,71819,228570,,
XPO LOGISTICS INC,983793100,71613,924873,,
QORVO INC,74736K101,71204,455296,,
FEDEX CORP,31428X106,69998,270639,,FDX
SPOTIFY TECHNOLOGY S A,L8681T102,69881,298600,,
BLACKSTONE INC,09260D107,68588,530091,,BX
TRANSDIGM GROUP INC,893641100,68187,107165,,TDG
ALLEGIANT TRAVEL CO,01748X102,66497,355521,,ALGT
RESMED INC,761152107,65837,252754,,RSMDF
HERSHEY CO,427866108,65323,337640,,HSY
NEWMONT CORP,651639106,65104,1049725,,
COCA COLA CO,191216100,64860,1095431,,KO
JD.COM INC,47215P106,64604,921989,,
KIRKLAND LAKE GOLD LTD,49741E100,64506,1537897,,
T-MOBILE US INC,872590104,64390,555183,,
ETSY INC,29786AAJ5,63828,25000000,,ETSY
ILLUMINA INC,452327109,63153,166000,CALL,
KEYCORP,493267108,62839,2716793,,
PAYCHEX INC,704326107,62567,458367,,PAYX
HOLOGIC INC,436440101,62474,816012,,
MIDDLEBY CORP,596278101,62031,315260,,MIDD
WASTE CONNECTIONS INC,94106B101,61891,454177,,
SNOWFLAKE INC,833445109,61719,182197,,SNOW
LIBERTY MEDIA CORP DEL,531229AB8,60783,40270000,,FWONB
SYNOPSYS INC,871607107,60031,162907,,SNPS
KRAFT HEINZ CO,500754106,59992,1671088,,KHC
KILROY RLTY CORP,49427F108,59556,896117,,
ROPER TECHNOLOGIES INC,776696106,58601,119141,,ROP
CDW CORP,12514G108,58247,284437,,CDW
HUNTINGTON INGALLS INDS INC,446413106,57022,305355,,
SIGNET JEWELERS LIMITED,G81276100,56985,654773,,
HUBBELL INC,443510607,56820,272820,,HUBB
DUPONT DE NEMOURS INC,26614N102,56659,701395,,
SENTINELONE INC,81730H109,55658,1102348,,
ULTA BEAUTY INC,90384S303,55628,134908,,
VANECK ETF TRUST,92189F676,55582,180000,CALL,
STATE STR CORP,857477103,54853,589816,,
ASHLAND GLOBAL HLDGS INC,044186104,54181,503256,,
SMARTSHEET INC,83200N103,54029,697601,,
UNDER ARMOUR INC,904311107,53993,2548046,,
ETSY INC,29786A106,53893,246156,,ETSY
CHENIERE ENERGY INC,16411R208,53811,530572,,
FRANKLIN RESOURCES INC,354613101,53630,1601366,,BEN
NRG ENERGY INC,629377508,53611,1244461,,
EASTGROUP PPTYS INC,277276101,52893,232141,,
MERITAGE HOMES CORP,59001A102,52429,429537,,MTH
PERFORMANCE FOOD GROUP CO,71377A103,52101,1135347,,PFGC
TELEDYNE TECHNOLOGIES INC,879360105,51372,117585,,TDY
CROCS INC,227046109,50822,396368,,
KITE RLTY GROUP TR,49803T300,50215,2305555,,
MONSTER BEVERAGE CORP NEW,61174X109,49671,517190,,MNST
RIVIAN AUTOMOTIVE INC,76954A103,49347,475913,,
CVS HEALTH CORP,126650100,48820,473249,,CVS
CACI INTL INC,127190304,48736,181033,,
SHAW COMMUNICATIONS INC,82028K200,48412,1594612,,
EOG RES INC,26875P101,48115,541648,,
IQVIA HLDGS INC,46266C105,47833,169535,,
SMUCKER J M CO,832696405,47764,351674,,
VISTEON CORP,92839U206,47747,429612,,VC
ELANCO ANIMAL HEALTH INC,28414H103,47542,1675190,,ELAN
BLUE OWL CAPITAL INC,09581B103,47411,3179802,,OWL
AZEK CO INC,05478C105,47351,1024030,,
MATCH GROUP INC NEW,57667L107,47065,355880,,
PACCAR INC,693718108,46737,529542,,PCAR
VENTAS INC,92276F100,46533,910274,,
VERTEX PHARMACEUTICALS INC,92532F100,46412,211347,,
EVEREST RE GROUP LTD,G3223R108,46095,168280,,
MGM GROWTH PPTYS LLC,55303A105,46030,1126801,,
CBOE GLOBAL MKTS INC,12503M108,45843,351557,,
REXFORD INDL RLTY INC,76169C100,45730,563807,,
ARISTA NETWORKS INC,040413106,45342,315424,,
ZSCALER INC,98980G102,45108,140378,,
CME GROUP INC,12572Q105,44548,194992,,CME
BOOKING HOLDINGS INC,09857L108,44388,18501,,BKNG
SPIRIT RLTY CAP INC NEW,84860W300,44156,916296,,
