name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PROCTER AND GAMBLE CO,742718109,970175,6747168,,
JOHNSON  JOHNSON,478160104,769086,4332633,,
ISHARES INC,46434G103,751031,15308412,,
SPDR SP 500 ETF TR,78462F103,695371,1843262,,
COCA COLA CO,191216100,680734,10820759,,KO
ISHARES TR,464287200,643721,1697801,,
VANGUARD INTL EQUITY INDEX F,922042858,642753,15432241,,
PEPSICO INC,713448108,634801,3808959,,PEP
COSTCO WHSL CORP NEW,22160K105,580455,1211098,,
WALMART INC,931142103,571146,4697701,,WMT
MCDONALDS CORP,580135101,511433,2071584,,MCD
ABBOTT LABS,002824100,304211,2799913,,
PINDUODUO INC,722304102,297544,4814632,,
CVS HEALTH CORP,126650100,291530,3146236,,CVS
STARBUCKS CORP,855244109,247711,3242719,,SBUX
MEDTRONIC PLC,G5960L103,224847,2505256,,MDT
TARGET CORP,87612E106,220347,1560200,,TGT
SPDR GOLD TR,78463V107,220085,1306455,,
COLGATE PALMOLIVE CO,194162103,183536,2290197,,CL
BAIDU INC,056752108,170124,1143844,,
EXXON MOBIL CORP,30231G102,163481,1908930,,
PFIZER INC,717081103,158217,3017675,,PFE
BERKSHIRE HATHAWAY INC DEL,084670702,156102,571762,,BRK-A
LAUDER ESTEE COS INC,518439104,156001,612560,,
DOLLAR GEN CORP NEW,256677105,154860,630950,,
MASTERCARD INCORPORATED,57636Q104,153093,485269,,
SYSCO CORP,871829107,142375,1680731,,SYY
GENERAL MLS INC,370334104,134312,1780147,,
LI AUTO INC,50202M102,125194,3267912,,LAAOF
STRYKER CORPORATION,863667101,125135,629041,,SYK
MONSTER BEVERAGE CORP NEW,61174X109,124574,1343845,,MNST
KIMBERLYCLARK CORP,494368103,121895,901921,,
INTUITIVE SURGICAL INC,46120E602,120256,599155,,ISRG
MERCK  CO INC,58933Y105,120194,1318347,,
NIO INC,62914V106,120027,5526122,,NIOIF
CHIPOTLE MEXICAN GRILL INC,169656105,118521,90664,,CMG
ISHARES TR,464288588,117358,1203800,,
ISHARES TR,464287242,111812,1016200,,
BECTON DICKINSON  CO,075887109,110346,447595,,
KRAFT HEINZ CO,500754106,108472,2844046,,KHC
ALPHABET INC,02079K305,107215,49198,,GOOGN
CHEVRON CORP NEW,166764100,102974,711243,,CVX
DOLLAR TREE INC,256746108,99436,638025,,
KROGER CO,501044101,99253,2097044,,KR
VEEVA SYS INC,922475108,98542,497587,,
CONOCOPHILLIPS,20825C104,97605,1086799,,COP
VISA INC,92826C839,96818,491739,,V
CONSTELLATION BRANDS INC,21036P108,96443,413813,,
EDWARDS LIFESCIENCES CORP,28176E108,94648,995357,,EW
