name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,29117867699,85507261,,MSFT
BROADCOM INC,11135F101,24133852937,27822521,,AVGO
UNITEDHEALTH GROUP INC,91324P102,14017077221,29163746,,UNH
LILLY ELI & CO,532457108,12600142373,26867581,,
HOME DEPOT INC,437076102,12159998100,39145594,,
PHILIP MORRIS INTL INC,718172109,11342013680,116185273,,
TESLA INC,88160R101,11065469251,42272512,,
META PLATFORMS INC,30303M102,10659360944,37143760,,
CANADIAN NAT RES LTD,136385101,8372169040,148906205,,
PFIZER INC,717081103,7299542875,199012806,,PFE
APPLE INC,037833100,7250143336,37379291,,AAPL
CATERPILLAR INC,149123101,7086892251,28803062,,CAT
THERMO FISHER SCIENTIFIC INC,883556102,6718028094,12876098,,TMO
GILEAD SCIENCES INC,375558103,6237075034,80929316,,
VERTEX PHARMACEUTICALS INC,92532F100,6102287718,17340634,,
ALPHABET INC,02079K107,5983903402,49466281,,GOOGN
JPMORGAN CHASE & CO,46625H100,5579207546,38362149,,JPM-PM
APPLIED MATLS INC,038222105,5304330891,36698147,,
NETFLIX INC,64110L106,5035234246,11431257,,NFLX
BOOKING HOLDINGS INC,09857L108,4964780832,1838583,,BKNG
ASML HOLDING N V,N07059210,4906771373,6770373,,
TE CONNECTIVITY LTD,H84989104,4800801722,34252296,,
LINDE PLC,G54950103,4518320061,11856849,,LIN
ALTRIA GROUP INC,02209S103,4367008078,96401945,,
TARGET CORP,87612E106,4314699737,32711606,,TGT
ALPHABET INC,02079K305,4272294742,35692163,,GOOGN
SALESFORCE INC,79466L302,4065157004,19242436,,
CARRIER GLOBAL CORPORATION,14448C104,4014427065,80757252,,CARR
REGENERON PHARMACEUTICALS,75886F107,3988119834,5550382,,
BOEING CO,097023105,3865613690,18306455,,BA-PA
VISA INC,92826C839,3802668132,16012583,,V
HALLIBURTON CO,406216101,3774308110,114407642,,HAL
D R HORTON INC,23331A109,3763980656,30930896,,
COMCAST CORP NEW,20030N101,3692527489,88869896,,CCZ
MOTOROLA SOLUTIONS INC,620076307,3645616346,12430498,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3499184293,34673330,,
LOCKHEED MARTIN CORP,539830109,3446116410,7485540,,LMT
AON PLC,G0403H108,3311910925,9594253,,AON
RESTAURANT BRANDS INTL INC,76131D103,3235062286,41731550,,
MARSH & MCLENNAN COS INC,571748102,3235036602,17201125,,
CENTENE CORP DEL,15135B101,3233567663,47940218,,CNC
ALNYLAM PHARMACEUTICALS INC,02043Q107,3133560610,16497551,,
NVIDIA CORPORATION,67066G104,3025964431,7153242,,NVDA
BLACKSTONE INC,09260D107,3003787559,32309237,,BX
CSX CORP,126408103,2993185276,87778304,,CSX
DARDEN RESTAURANTS INC,237194105,2745578130,16433094,,DRI
DOLLAR TREE INC,256746108,2723887158,18981792,,
SYNOPSYS INC,871607107,2698456958,6197508,,SNPS
CONOCOPHILLIPS,20825C104,2690051870,25963516,,COP
EXTRA SPACE STORAGE INC,30225T102,2660804884,17876089,,EXR
AIRBNB INC,009066101,2628086176,20507074,,
INTUITIVE SURGICAL INC,46120E602,2568118093,7510586,,ISRG
GOLDMAN SACHS GROUP INC,38141G104,2535519283,7861091,,GS-PD
KEURIG DR PEPPER INC,49271V100,2520949771,80618799,,KDP
CENOVUS ENERGY INC,15135U109,2502824813,147368058,,CVE
DISCOVER FINL SVCS,254709108,2467868134,21119404,,
CME GROUP INC,12572Q105,2444350357,13192611,,CME
BAKER HUGHES COMPANY,05722G100,2429938448,76874097,,
APOLLO GLOBAL MGMT INC,03769M106,2345886576,30541422,,
EXXON MOBIL CORP,30231G102,2309261955,21531580,,
CORTEVA INC,22052L104,2228721852,38895669,,
CHIPOTLE MEXICAN GRILL INC,169656105,2222168598,1038882,,CMG
SCHLUMBERGER LTD,806857108,2116106988,43080354,,
CVS HEALTH CORP,126650100,2107829055,30490802,,CVS
FISERV INC,337738108,2067745757,16391168,,FISV
TC ENERGY CORP,87807B107,1987930239,49188514,,TRPRF
L3HARRIS TECHNOLOGIES INC,502431109,1985475260,10141924,,
