name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
STATE STR SPDR S&P 500 ETF T,78462F103,1350105840,2076000,CALL,
INVESCO QQQ TR,46090E103,288590000,500000,PUT,
ISHARES TR,464287655,248000000,1000000,PUT,
ECHOSTAR CORP,278768106,174619036,1491578,,ECHO
ALIBABA GROUP HLDG LTD,01609WBG6,160892000,116000000,,
ARKO CORP,041242108,128656571,23139671,,ARKO
HOLOGIC INC,436440101,122388903,1619115,,
UBER TECHNOLOGIES INC,90353TAM2,120250000,100000000,,
LI AUTO INC,50202MAB8,110611500,111000000,,LAAOF
RIVIAN AUTOMOTIVE INC,76954AAB9,109675000,102500000,,
REDFIN CORP,75737FAE8,104940000,110000000,,
T-MOBILE US INC,872590104,101841447,484890,,
ENVIRI CORP,415864107,91592046,4668300,,NVRI
ETSY INC,29786AAN6,80361000,90000000,,ETSY
NVIDIA CORPORATION,67066G104,74556000,427500,,NVDA
MICROCHIP TECHNOLOGY INC.,595017BG8,74115000,75000000,,MCHPP
ETSY INC,29786AAP1,72375000,75000000,,ETSY
HUAZHU GROUP LTD,BK5173681,66927500,47500000,,
ARCELLX INC,03940C100,64258324,559644,,
WEIBO CORP,948596AJ0,63210000,60000000,,WEIBF
TRIP COM GROUP LTD,89677QAB3,62085721,60000000,,
ALARM COM HLDGS INC,011642AD7,61228928,66508000,,
META PLATFORMS INC,30303M102,60645780,106000,,
H WORLD GROUP LTD,44332NAB2,60435000,45000000,,HWLDF
TELEPHONE & DATA SYS INC,879433829,59432570,1411700,,
SNOWFLAKE INC,833445AB5,59050000,50000000,,SNOW
BARRICK MNG CORP,06849F108,56942106,1395982,,
BOEING CO,097023105,51747800,260000,,BA-PA
NIO INC,62914VAK2,51745200,52000000,,NIOIF
GLOBAL PMTS INC,37940XAU6,48457808,55000000,,
RAPID7 INC,753422AF1,47889009,51000000,,
SNAP INC,83304AAH9,46875300,51500000,,SNAP
AT&T INC,00206R102,46470970,1603000,,T-PC
MKS INC.,55306NAB0,46256000,28000000,,MKSI
CHEESECAKE FACTORY INC,163072AC5,45742500,45000000,,CAKE
ISHARES TR,464287432,43345000,500000,PUT,
BILL HOLDINGS INC,090043AF7,42180000,47500000,,
DIVERSIFIED HEALTHCARE TR,25525P107,41485591,6247830,,
ALIBABA GROUP HOLDING,G01719AP1,40906250,42500000,,BBAAY
FORGENT POWER SOLUTIONS INC,34631F102,40835953,1395147,,
JOHNSON CONTROLS INTERNATION,G51502105,40594500,310000,,
ORACLE CORP,68389X105,40455250,275000,,ORCL-PD
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,39841992,101700,,
ISHARES TR,464288513,39780000,500000,PUT,
SURGERY PARTNERS INC,86881A100,39770651,3336464,,
DATADOG INC,23804LAD5,39095892,40451000,,
AMETEK INC,031100100,38584800,180000,,
RTX CORPORATION,75513E101,38580000,200000,,RTX
BAUSCH PLUS LOMB CORP,071705107,34966835,2199172,,
IQIYI INC,46267XAK4,34332718,38000000,,
COMCAST CORP NEW,20030N101,33062235,1151593,,CCZ
CONSTELLATION ENERGY CORP,21037T109,33053147,118364,,CEG
MASTERCARD INCORPORATED,57636Q104,32477900,65000,,
BOOKING HOLDINGS INC,09857L108,30819542,7320,,BKNG
JD.COM INC,47215PAJ5,30769830,30940000,,
MICROSOFT CORP,594918104,30724110,83000,,MSFT
ANGEL OAK MORTGAGE REIT INC,03464Y108,30024972,3652673,,
Q2 HLDGS INC,74736LAD1,29801979,30000000,,
BENTLEY SYS INC,08265TAD1,28455000,30000000,,
VNET GROUP INC,90138AAE3,28187500,25000000,,
LINDE PLC,G54950103,27266800,55000,,LIN
ASML HLDG NV,N07059210,26416600,20000,,
CARVANA CO,146869102,25559094,81300,,CVNA
CROWN CASTLE INC,22822V101,25454258,313052,,CCI
CAPRI HOLDINGS LIMITED,G1890L107,25190257,1429640,,
INTUITIVE MACHINES INC,46125A100,24550259,1322751,,
MIRION TECHNOLOGIES INC,60471A101,24442485,1314819,,
SNAP INC,83304AAK2,24060000,30000000,,SNAP
INTEGER HLDGS CORP,45826HAD1,23837500,25000000,,
