name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,161442846,2149705,,
ALPHABET INC,02079K305,151265144,526030,,GOOGN
APPLE INC,037833100,136779994,538950,,AAPL
MICROSOFT CORP,594918104,103209319,278816,,MSFT
NVIDIA CORPORATION,67066G104,95022206,544821,,NVDA
BERKSHIRE HATHAWAY INC DEL,084670702,87264237,182104,,BRK-A
AMAZON COM INC,023135106,70290917,337499,,AMZN
TJX COS INC NEW,872540109,68007287,425844,,
AMPHENOL CORP,032095101,60078101,474544,,
META PLATFORMS INC,30303M102,57817207,101056,,
VISA INC,92826C839,54538906,180449,,V
ECOLAB INC,278865100,48167193,180571,,ECL
OREILLY AUTOMOTIVE INC,67103H107,46539472,504165,,
S&P GLOBAL INC,78409V104,44082663,103641,,SPGI
VANGUARD INDEX FDS,922908363,43980876,73602,,
WALMART INC,931142103,43448174,348912,,WMT
STRYKER CORPORATION,863667101,40193034,121993,,SYK
TE CONNECTIVITY PLC,G87052109,37815063,180916,,TEL
THERMO FISHER SCIENTIFIC INC,883556102,35764092,72691,,TMO
CHEVRON CORPORATION,166764100,35473005,171450,,CVX
DANAHER CORP DEL,235851102,34659246,182417,,
ISHARES TR,46435GAA0,32191690,1328040,,
CHUBB LTD SWITZ,H1467J104,32063352,98089,,
ISHARES TR,46435U515,31171757,1230626,,
ISHARES TR,46435UAA9,30780437,1269820,,
REGENERON PHARMACEUTICALS,75886F107,30399521,39345,,
WATSCO INC,942622200,30254105,83164,,WSO-B
AMERICAN WTR WKS CO INC NEW,030420103,26856545,197344,,
IDEXX LABS INC,45168D104,26677414,47478,,
EXXON MOBIL CORP,30231G102,25979456,153127,,
COSTCO WHOLESALE CORPORATION,22160K105,25702912,25795,,
MERCADOLIBRE INC,58733R102,24766483,14324,,MELI
TRANSDIGM GROUP INC,893641100,24056533,20757,,TDG
ISHARES TR,46436E205,23618367,1015407,,
TEXAS PACIFIC LAND CORPORATI,88262P102,23590378,49710,,
KINSALE CAP GROUP INC,49714P108,23460768,68667,,
AUTOMATIC DATA PROCESSING IN,053015103,21730157,106094,,
JOHNSON & JOHNSON,478160104,21535588,88102,,JNJ
SERVICENOW INC,81762P102,20187874,193093,,
ISHARES TR,46435G516,19491755,203846,,
PROCTER & GAMBLE CO,742718109,19381217,134182,,PG
ISHARES TR,46436E726,19299297,881649,,
UBER TECHNOLOGIES INC,90353T100,18614549,258787,,
GE AEROSPACE,369604301,18405393,64753,,
SELECT SECTOR SPDR TR,81369Y506,17570532,286819,,
STATE STR SPDR S&P 500 ETF T,78462F103,17513702,26856,,
AMERICAN TOWER CORP,03027X100,15895136,92103,,
GE VERNOVA INC,36828A101,13830289,15835,,GEV
ISHARES TR,46432F834,13727935,158448,,
ALPHABET INC,02079K107,13483901,47005,,GOOGN
ISHARES GOLD TR,46436F103,12844602,275045,,
NEBIUS GROUP N.V.,N97284108,12195951,117540,,NBIS
JPMORGAN CHASE & CO,46625H100,11552361,39272,,JPM-PM
ISHARES TR,46436E486,10900889,520826,,
ISHARES TR,46435U325,10555124,413440,,
TERRENO RLTY CORP,88146M101,10380588,167592,,
SPDR GOLD TR,78463V107,9037381,21003,,
PIMCO ETF TR,72201R833,8818079,87681,,
SYNOPSYS INC,871607107,8683309,21901,,SNPS
BLACKSTONE INC,09260D107,8249622,71742,,BX
INVESCO EXCHANGE TRADED FD T,46137V357,7291809,37994,,
COCA COLA CO,191216100,6927425,90485,,KO
PIMCO ETF TR,72201R718,6750136,70446,,
ABBVIE INC,00287Y109,6451189,29662,,ABBV
ISHARES TR,46435U283,6176960,242805,,
