name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO  QQQ   TR,46090E103,5246338,16439500,PUT,
APPLE  INC,037833100,3940046,32255800,PUT,AAPL
ISHARES  TR,464287655,2242696,10150700,CALL,
FACEBOOK     INC,30303M102,1190638,4042500,PUT,
AMAZON   COM   INC,023135106,1059642,342474,,AMZN
ALIBABA   GROUP    HLDG     LTD,01609W102,900345,3971000,CALL,
MICROSOFT    CORP,594918104,713393,3025800,CALL,MSFT
ISHARES  TR,464288513,446928,5126500,PUT,
BOEING   CO,097023105,421689,1655500,PUT,BA-PA
CISCO   SYS     INC,17275R102,412284,7973000,PUT,
MICRON    TECHNOLOGY   INC,595112103,398080,4512864,,MU
VARIAN   MED   SYS   INC,92220P105,351394,1990564,,
NVIDIA  CORPORATION,67066G104,325568,609757,,NVDA
ALPHABET     INC,02079K305,323197,156700,CALL,GOOGN
REALPAGE    INC,75606N109,315905,3622763,,
QUALCOMM     INC,747525103,304572,2297100,PUT,
HOME   DEPOT     INC,437076102,295940,969500,PUT,
NETFLIX  INC,64110L106,284797,545943,,NFLX
SLACK   TECHNOLOGIES        INC,83088V102,261734,6441880,,
MASTERCARD      INCORPORATED,57636Q104,247704,695700,PUT,
GOLDMAN     SACHS  GROUP        INC,38141G104,241012,737040,,GS-PD
INTUITIVE   SURGICAL     INC,46120E602,239060,323517,,ISRG
SELECT   SECTOR     SPDR   TR,81369Y209,229534,1966200,PUT,
IHS   MARKIT     LTD,G47567105,226633,2341735,,
MARATHON       PETE  CORP,56585A102,225433,4214497,,
BK  OF  AMERICA     CORP,060505104,217032,5609500,PUT,
SHOPIFY     INC,82509L107,216099,195300,PUT,SHOP
CORELOGIC     INC,21871D103,213892,2698954,,
SERVICENOW   INC,81762P102,212136,424179,,
CITIGROUP       INC,172967424,211295,2904400,PUT,C-PR
WELLS   FARGO     CO   NEW,949746101,197650,5058868,,
QIAGEN   NV,N72482123,186609,3832599,,
PEPSICO   INC,713448108,185628,1312321,,PEP
ABBVIE    INC,00287Y109,183119,1692100,PUT,ABBV
NEXTERA  ENERGY     INC,65339F101,181478,2400188,,NEE-PS
PLURALSIGHT     INC,72941B106,180580,8083246,,
KANSAS    CITY  SOUTHERN,485170302,176943,670441,,
CVS  HEALTH     CORP,126650100,173668,2308500,PUT,CVS
LABORATORY         CORP    AMER   HLDGS,50540R409,170550,668746,,
NATERA   INC,632307104,165480,1629702,,
EXTENDED  STAY      AMER  INC,30224P200,165433,8376367,,
UBER   TECHNOLOGIES    INC,90353T100,164867,3024530,,
CMS    ENERGY     CORP,125896100,161933,2645095,,CMS-PC
PALO   ALTO   NETWORKS       INC,697435105,161449,501300,PUT,PANW
WESTERN  DIGITAL       CORP.,958102105,160004,2397067,,WDC
COSTAR     GROUP    INC,22160N109,159779,194404,,
COLGATE     PALMOLIVE      CO,194162103,156242,1982014,,CL
NIO   INC,62914VAB2,153428,36980,,NIOIF
CHARTER  COMMUNICATIONS        INC     N,16119P108,152898,247800,PUT,
SPDR  GOLD    TR,78463V107,151866,949400,CALL,
EPAM  SYS  INC,29414B104,150278,378829,,
INTEL   CORP,458140100,148681,2323140,,INTC
APPLIED   MATLS     INC,038222105,146960,1100000,PUT,
INPHI   CORP,45772F107,143075,801947,,
JPMORGAN      CHASE  &  CO,46625H100,142487,936000,CALL,JPM-PM
ENCOMPASS     HEALTH        CORP,29261A100,136512,1666815,,EHC
CONOCOPHILLIPS,20825C104,135076,2550056,,COP
MONGODB   INC,60937P106,134410,502600,PUT,
DEVON   ENERGY  CORP    NEW,25179M103,132723,6074301,,
INVITATION   HOMES    INC,46187W107,129315,4042347,,INVH
VANECK  VECTORS  ETF  TR,92189F676,128960,529502,,
LIBERTY  BROADBAND     CORP,530307305,128852,858155,,LBRDP
TWITTER     INC,90184L102,128794,2024111,,
ALIGN   TECHNOLOGY      INC,016255101,128384,237077,,ALGN
WESTLAKE   CHEM    CORP,960413102,125210,1410182,,
PERSPECTA    INC,715347100,123252,4242753,,
DOLLAR   GEN     CORP  NEW,256677105,122471,604438,,
SBA    COMMUNICATIONS          CORP    NEW,78410G104,121817,438902,,SBAC
SUN   CMNTYS     INC,866674104,121466,809559,,
VIPSHOP  HOLDINGS       LIMITED,92763W103,120546,4037035,,
TEXAS  INSTRS    INC,882508104,120122,635600,PUT,
HMS   HLDGS   CORP,40425J101,119719,3237823,,
OAK  STR  HEALTH     INC,67181A107,119688,2205420,,
SELECT  SECTOR    SPDR  TR,81369Y803,118262,890460,,
AUTOZONE   INC,053332102,117680,83800,PUT,AZO
ISHARES  TR,464287234,116991,2193300,CALL,
MATCH   GROUP   INC   NEW,57667L107,116714,849568,,
AON  PLC,G0403H108,112744,489959,,AON
BIO   RAD     LABS   INC,090572207,111589,195369,,
MGM   GROWTH   PPTYS    LLC,55303A105,111202,3409021,,
EATON   CORP   PLC,G29183103,109890,794694,,ETN
MICROCHIP   TECHNOLOGY        INC.,595017104,108655,700007,,MCHPP
CATALENT     INC,148806102,108508,1030365,,
COMCAST   CORP   NEW,20030N101,107008,1977599,,CCZ
CENTENE   CORP   DEL,15135B101,106952,1673472,,CNC
PNM   RES   INC,69349H107,106394,2169102,,
BOOKING  HOLDINGS        INC,09857L108,106143,45558,,BKNG
CROWN   HLDGS     INC,228368106,105679,1089029,,
INVESCO     LTD,G491BT108,105156,4169551,,IVZ
ZILLOW   GROUP   INC,98954M200,103268,796573,,
NUANCE     COMMUNICATIONS        INC,67020YAK6,102458,55344,,
ROYAL   DUTCH    SHELL    PLC,780259107,100975,2741651,,
SELECT  SECTOR    SPDR  TR,81369Y605,99740,2929226,,
ALLEGION       PLC,G0176J109,99208,789744,,ALLE
FLIR      SYS  INC,302445101,99049,1754014,,
VICI   PPTYS  INC,925652109,98447,3486070,,
CHINA   BIOLOGIC     PRODS      HLDGS  I,G21515104,97069,819774,,
ASHLAND   GLOBAL     HLDGS     INC,044186104,96330,1085163,,
KKR   ACQUISITION      HOLDING     I  CO,48253T208,94094,9400000,,
MORGAN   STANLEY,617446448,93922,1209400,CALL,MS-PQ
TENCENT   MUSIC   ENTMT    GROUP,88034P109,93667,4571374,,
ROKU   INC,77543R102,92636,284361,,
DELTA   AIR     LINES  INC      DEL,247361702,92548,1916900,PUT,
PINTEREST     INC,72352L106,92279,1246510,,
CROWDSTRIKE       HLDGS  INC,22788C105,91069,498980,,
ETSY   INC,29786A106,89650,444540,,ETSY
REPUBLIC   SVCS   INC,760759100,89165,897483,,
TALEND  S   A,874224207,89059,1399414,,
NIKE  INC,654106103,88709,667538,,
LOWES  COS    INC,548661107,88491,465301,,
ADVANCE  AUTO      PARTS  INC,00751Y106,88350,481500,PUT,AAP
SQUARE   INC,852234103,88068,387878,,
POOL   CORP,73278L105,87774,254240,,POOL
MKS   INSTRS   INC,55306N104,87090,469688,,
CURTISS   WRIGHT    CORP,231561101,86181,726649,,CW
VISA   INC,92826C839,86153,406900,CALL,V
MCDONALDS      CORP,580135101,85707,382380,,MCD
CHIPOTLE     MEXICAN     GRILL     INC,169656105,85485,60166,,CMG
AXALTA     COATING  SYS  LTD,G0750C108,85455,2888935,,
CHUBB     LIMITED,H1467J104,84203,533030,,
EVERGY   INC,30034W106,83708,1406153,,
COSTCO     WHSL     CORP  NEW,22160K105,83679,237402,,
AES    CORP,00130H105,83103,3099696,,AES
ZSCALER     INC,98980G102,83037,483700,PUT,
SPDR  S&P    500   ETF  TR,78462F103,82876,209109,,
ROYAL   DUTCH    SHELL    PLC,780259206,81830,2086965,,
ISHARES  TR,464287200,81772,205550,,
SYNAPTICS     INC,87157D109,81717,603434,,SYNA
INVESCO  EXCHANGE  TRADED  FD   T,46137V357,81610,576100,PUT,
SELECT  SECTOR    SPDR  TR,81369Y852,81481,1111300,PUT,
WEINGARTEN     RLTY  INVS,948741103,81454,3026922,,
PENN   NATL  GAMING      INC,707569AU3,81021,17921,,
INARI   MED  INC,45332Y109,80496,752298,,
SPDR  SER  TR,78464A870,80468,593200,PUT,
HARTFORD  FINL      SVCS  GROUP  INC,416515104,80150,1200023,,
CARRIER   GLOBAL  CORPORATION,14448C104,79513,1883308,,CARR
FTAC   HERA     ACQUISITION   CORP,G3728Y129,79121,7920000,,
ADOBE   SYSTEMS     INCORPORATED,00724F101,78674,165500,CALL,
STARBUCKS      CORP,855244109,78635,719635,,SBUX
CIGNA  CORP       NEW,125523100,78597,325130,,
SILICON    LABORATORIES          INC,826919102,78156,554021,,SLAB
PUBLIC   STORAGE,74460D109,77693,314853,,PSA-PS
IQIYI   INC,46267X108,77543,4665618,,
TESLA  INC,88160R101,77111,115447,,
UNITED  AIRLS   HLDGS     INC,910047109,76640,1331950,,
OKTA   INC,679295105,76555,347300,PUT,
CSX  CORP,126408103,76374,792093,,CSX
GRUBHUB   INC,400110102,76349,1272483,,
RH,74967X103,76305,127900,PUT,RH
KBR   INC,48242W106,76088,1981973,,
TJX   COS   INC  NEW,872540109,75939,1147976,,
GENERAL  MTRS   CO,37045V100,75813,1319400,PUT,
ISHARES  TR,464287242,75429,580000,PUT,
KROGER   CO,501044101,75153,2088153,,KR
CHURCHILL     CAPITAL     CORP    VII,17144M201,74775,7500000,,
AMERICAN  AIRLS     GROUP    INC,02376R102,74190,3104200,PUT,
PACCAR     INC,693718108,72693,782317,,PCAR
HOSTESS  BRANDS      INC,44109J106,72457,5052768,,
FIDELITY  NATL  INFORMATION  SV,31620M106,72271,513979,,
PINDUODUO    INC,722304102,71875,536860,,
BRISTOL-MYERS     SQUIBB     CO,110122108,71823,1137700,CALL,
DISCOVER   FINL     SVCS,254709108,71249,750069,,
AMERICAN  AIRLS     GROUP    INC,02376RAF9,70537,41000,,
GSX   TECHEDU      INC,36257Y109,70016,2066594,,
EVERCORE  INC,29977A105,69608,528371,,EVR
BIO-TECHNE       CORP,09073M104,69588,182201,,TECH
STEEL  DYNAMICS         INC,858119100,69376,1366740,,STLD
RINGCENTRAL      INC,76680R206,69247,232465,,
ILLUMINA     INC,452327109,68927,179469,,
JOHNSON  &    JOHNSON,478160104,68853,418939,,JNJ
ENTERGY    CORP  NEW,29364G103,68144,685074,,
BHP  GROUP    PLC,05545E209,68110,1177158,,
BLACKSTONE       GROUP    INC,09260D107,67873,910677,,
INFOSYS   LTD,456788108,67809,3622273,,INFY
ANALOG   DEVICES     INC,032654105,66359,427902,,ADI
LAMB   WESTON   HLDGS   INC,513272104,66022,852119,,
NOVAVAX   INC,670002401,65954,363766,,NVAX
WYNN   RESORTS      LTD,983134107,65719,524200,PUT,WYNN
CELANESE   CORP          DEL,150870103,65329,436082,,CE
SS&C  TECHNOLOGIES      HLDGS  INC,78467J100,65313,934783,,
VULCAN   MATLS       CO,929160109,65032,385373,,
ISHARES  INC,464286400,64953,1941800,CALL,
DENBURY     INC,24790A101,64785,1352796,,
PERSHING     SQUARE    TONTINE      HLDG,71531R109,64612,2691065,,
SNAP   INC,83304A106,64584,1235115,,SNAP
SELECT   SECTOR     SPDR   TR,81369Y308,64430,943200,PUT,
ENVISTA   HOLDINGS      CORPORATION,29415F104,64072,1570380,,NVST
NAVISTAR     INTL   CORP    NEW,63934E108,63729,1447393,,
WALMART     INC,931142103,63446,467100,CALL,WMT
UDR   INC,902653104,63320,1443683,,
CENTERPOINT      ENERGY   INC,15189T107,62483,2758621,,CNP
CAMDEN   PPTY   TR,133131102,61897,563162,,
MERCK   &  CO.   INC,58933Y105,61834,802100,PUT,
THE   REALREAL     INC,88339P101,61196,2704214,,
WORKDAY   INC,98138H101,61188,246300,CALL,
TE   CONNECTIVITY            LTD,H84989104,60847,471277,,
TRANSDIGM   GROUP     INC,893641100,60760,103348,,TDG
MAGELLAN   HEALTH    INC,559079207,60118,644766,,
LAM   RESEARCH    CORP,512807108,60000,100800,PUT,LRCX
CIRRUS  LOGIC        INC,172755100,59969,707267,,
T-MOBILE    US   INC,872590104,59573,475481,,
ISHARES  TR,464288224,59371,2443262,,
DOW  INC,260557103,58976,922366,,DOW
NISOURCE    INC,65473P105,58689,2434219,,NI
NATIONAL  STORAGE     AFFILIATES,637870106,58479,1464531,,
AMERICOLD     RLTY   TR,03064D108,57772,1501745,,
PAYPAL    HLDGS  INC,70450Y103,57675,237500,CALL,
CUBIC   CORP,229669106,57583,772198,,
PENN   NATL  GAMING      INC,707569109,56956,543267,,
NATIONAL  RETAIL   PROPERTIES      I,637417106,56872,1290482,,
OSISKO   GOLD     ROYALTIES        LTD,68827L101,56189,5098810,,
