name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
KRAFT HEINZ CO,500754106,12826755,325634818,,KHC
ACTIVISION BLIZZARD INC,00507V109,5152292,64315222,,
CHARTER COMMUNICATIONS INC N,16119P108,2088764,3828941,,
DAVITA INC,23918K108,1988710,17582088,,DVA
VISA INC,92826C839,1840128,8297460,,V
MASTERCARD INC,57636Q104,1424748,3986648,,MA
KROGER CO,501044101,1410863,24592353,,KR
SNOWFLAKE INC,833445109,1403507,6125376,,SNOW
AMAZON COM INC,023135106,1367549,419500,,AMZN
VERISIGN INC,92343E102,1092308,4910132,,
AON PLC,G0403H108,846638,2600000,,AON
NU HLDGS LTD,G6693N103,826957,107118784,,
LIBERTY MEDIA CORP DELAWARE,531229607,675813,14778322,,
MCKESSON CORP,58155Q103,428582,1400000,,MCK
GENERAL MTRS CO,37045V100,394097,9010000,,
BANK OF NEW YORK MELLON CORP,064058100,372783,7511249,,BNY-PK
ALLY FINL INC,02005N100,358710,8250000,,
RH,74967X103,325536,998302,,RH
LIBERTY MEDIA CORP DEL,531229854,260973,3736730,,FWONB
OCCIDENTAL PETE CORP,674599105,249769,4402000,,
PARAMOUNT GLOBAL,92556H206,222569,5886500,,
AMERICAN EXPRESS CO,025816109,215039,1149942,,AXP
HP INC,40434L105,212355,5850000,,HPQ
LIBERTY MEDIA CORP DELAWARE,531229409,196924,4308117,,
CITIGROUP INC,172967424,194643,3645000,,C-PR
FLOOR & DECOR HLDGS INC,339750101,170505,2105000,,
BANK AMER CORP,060505104,161582,3920000,,
CHEVRON CORP NEW,166764100,142802,877000,,CVX
STONECO LTD,G85158106,125137,10695448,,STNE
CELANESE CORP DEL,150870103,123516,864532,,CE
APPLE INC,037833100,120830,692000,,AAPL
T-MOBILE US INC,872590104,73160,570000,,
VERIZON COMMUNICATIONS INC,92343V104,70303,1380111,,VZ
MARSH & MCLENNAN COS INC,571748102,69005,404911,,
ROYALTY PHARMA PLC,G7709Q104,58299,1496372,,RPRX
JOHNSON & JOHNSON,478160104,57972,327100,,JNJ
MARKEL CORP,570535104,52740,35750,,
COCA COLA CO,191216100,49600,800000,,KO
PROCTER & GAMBLE CO,742718109,48193,315400,,PG
MONDELEZ INTL INC,609207105,36287,578000,,
US BANCORP DEL,902973304,31373,590275,,
MOODYS CORP,615369105,24327,72100,,
GLOBE LIFE INC,37959E102,21470,213424,,GL-PD
VANGUARD INDEX FDS,922908363,17852,43000,,
SPDR S&P 500 ETF TR,78462F103,17795,39400,,
STORE CAP CORP,862121100,17624,602954,,
UNITED PARCEL SERVICE INC,911312106,12739,59400,,UPS
LIBERTY LATIN AMERICA LTD,G9001E128,12314,1284020,,LILAP
LIBERTY LATIN AMERICA LTD,G9001E102,9754,1005607,,LILAP
