name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287655,1130046,5080000,PUT,
ISHARES TR,464287432,777005,5243300,PUT,
PLUG PWR INC,72919PAD5,657125,116805000,,
SPDR S&P 500 ETF TR,78462F103,653070,1375000,PUT,
SELECT SECTOR SPDR TR,81369Y605,614116,15726400,PUT,
AT&T INC,00206R102,607770,24706097,,T-PC
SPDR GOLD TR,78463V107,582751,3408700,PUT,
SEA LTD,81141RAF7,487197,190272000,,SE
ISHARES TR,464287234,438942,8985510,,
SPDR SER TR,78464A698,400303,5650000,CALL,
NIO INC,62914V106,368337,11626800,PUT,NIOIF
TESLA INC,88160R101,296334,280412,,
ISHARES TR,464288513,295834,3400000,PUT,
BOSTON SCIENTIFIC CORP,101137107,276933,6519148,,BSX
ROSS STORES INC,778296103,276609,2420449,,
INVESCO QQQ TR,46090E103,271732,683000,CALL,
ALPHABET INC,02079K107,266176,91988,,GOOGN
CYTOKINETICS INC,23282WAA8,258552,57931000,,CYTK
ILLUMINA INC,452327109,248167,652316,,
ZILLOW GROUP INC,98954MAE1,239569,153932000,,
ZILLOW GROUP INC,98954MAG6,234483,145250000,,
ISHARES TR,464287465,232861,2959600,PUT,
LI AUTO INC,50202M102,224048,6979700,PUT,LAAOF
JOHNSON CTLS INTL PLC,G51502105,222609,2737776,,
WAYFAIR INC,94419LAD3,222514,126845000,,W
M & T BK CORP,55261F104,207586,1351645,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,206142,1159926,,
LIVENT CORP,53814LAB4,206039,70009000,,
SELECT SECTOR SPDR TR,81369Y506,199800,3600000,CALL,
FAIR ISAAC CORP,303250104,197457,455316,,FICO
ISHARES TR,464287440,187241,1628183,,
FIVE9 INC,338307101,182697,1330449,,
GDS HLDGS LTD,36165LAB4,181383,153465000,,
DISH NETWORK CORPORATION,25470MAF6,172785,172500000,,
LABORATORY CORP AMER HLDGS,50540R409,170889,543869,,
BAXTER INTL INC,071813109,170505,1986314,,
LIBERTY MEDIA CORP DEL,531229AB8,167237,110931000,,FWONB
PVH CORPORATION,693656100,166278,1559101,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,165942,1870397,,
CLEVELAND-CLIFFS INC NEW,185899101,163554,7512802,,CLF
DOLLAR TREE INC,256746108,161348,1148223,,
PROCTER AND GAMBLE CO,742718109,159164,973005,,
COLLIERS INTL GROUP INC,194693AB3,157196,59997000,,
PERFORMANCE FOOD GROUP CO,71377A103,156975,3420682,,PFGC
SAREPTA THERAPEUTICS INC,803607AB6,154988,105497000,,
SELECT SECTOR SPDR TR,81369Y407,153330,750000,PUT,
FIVE BELOW INC,33829M101,151423,731902,,
GDS HLDGS LTD,36165L108,150964,3201100,PUT,
ATHENE HOLDING LTD,G0684D107,149488,1793928,,ATH-PE
BILL COM HLDGS INC,090043AB6,145341,85000000,,
DATADOG INC,23804L103,142456,799822,,
INFINERA CORP,45667GAC7,141238,119149000,,
PALANTIR TECHNOLOGIES INC,69608A108,140375,7708703,,PLTR
BILIBILI INC,090040106,140225,3022100,PUT,BLBLF
ENVISTA HOLDINGS CORPORATION,29415F104,137335,3047836,,NVST
INGERSOLL RAND INC,45687V106,136162,2200779,,IR
EXELON CORP,30161N101,135617,2347936,,EXC
HESKA CORP,42805EAB4,134048,59384000,,
POST HLDGS INC,737446104,132305,1173648,,
MARVELL TECHNOLOGY INC,573874104,131934,1507994,,
MODERNA INC,60770K107,131930,519452,,
HORIZON THERAPEUTICS PUB L,G46188101,130712,1212988,,
NANOSTRING TECHNOLOGIES INC,63009RAD1,128764,107901000,,
INSMED INC,457669AB5,128381,117654000,,INSM
LIBERTY MEDIA CORP DEL,531229AF9,126962,73632000,,FWONB
XPO LOGISTICS INC,983793100,123691,1597461,,
SEAGEN INC,81181C104,123027,795778,,
WORLD WRESTLING ENTMT INC,98156QAB4,122083,59294000,,
NEW RELIC INC,64829B100,122044,1109892,,
ULTRAGENYX PHARMACEUTICAL IN,90400D108,121379,1443447,,
CANADIAN PAC RY LTD,13645T100,121152,1684074,,
TENET HEALTHCARE CORP,88033G407,120754,1478193,,THC
ATLAS AIR WORLDWIDE HLDGS IN,049164BJ4,118627,72819000,,
PINTEREST INC,72352L106,117115,3221858,,
VANGUARD BD INDEX FDS,921937793,115582,1123031,,
PPG INDS INC,693506107,115028,667063,,
BIOMARIN PHARMACEUTICAL INC,09061G101,115001,1301651,,BMRN
TAPESTRY INC,876030107,112921,2781304,,
NUANCE COMMUNICATIONS INC,67020Y100,111287,2011689,,
YUM BRANDS INC,988498101,111273,801334,,YUM
XILINX INC,983919101,111173,524327,,
PINDUODUO INC,722304AB8,110702,74527000,,
COOPER COS INC,216648402,109140,260514,,
SMART GLOBAL HLDGS INC,83205YAB0,108728,58379000,,
CENTENE CORP DEL,15135B101,108372,1315191,,CNC
WATERS CORP,941848103,107810,289344,,
NCL CORP LTD,62886HAX9,107601,75576000,,
BUMBLE INC,12047B105,107360,3170692,,BMBL
AMERICAN EAGLE OUTFITTERS IN,02553EAB2,106373,35000000,,
NETAPP INC,64110D104,105813,1150265,,
ETF SER SOLUTIONS,26922A842,105450,5000000,CALL,
ASML HOLDING N V,N07059210,105428,132424,,
UNIVERSAL DISPLAY CORP,91347P105,103030,624310,,
EXACT SCIENCES CORP,30063PAC9,101714,104450000,,
GLAUKOS CORP,377322AB8,101053,85197000,,GKOS
PENUMBRA INC,70975L107,100689,350443,,PEN
MARRIOTT VACATIONS WORLDWIDE,57164Y107,100688,595855,,
IRONWOOD PHARMACEUTICALS INC,46333XAF5,100067,90100000,,IRWD
2U INC,90214JAB7,100020,93771000,,
DARDEN RESTAURANTS INC,237194105,99418,659973,,DRI
COINBASE GLOBAL INC,19260Q107,98578,390610,,
CARDLYTICS INC,14161WAB1,98497,88500000,,
SPDR DOW JONES INDL AVERAGE,78467X109,96983,266935,,
GODADDY INC,380237107,96481,1136948,,GDDY
ALCOA CORP,013872106,95478,1602516,,AA
CINEMARK HLDGS INC,17243VAB8,94268,65880000,,
ALASKA AIR GROUP INC,011659109,94177,1807626,,
MICROCHIP TECHNOLOGY INC.,595017104,93977,1079447,,MCHPP
CARLYLE GROUP INC,14316J108,93915,1710650,,CGABL
COPA HOLDINGS SA,21720AAB8,92898,52950000,,
BROADCOM INC,11135F200,92893,44800,,AVGO
RAPID7 INC,753422AD6,92596,46050000,,
CERENCE INC,156727AB5,92324,42276000,,CRNC
SPDR S&P MIDCAP 400 ETF TR,78467Y107,91319,176400,PUT,
WENDYS CO,95058W100,90839,3808765,,
LIVEPERSON INC,538146AB7,90685,77550000,,LPSN
ISHARES TR,464288588,90489,842304,,
ROYAL DUTCH SHELL PLC,780259206,89702,2066855,,
ATLANTICA SUSTAINABLE INFRA,04916EAB0,89315,76688000,,
NIKE INC,654106103,89122,534724,,
GARTNER INC,366651107,89011,266244,,IT
UNITY SOFTWARE INC,91332U101,87737,613590,,U
LUMENTUM HLDGS INC,55024U109,86946,822030,,
JANUS HENDERSON GROUP PLC,G4474Y214,85634,2041820,,
GRAINGER W W INC,384802104,84087,162255,,
SONY GROUP CORPORATION,835699307,84069,665102,,SNEJF
AKAMAI TECHNOLOGIES INC,00971T101,82922,708493,,AKAM
RYMAN HOSPITALITY PPTYS INC,78377T107,82665,898918,,
CONAGRA BRANDS INC,205887102,82469,2414914,,CAG
INFINERA CORP,45667GAE3,81910,55500000,,
LOWES COS INC,548661107,81843,316631,,
SIX FLAGS ENTMT CORP NEW,83001A102,81526,1914663,,
SKYWORKS SOLUTIONS INC,83088M102,81408,524740,,
