name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464288513,998729,11550000,PUT,
SPDR GOLD TRUST,78463V107,509270,4174000,CALL,GLD
ADOBE INC,00724F101,495746,1860279,,ADBE
WORLDPAY INC,981558109,471276,4152211,,
NXP SEMICONDUCTORS N V,N6596X109,439391,4971054,,
TOTAL SYS SVCS INC,891906109,426539,4489415,,
RED HAT INC,756577102,424170,2321674,,
PNC FINL SVCS GROUP INC,693475105,412742,3364930,,
ALTICE USA INC,02156K103,392088,18253615,,
AMETEK INC NEW,031100100,367868,4433745,,
MARVELL TECHNOLOGY GROUP LTD,G5876H105,355089,17852631,,
ULTIMATE SOFTWARE GROUP INC,90385D107,348133,1054533,,
ELECTRONIC ARTS INC,285512109,338100,3326773,,EA
UNITED TECHNOLOGIES CORP,913017109,337449,2618114,,
APPLIED MATLS INC,038222105,322946,8142875,,
T MOBILE US INC,872590104,311049,4501432,,
MICROCHIP TECHNOLOGY INC,595017AD6,296010,180713000,,MCHPP
INTUITIVE SURGICAL INC,46120E602,290131,508484,,ISRG
CATERPILLAR INC DEL,149123101,286186,2112233,,CAT
AMERICAN ELEC PWR CO INC,025537101,275932,3294706,,
PROGRESSIVE CORP OHIO,743315103,263546,3655789,,
PIONEER NAT RES CO,723787107,263162,1728145,,
L3 TECHNOLOGIES INC,502413107,262228,1270670,,
DOMINOS PIZZA INC,25754A201,262172,1015777,,DPZ
HARTFORD FINL SVCS GROUP INC,416515104,262003,5269571,,
QUALCOMM INC,747525103,259200,4544980,,
BROADCOM INC,11135F101,255991,851290,,AVGO
STANLEY BLACK & DECKER INC,854502101,254353,1867908,,
JOHNSON & JOHNSON,478160104,241754,1729409,,JNJ
SYNOPSYS INC,871607107,237211,2060016,,SNPS
JACOBS ENGR GROUP INC,469814107,236111,3140186,,
INVESCO QQQ TR,46090E103,226380,1260047,,
ZAYO GROUP HLDGS INC,98919V105,221400,7790290,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,220635,2337982,,
DOLLAR TREE INC,256746108,217054,2066394,,
MORGAN STANLEY,617446448,204920,4855933,,MS-PQ
THERMO FISHER SCIENTIFIC INC,883556102,197615,721961,,TMO
GILEAD SCIENCES INC,375558103,193625,2978390,,
GODADDY INC,380237107,191149,2542208,,GDDY
INTUIT,461202103,190729,729615,,
UNITED CONTL HLDGS INC,910047109,189910,2380416,,
ABBOTT LABS,002824100,189352,2368673,,
BANK N S HALIFAX,064149107,186508,3501556,,
WORLD WRESTLING ENTMT INC,98156QAB4,182830,51579000,,
WELLCARE HEALTH PLANS INC,94946T106,182019,674768,,
MASTERCARD INC,57636Q104,181594,771262,,MA
CME GROUP INC,12572Q105,179797,1092458,,CME
CROWN CASTLE INTL CORP NEW,22822V101,177979,1390463,,
BOEING CO,097023105,177495,465353,,BA-PA
AXA EQUITABLE HLDGS INC,054561105,177019,8789447,,
ALLIANT ENERGY CORP,018802108,174485,3702212,,LNT
ZYNGA INC,98986T108,170042,31902740,,
NORFOLK SOUTHERN CORP,655844108,165933,887862,,NSC
VISA INC,92826C839,163717,1048193,,V
FLEX LTD,Y2573F102,159040,15903979,,FLEX
ADVANCED MICRO DEVICES INC,007903BD8,158926,48631000,,AMD
EDWARDS LIFESCIENCES CORP,28176E108,155778,814183,,EW
INSULET CORP,45784PAF8,154801,93900000,,PODD
COSTCO WHSL CORP NEW,22160K105,152948,631650,,
INGERSOLL-RAND PLC,G47791101,151476,1403209,,
COMCAST CORP NEW,20030N101,151412,3787197,,CCZ
SYNCHRONY FINL,87165B103,148491,4654879,,
WORLD WRESTLING ENTMT INC,98156Q108,145408,1675588,,
LYFT INC,55087P104,145056,1852802,,
PENTAIR PLC,G7S00T104,143625,3226808,,PNR
LAMB WESTON HLDGS INC,513272104,143119,1909779,,
FIRST DATA CORP NEW,32008D106,142567,5426994,,
STERLING BANCORP DEL,85917A100,138735,7446880,,
PPG INDS INC,693506107,135742,1202637,,
HUBSPOT INC,443573AB6,131621,72750000,,HUBS
ARROW ELECTRS INC,042735100,126373,1639929,,
