name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,118946,2038137,,
MICROSOFT CORP,594918104,88880,399606,,MSFT
IDEXX LABS INC,45168D104,58781,117593,,
VISA INC,92826C839,53523,244698,,V
DISNEY WALT CO,254687106,48306,266617,,
THERMO FISHER SCIENTIFIC INC,883556102,47596,102185,,TMO
DANAHER CORPORATION,235851102,44981,202490,,
AMERICAN TOWER CORP NEW,03027X100,44478,198157,,
BERKSHIRE HATHAWAY INC DEL,084670702,43103,185893,,BRK-A
PIMCO ETF TR,72201R718,39289,384997,,
PIMCO ETF TR,72201R833,38303,375369,,
WATSCO INC,942622200,36690,161953,,WSO-B
AGNICO EAGLE MINES LTD,008474108,35893,509047,,AEM
ALPHABET INC,02079K305,34923,19926,,GOOGN
TJX COS INC NEW,872540109,34902,511089,,
CARMAX INC,143130102,31974,338495,,KMX
KINSALE CAP GROUP INC,49714P108,29591,147859,,
ASPEN TECHNOLOGY INC,045327103,29142,223738,,
MEDTRONIC PLC,G5960L103,28802,245876,,MDT
ECOLAB INC,278865100,28439,131443,,ECL
TE CONNECTIVITY LTD,H84989104,28282,233601,,
CHUBB LIMITED,H1467J104,27716,180069,,
FIRST REP BK SAN FRANCISCO C,33616C100,24588,167347,,
PROCTER AND GAMBLE CO,742718109,23236,166997,,
MERCADOLIBRE INC,58733R102,22761,13587,,MELI
JOHNSON & JOHNSON,478160104,22364,142101,,JNJ
AMERICAN WTR WKS CO INC NEW,030420103,20893,136139,,
AUTOMATIC DATA PROCESSING IN,053015103,20588,116846,,
APPLE INC,037833100,20403,153762,,AAPL
UGI CORP NEW,902681105,19466,556802,,
MCCORMICK & CO INC,579780206,19117,199968,,MKC-V
CVS HEALTH CORP,126650100,19100,279650,,CVS
3M CO,88579Y101,19071,109109,,MMM
SPDR S&P 500 ETF TR,78462F103,18310,48974,,
WISDOMTREE TR,97717W778,18186,286032,,
ISHARES TR,46435G516,17447,238865,,
AMPHENOL CORP NEW,032095101,16565,126675,,
PIMCO DYNAMIC CR INCOME FD,72202D106,16452,776021,,
YANDEX N V,N97284108,15530,223200,,
EVERSOURCE ENERGY,30040W108,15068,174171,,ES
HEALTHPEAK PROPERTIES INC,42250P103,14801,489599,,
YUM BRANDS INC,988498101,13561,124916,,YUM
CHEVRON CORP NEW,166764100,13265,157071,,CVX
SPROTT PHYSICAL GOLD & SILVE,85208R101,12580,650139,,
CONSTELLATION BRANDS INC,21036P108,12435,56768,,
WAYFAIR INC,94419L101,12204,54045,,W
PAYCHEX INC,704326107,11649,125015,,PAYX
JANUS DETROIT STR TR,47103U886,10934,216647,,
UNION PAC CORP,907818108,10898,52337,,
BANK NOVA SCOTIA B C,064149107,10388,192237,,
VANGUARD INTL EQUITY INDEX F,922042858,8889,177397,,
US BANCORP DEL,902973304,8864,190265,,
SPROTT PHYSICAL GOLD TR,85207H104,8795,582849,,
PIMCO DYNAMIC INCOME FD,72201Y101,8506,321832,,
GOLD TRUST,464285105,8496,468626,,
FACEBOOK INC,30303M102,7587,27774,,
PEPSICO INC,713448108,7497,50552,,PEP
BERKSHIRE HATHAWAY INC DEL,084670108,6608,19,,BRK-A
GENERAL ELECTRIC CO,369604103,5781,535321,,GE
AMAZON COM INC,023135106,5661,1738,,AMZN
WALGREENS BOOTS ALLIANCE INC,931427108,5538,138871,,
SPDR GOLD TR,78463V107,5166,28966,,
JPMORGAN CHASE & CO,46625H100,5090,40053,,JPM-PM
EXXON MOBIL CORP,30231G102,4853,117745,,
CATERPILLAR INC,149123101,4809,26420,,CAT
S&P GLOBAL INC,78409V104,4455,13553,,SPGI
