name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,7243896,41486148,,AAPL
MICROSOFT CORP,594918104,5804137,18825653,,MSFT
SPDR S&P 500 ETF TR,78462F103,5632479,12471170,,
FLEXSHARES TR,33939L407,4931682,105310315,,
AMAZON COM INC,023135106,3376421,1035728,,AMZN
ALPHABET INC,02079K107,2213405,792486,,GOOGN
VANGUARD INDEX FDS,922908769,2105252,9246943,,
ALPHABET INC,02079K305,2062162,741425,,GOOGN
TESLA INC,88160R101,1606985,1491263,,
FLEXSHARES TR,33939L795,1569001,27324996,,
NVIDIA CORPORATION,67066G104,1467413,5377898,,NVDA
ISHARES TR,464287465,1449282,19691328,,
JPMORGAN CHASE & CO,46625H100,1418404,10404961,,JPM-PM
JOHNSON & JOHNSON,478160104,1323872,7469797,,JNJ
VANGUARD TAX-MANAGED INTL FD,921943858,1309629,27266891,,
UNITEDHEALTH GROUP INC,91324P102,1300726,2550593,,UNH
PROCTER AND GAMBLE CO,742718109,1263007,8265752,,
BERKSHIRE HATHAWAY INC DEL,084670702,1225087,3471386,,BRK-A
META PLATFORMS INC,30303M102,1172273,5271958,,
HOME DEPOT INC,437076102,1133647,3787280,,
FLEXSHARES TR,33939L100,1128874,6482566,,
VANGUARD INTL EQUITY INDEX F,922042775,1052484,18275461,,
ISHARES TR,464287200,1035409,2282194,,
VANGUARD INTL EQUITY INDEX F,922042858,1020835,22129517,,
ISHARES TR,464287614,1011505,3643356,,
ABBOTT LABS,002824100,949404,8021325,,
ABBVIE INC,00287Y109,943465,5819907,,ABBV
ACCENTURE PLC IRELAND,G1151C101,935094,2772867,,
CHEVRON CORP NEW,166764100,926660,5690966,,CVX
VISA INC,92826C839,920265,4149635,,V
MASTERCARD INCORPORATED,57636Q104,884132,2473926,,
EXXON MOBIL CORP,30231G102,837373,10138912,,
COSTCO WHSL CORP NEW,22160K105,782919,1359589,,
PFIZER INC,717081103,775033,14970700,,PFE
PEPSICO INC,713448108,758868,4533802,,PEP
ISHARES TR,464287507,756765,2820174,,
CISCO SYS INC,17275R102,750706,13463165,,
