name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,161126910,2557570,,
MICROSOFT CORP,594918104,131926108,306591,,MSFT
APPLE INC,037833100,96271173,413181,,AAPL
ALPHABET INC,02079K305,93816544,565671,,GOOGN
BERKSHIRE HATHAWAY INC DEL,084670702,89317596,194059,,BRK-A
WATSCO INC,942622200,59151030,120255,,WSO-B
TJX COS INC NEW,872540109,56445177,480221,,
S&P GLOBAL INC,78409V104,54670795,105824,,SPGI
META PLATFORMS INC,30303M102,54135651,94570,,
NVIDIA CORPORATION,67066G104,52277901,430449,,NVDA
DANAHER CORPORATION,235851102,51604941,185438,,
VISA INC,92826C839,51016423,185548,,V
THERMO FISHER SCIENTIFIC INC,883556102,48075960,77673,,TMO
AMERICAN TOWER CORP NEW,03027X100,47955035,206205,,
AMPHENOL CORP NEW,032095101,46521916,712184,,
ECOLAB INC,278865100,43531250,170082,,ECL
KINSALE CAP GROUP INC,49714P108,43390659,93199,,
MERCADOLIBRE INC,58733R102,33828613,16486,,MELI
TE CONNECTIVITY PLC,G87052109,31878821,211132,,TEL
OREILLY AUTOMOTIVE INC,67103H107,31650575,27484,,
SPDR S&P 500 ETF TR,78462F103,31458920,54663,,
CHUBB LIMITED,H1467J104,29137075,100722,,
STRYKER CORPORATION,863667101,28909687,79850,,SYK
WALMART INC,931142103,28442331,352227,,WMT
UNION PAC CORP,907818108,27863086,113044,,
AMERICAN WTR WKS CO INC NEW,030420103,27736318,189663,,
AUTOMATIC DATA PROCESSING IN,053015103,25980114,93408,,
ISHARES TR,46435GAA0,25609260,1053879,,
IDEXX LABS INC,45168D104,25187238,49854,,
MCCORMICK & CO INC,579780206,24778967,301081,,MKC-V
CHEVRON CORP NEW,166764100,24592323,166988,,CVX
ISHARES TR,46435G516,23682072,281360,,
ISHARES TR,46434VBD1,22643313,902124,,
JOHNSON & JOHNSON,478160104,21540692,132918,,JNJ
TRANSDIGM GROUP INC,893641100,21513985,15075,,TDG
SYNOPSYS INC,871607107,20274843,40038,,SNPS
SERVICENOW INC,81762P102,20171178,22553,,
CONSTELLATION BRANDS INC,21036P108,19804765,76855,,
ISHARES TR,46435UAA9,19703462,808513,,
PROCTER AND GAMBLE CO,742718109,19144489,110534,,
ISHARES TR,46435U515,18411471,721170,,
UBER TECHNOLOGIES INC,90353T100,17213670,229027,,
VANGUARD INDEX FDS,922908363,16966417,32054,,
EXXON MOBIL CORP,30231G102,16339648,139393,,
YUM BRANDS INC,988498101,16228295,116157,,YUM
TEXAS PACIFIC LAND CORPORATI,88262P102,15925320,18000,,
ISHARES TR,46432F834,14325905,197245,,
ISHARES TR,46434VBG4,14325280,568238,,
AMAZON COM INC,023135106,13303031,71395,,AMZN
PIMCO ETF TR,72201R833,12968067,128792,,
BERKSHIRE HATHAWAY INC DEL,084670108,12441240,18,,BRK-A
GE AEROSPACE,369604301,12135219,64255,,
ISHARES TR,46436E205,10850148,461512,,
ANSYS INC,03662Q105,9799785,30756,,
TERRENO RLTY CORP,88146M101,8447987,125490,,
COSTCO WHSL CORP NEW,22160K105,8235771,9290,,
PIMCO ETF TR,72201R718,7678048,80013,,
