name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NOVO-NORDISK A S,670100205,1384932,10786074,,
PALANTIR TECHNOLOGIES INC,69608A108,1089644,47355217,,PLTR
META PLATFORMS INC,30303M102,762612,1570517,,
AIRBNB INC,009066101,729695,4423465,,
AMAZON COM INC,023135106,676432,3750038,,AMZN
VERTEX PHARMACEUTICALS INC,92532F100,660660,1580488,,
VERISIGN INC,92343E102,576829,3043790,,
UBER TECHNOLOGIES INC,90353T100,502094,6521549,,
NVIDIA CORPORATION,67066G104,497529,550625,,NVDA
UNITED THERAPEUTICS CORP DEL,91307C102,494292,2151714,,UTHR
CHIPOTLE MEXICAN GRILL INC,169656105,433559,149155,,CMG
FRANCO NEV CORP,351858105,387496,3251849,,
CBOE GLOBAL MKTS INC,12503M108,364194,1982224,,
EXELIXIS INC,30161Q104,358364,15101716,,
CROWDSTRIKE HLDGS INC,22788C105,350816,1094283,,
MOLINA HEALTHCARE INC,60855R100,344496,838537,,
CHEVRON CORP NEW,166764100,330879,2097623,,CVX
DOORDASH INC,25809K105,329914,2395543,,
INCYTE CORP,45337C102,323387,5676437,,INCY
KROGER CO,501044101,318646,5577557,,KR
GILEAD SCIENCES INC,375558103,316268,4317650,,
TESLA INC,88160R101,315776,1796325,,
NEUROCRINE BIOSCIENCES INC,64125C109,310547,2251646,,NBIX
ATLASSIAN CORPORATION,049468101,309918,1588429,,TEAM
FORTINET INC,34959E109,298446,4368994,,
NOVARTIS AG,66987V109,284442,2940582,,NVSEF
ALLISON TRANSMISSION HLDGS I,01973R101,282666,3482819,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,267615,4093848,,
WALMART INC,931142103,261583,4347400,,WMT
E L F BEAUTY INC,26856L103,261465,1333800,,
NEW ORIENTAL ED & TECHNOLOGY,647581206,261411,3010954,,
ZSCALER INC,98980G102,248451,1289782,,
SPROUTS FMRS MKT INC,85208M102,247896,3844544,,
JOHNSON & JOHNSON,478160104,246511,1558322,,JNJ
ETSY INC,29786A106,239226,3481170,,ETSY
DROPBOX INC,26210C104,238335,9808033,,
DATADOG INC,23804L103,234525,1897452,,
NATIONAL GRID PLC,636274409,222451,3260785,,NMKBP
LI AUTO INC,50202M102,222292,7341200,,LAAOF
HOLOGIC INC,436440101,220197,2824484,,
NUTANIX INC,67059N108,214946,3482600,,
MURPHY USA INC,626755102,212660,507300,,MUSA
MONDAY COM LTD,M7S64H106,210938,933890,,
ABBVIE INC,00287Y109,205590,1128994,,ABBV
PROCTER AND GAMBLE CO,742718109,199014,1226590,,
CAMPBELL SOUP CO,134429109,192588,4332695,,
VERTIV HOLDINGS CO,92537N108,192285,2354412,,VRT
BIOGEN INC,09062X103,190769,884704,,BIIB
DOCUSIGN INC,256163106,187755,3152900,,
LINDE PLC,G54950103,187083,402918,,LIN
CME GROUP INC,12572Q105,182714,848689,,CME
NU HLDGS LTD,G6683N103,179509,15046915,,
ROBLOX CORP,771049103,179455,4700238,,RBLX
CORCEPT THERAPEUTICS INC,218352102,179312,7118371,,CORT
ALPHA METALLURGICAL RESOUR I,020764106,179069,540715,,
PURE STORAGE INC,74624M102,178591,3435105,,
KINROSS GOLD CORP,496902404,176990,28872730,,KGCRF
COLGATE PALMOLIVE CO,194162103,176511,1960148,,CL
CORVEL CORP,221006109,176265,670310,,CRVL
CARDINAL HEALTH INC,14149Y108,175941,1572310,,CAH
HERSHEY CO,427866108,174895,899205,,HSY
COMMVAULT SYS INC,204166102,171081,1686687,,
INTERNATIONAL BUSINESS MACHS,459200101,168809,884000,,
NATIONAL BEVERAGE CORP,635017106,165138,3479511,,FIZZ
PROGRESSIVE CORP,743315103,164877,797200,,
AUTOZONE INC,053332102,164831,52300,,AZO
DICKS SPORTING GOODS INC,253393102,164314,730741,,
WAYFAIR INC,94419L101,163679,2411298,,W
DOMINOS PIZZA INC,25754A201,163160,328369,,DPZ
RYANAIR HOLDINGS PLC,783513203,162966,1119351,,RYAOF
WINGSTOP INC,974155103,161725,441390,,WING
DRAFTKINGS INC NEW,26142V105,159669,3516157,,DKNG
ALKERMES PLC,G01767105,159365,5887151,,ALKS
REGENERON PHARMACEUTICALS,75886F107,159159,165362,,
CHENIERE ENERGY INC,16411R208,157175,974548,,
3M CO,88579Y101,156537,1475785,,MMM
PAYPAL HLDGS INC,70450Y103,153052,2284700,,
KEURIG DR PEPPER INC,49271V100,149818,4884825,,KDP
MANHATTAN ASSOCIATES INC,562750109,148026,591560,,MANH
MONSTER BEVERAGE CORP NEW,61174X109,147354,2485729,,MNST
ELECTRONIC ARTS INC,285512109,145707,1098264,,EA
BANK AMERICA CORP,060505104,142385,3754866,,
DR REDDYS LABS LTD,256135203,141557,1929889,,
JAZZ PHARMACEUTICALS PLC,G50871105,140358,1165568,,JAZZ
TKO GROUP HOLDINGS INC,87256C101,139751,1617300,,
ROYAL CARIBBEAN GROUP,V7780T103,138905,999243,,
MICRON TECHNOLOGY INC,595112103,138454,1174436,,MU
NOVA LTD,M7516K103,137183,773386,,NVMI
GENERAL MTRS CO,37045V100,136866,3018000,,
SCHLUMBERGER LTD,806857108,135732,2476404,,
APPLIED MATLS INC,038222105,135008,654648,,
LOGITECH INTL S A,H50430232,134404,1503908,,
ORACLE CORP,68389X105,133465,1062532,,ORCL-PD
PERMIAN RESOURCES CORP,71424F105,133385,7552919,,PR
FLOWERS FOODS INC,343498101,133211,5608885,,FLO
VISA INC,92826C839,131524,471275,,V
MEDPACE HLDGS INC,58506Q109,129646,320788,,
TE CONNECTIVITY LTD,H84989104,129612,892400,,
ULTA BEAUTY INC,90384S303,128472,245700,,
ECOLAB INC,278865100,128116,554856,,ECL
UNION PAC CORP,907818108,126206,513179,,
ROLLINS INC,775711104,124581,2692469,,ROL
PEABODY ENERGY CORP,704551100,121763,5019090,,BTU
ANTERO RESOURCES CORP,03674X106,121659,4195139,,AR
TJX COS INC NEW,872540109,120751,1190600,,
ROPER TECHNOLOGIES INC,776696106,120749,215300,,ROP
CHUNGHWA TELECOM CO LTD,17133Q502,119419,3051080,,CHT
STERLING INFRASTRUCTURE INC,859241101,118711,1076154,,
SPOTIFY TECHNOLOGY S A,L8681T102,118157,447735,,
CAL MAINE FOODS INC,128030202,117978,2004724,,
SALESFORCE INC,79466L302,117689,390759,,
DEXCOM INC,252131107,117572,847672,,DXCM
ALAMOS GOLD INC NEW,011532108,116808,7919145,,AGI
SOUTHWESTERN ENERGY CO,845467109,116570,15378581,,
DEERE & CO,244199105,115213,280500,,DE
ROBINHOOD MKTS INC,770700102,111860,5556900,,
KE HLDGS INC,482497104,111768,8140435,,
CENCORA INC,03073E105,111508,458900,,
STARBUCKS CORP,855244109,110251,1206384,,SBUX
PFIZER INC,717081103,110019,3964637,,PFE
CARNIVAL CORP,143658300,109055,6674100,,CCL
TEVA PHARMACEUTICAL INDS LTD,881624209,108607,7697163,,
ADOBE INC,00724F101,106696,211445,,ADBE
WYNN RESORTS LTD,983134107,106531,1042067,,WYNN
LAS VEGAS SANDS CORP,517834107,105792,2046270,,LVS
MERCADOLIBRE INC,58733R102,105697,69901,,MELI
AMERICAN TOWER CORP NEW,03027X100,105086,531839,,
NEW YORK TIMES CO,650111107,105022,2429942,,NYT
ILLUMINA INC,452327109,104022,757518,,
FIRSTSERVICE CORP NEW,33767E202,103173,622288,,FSV
TRANSDIGM GROUP INC,893641100,102469,83200,,TDG
PIONEER NAT RES CO,723787107,101877,388104,,
ONEOK INC NEW,682680103,101397,1264771,,
ELI LILLY & CO,532457108,101274,130178,,LLY
HORMEL FOODS CORP,440452100,100273,2873987,,
MCDONALDS CORP,580135101,99870,354211,,MCD
DUOLINGO INC,26603R106,99636,451700,,
COINBASE GLOBAL INC,19260Q107,98579,371829,,
TORONTO DOMINION BK ONT,891160509,98468,1630655,,
ZOETIS INC,98978V103,97313,575100,,ZTS
F5 INC,315616102,95449,503450,,
HUBSPOT INC,443573100,95425,152300,,HUBS
ABBOTT LABS,002824100,95107,836766,,
MASTERCARD INCORPORATED,57636Q104,94795,196843,,
CANADIAN NAT RES LTD,136385101,94239,1234700,,
COGENT COMMUNICATIONS HLDGS,19239V302,93804,1435856,,
DEVON ENERGY CORP NEW,25179M103,93124,1855796,,
VODAFONE GROUP PLC NEW,92857W308,91847,10319932,,
AMERICAN WTR WKS CO INC NEW,030420103,91682,750200,,
NETAPP INC,64110D104,91199,868812,,
ICON PLC,G4705A100,91062,271058,,ICLR
OKTA INC,679295105,90632,866300,,
AT&T INC,00206R102,90520,5143181,,T-PC
TARGA RES CORP,87612G101,90074,804300,,
SCORPIO TANKERS INC,Y7542C130,89524,1251215,,STNG
COPA HOLDINGS SA,P31076105,89143,855828,,
VECTOR GROUP LTD,92240M108,88890,8110422,,
GRUPO AEROPUERTO DEL PACIFIC,400506101,88422,541900,,
TENCENT MUSIC ENTMT GROUP,88034P109,87768,7843390,,
ROSS STORES INC,778296103,87762,598000,,
ARM HOLDINGS PLC,042068205,87505,700100,,
WARRIOR MET COAL INC,93627C101,87358,1439179,,
P T TELEKOMUNIKASI INDONESIA,715684106,86683,3894114,,
TRADEWEB MKTS INC,892672106,85744,823120,,
VALE S A,91912E105,85114,6982281,,
WIX COM LTD,M98068105,84433,614149,,
ROKU INC,77543R102,83874,1287000,,
TELADOC HEALTH INC,87918A105,83556,5533503,,
SM ENERGY CO,78454L100,83449,1674000,,SM
CATERPILLAR INC,149123101,83180,227000,,CAT
WASTE MGMT INC DEL,94106L109,82809,388500,,
FORTIS INC,349553107,82704,2093002,,FTRSF
OPENDOOR TECHNOLOGIES INC,683712103,81842,27010500,,OPENZ
BECTON DICKINSON & CO,075887109,81112,327791,,BDX
BAIDU INC,056752108,80423,763899,,
NRG ENERGY INC,629377508,80302,1186316,,
CONSTELLATION ENERGY CORP,21037T109,80096,433300,,CEG
BLACKROCK INC,09247X101,79952,95900,,
CONOCOPHILLIPS,20825C104,79933,628008,,COP
BERKSHIRE HATHAWAY INC DEL,084670702,79729,189590,,BRK-A
SHERWIN WILLIAMS CO,824348106,79712,229500,,SHW
INTEL CORP,458140100,79171,1792419,,INTC
GOLDMAN SACHS ETF TR,381430529,78492,778000,,
ISHARES TR,46436E718,78322,777700,,
ISHARES TR,46434V878,78317,1549000,,
PIMCO ETF TR,72201R833,78180,777600,,
ISHARES TR,46434V860,78139,1541500,,
SNOWFLAKE INC,833445109,78085,483202,,SNOW
PGIM ETF TR,69344A107,78009,1569600,,
SPDR SER TR,78468R663,77947,849100,,
ISHARES TR,464288679,77931,705000,,
J P MORGAN EXCHANGE TRADED F,46641Q837,77779,1541700,,
LIBERTY GLOBAL LTD,G61188101,77610,4586852,,LBTYK
WISDOMTREE TR,97717Y527,77477,1540600,,
CLOROX CO DEL,189054109,77469,505972,,
JANUS DETROIT STR TR,47103U845,77328,1524000,,
PERDOCEO ED CORP,71363P106,77225,4397769,,
GSK PLC,37733W204,76883,1793393,,GLAXF
FIRST TR EXCHANGE-TRADED FD,33739Q408,75580,1267700,,
NOMAD FOODS LTD,G6564A105,75478,3858779,,NOMD
DELL TECHNOLOGIES INC,24703L202,75139,658477,,DELL
CINEMARK HLDGS INC,17243V102,74782,4161518,,
UFP TECHNOLOGIES INC,902673102,74745,296373,,UFPT
VERALTO CORP,92338C103,74536,840700,,VLTO
PPG INDS INC,693506107,74377,513300,,
ISHARES TR,46429B655,74318,1455500,,
AON PLC,G0403H108,73986,221701,,AON
SPDR SER TR,78468R523,73501,739300,,
CITIGROUP INC,172967424,73328,1159520,,C-PR
VIRTU FINL INC,928254101,72212,3519123,,
VANGUARD BD INDEX FDS,92203C303,72145,1456000,,
HEWLETT PACKARD ENTERPRISE C,42824C109,71904,4055493,,
TEXAS ROADHOUSE INC,882681109,71875,465300,,
MOTOROLA SOLUTIONS INC,620076307,71853,202415,,
WEATHERFORD INTL PLC,G48833118,71474,619253,,
ROGERS COMMUNICATIONS INC,775109200,71006,1731869,,RCIAF
APPLE INC,037833100,70923,413567,,AAPL
T-MOBILE US INC,872590104,70839,434007,,
KELLANOVA,487836108,69814,1218606,,
TENARIS S A,88031M109,69608,1772544,,
WHEATON PRECIOUS METALS CORP,962879102,69437,1473308,,WPM
WILLIS TOWERS WATSON PLC LTD,G96629103,69113,251320,,WTW
B2GOLD CORP,11777Q209,68805,26360897,,BTG
QUALYS INC,74758T303,68600,411100,,
EQT CORP,26884L109,68315,1842864,,EQT
SSGA ACTIVE ETF TR,78467V608,68294,1621800,,
JUNIPER NETWORKS INC,48203R104,68250,1841608,,
EXACT SCIENCES CORP,30063P105,68225,987904,,
BOOKING HOLDINGS INC,09857L108,68210,18801,,BKNG
REPUBLIC SVCS INC,760759100,68070,355566,,
RBB FD INC,74933W452,68031,1359800,,
BJS WHSL CLUB HLDGS INC,05550J101,67834,896677,,
INVESCO EXCH TRADED FD TR II,46138G508,67707,3201300,,
VERIZON COMMUNICATIONS INC,92343V104,67324,1604477,,VZ
COLLIERS INTL GROUP INC,194693107,67190,549700,,
COMCAST CORP NEW,20030N101,67059,1546909,,CCZ
POWELL INDS INC,739128106,66929,470335,,
WINMARK CORP,974250102,66625,184199,,WINA
INNOVIVA INC,45781M101,66529,4365407,,
CF INDS HLDGS INC,125269100,66418,798200,,
AMBEV SA,02319V103,66267,26720605,,
LYFT INC,55087P104,66112,3416629,,
VERISK ANALYTICS INC,92345Y106,65887,279500,,
UNITED AIRLS HLDGS INC,910047109,64295,1342833,,
CAPITAL ONE FINL CORP,14040H105,64097,430499,,
BRADY CORP,104674106,63882,1077640,,BRC
CARVANA CO,146869102,63726,724900,,CVNA
PLDT INC,69344D408,63671,2581961,,PHTCF
APPFOLIO INC,03783C100,63536,257500,,APPF
ENTERGY CORP NEW,29364G103,63188,597918,,
NETEASE INC,64110W102,63168,610500,,
JFROG LTD,M6191J100,62841,1421100,,FROG
PROGRESS SOFTWARE CORP,743312100,62727,1176640,,
MERCURY GENL CORP NEW,589400100,62254,1206482,,
JPMORGAN CHASE & CO,46625H100,62222,310642,,JPM-PM
DYNATRACE INC,268150109,62030,1335700,,
IRONWOOD PHARMACEUTICALS INC,46333X108,61839,7099801,,IRWD
KINDER MORGAN INC DEL,49456B101,61680,3363131,,
WD 40 CO,929236107,61671,243461,,WDFC
COSAN S A,22113B103,61126,4720182,,
PBF ENERGY INC,69318G106,61076,1060900,,PBF
PINTEREST INC,72352L106,60934,1757551,,
TERADATA CORP DEL,88076W103,60467,1563657,,
LANCASTER COLONY CORP,513847103,60237,290118,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,59984,818452,,
HERBALIFE LTD,G4412G101,59904,5960601,,HLF
BAKER HUGHES COMPANY,05722G100,59762,1783940,,
KENVUE INC,49177J102,59468,2771112,,KVUE
USANA HEALTH SCIENCES INC,90328M107,59285,1222363,,USNA
RELX PLC,759530108,59052,1364100,,RLXXF
MARQETA INC,57142B104,58117,9751100,,
WELLS FARGO CO NEW,949746101,57758,996511,,
MARSH & MCLENNAN COS INC,571748102,57678,280019,,
