name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
OPENDOOR TECHNOLOGIES INC,683712103,454746,21460399,,OPENZ
PRA HEALTH SCIENCES INC,69354M108,215073,1402678,,
KANSAS CITY SOUTHERN,485170302,214753,813704,,
INPHI CORP,45772F107,214092,1199999,,
WILLIS TOWERS WATSON PLC LTD,G96629103,203567,889405,,WTW
COHERENT INC,192479103,203416,804364,,
ALEXION PHARMACEUTICALS INC,015351109,197231,1289848,,
CHANGE HEALTHCARE INC,15912K100,195092,8827696,,
XILINX INC,983919101,175400,1415660,,
FLIR SYS INC,302445101,168470,2983359,,
MAXIM INTEGRATED PRODS INC,57772K101,165847,1815113,,
PERSPECTA INC,715347100,162532,5594899,,
VARIAN MED SYS INC,92220P105,160968,911847,,
PNM RES INC,69349H107,156863,3198013,,
AEROJET ROCKETDYNE HLDGS INC,007800105,143243,3050325,,
HMS HLDGS CORP,40425J101,138586,3748113,,
SHAW COMMUNICATIONS INC,82028K200,134224,5159502,,
ATHENE HOLDING LTD,G0684D107,133824,2655241,,ATH-PE
NAVISTAR INTL CORP NEW,63934E108,131399,2984299,,
MAGELLAN HEALTH INC,559079207,128138,1374281,,
PEOPLES UNITED FINANCIAL INC,712704105,126395,7061166,,
GW PHARMACEUTICALS PLC,36197T103,125322,577789,,
CHURCHILL CAPITAL CORP IV,171439102,121935,5260344,,
CHURCHILL CAPITAL CORP VII,17144M201,110278,11061000,,
GENMARK DIAGNOSTICS INC,372309104,103855,4345392,,
SLACK TECHNOLOGIES INC,83088V102,101447,2496846,,
FIVE PRIME THERAPEUTICS INC,33830X104,90639,2406138,,
TCF FINL CORP,872307103,84736,1823843,,
CARDTRONICS PLC,G1991C105,80040,2062875,,
KKR ACQUISITION HOLDING I CO,48253T208,70070,7000000,,
COOPER TIRE & RUBR CO,216831107,66489,1187734,,
GRUBHUB INC,400110102,61298,1021627,,
SPORTSMANS WHSE HLDGS INC,84920Y106,57556,3338529,,
FORTERRA INC,34960W106,53024,2280597,,
ASTRAZENECA PLC,046353108,50936,1024467,,AZN
MULTIPLAN CORPORATION,62548M100,49317,8886036,,
CONX CORP,212873202,46812,4567000,,
GORES GUGGENHEIM INC,38286Q206,44685,4500000,,
REINVENT TECHNOLOGY PARTNERS,G7483N129,43886,4323757,,
MERCK & CO. INC,58933Y105,43534,564721,,
PANDION THERAPEUTICS INC,698340106,43487,724177,,
MEDTRONIC PLC,G5960L103,43302,366561,,MDT
BECTON DICKINSON & CO,075887109,42940,176599,,BDX
WARBURG PINCUS CAPTAL CORP I,G9460M116,39920,4000000,,
CHURCHILL CAPITAL CORP IV,171439110,39712,3561644,,
FORTRESS VALUE ACQUISI CORP,34964K207,39600,4000000,,
SPDR S&P 500 ETF TR,78462F103,38048,96000,,
NORTHERN GENESIS ACQUISITION,66516T104,35393,2170046,,
CHURCHILL CAPITAL CORP VI,17143W200,35256,3504600,,
ASCENDANT DIGITAL ACQUISITIO,G05155109,34887,3523988,,
AVANTOR INC,05352A100,34066,1177532,,
RH,74967XAD5,34050,12000000,,RH
NORTHERN STAR INVEST CORP II,66574L209,33830,3400000,,
NORTHERN STAR INVEST CORP IV,66575B200,33728,3400000,,
NORTHERN STAR INVSTMNT CORP,66573W107,32500,3250000,,
DECARBONIZATION PLUS ACQU II,24279D204,31872,3200000,,
NORTHERN GENESIS ACQUISITION,66516U200,30365,2965300,,
FTAC HERA ACQUISITION CORP,G3728Y129,29970,3000000,,
ETSY INC,29786AAJ5,29878,12600000,,ETSY
NEXTGEN ACQUISITION CORP II,G65317110,29700,3000000,,
MERITOR INC,59001KAF7,29449,25644000,,
SOUTHWEST AIRLS CO,844741BG2,29043,16800000,,
E MERGE TECHNOLOGY ACQUISITI,26873Y203,28512,2831386,,
APOLLO STRATEGIC GROWTH CAPT,G0411R122,28506,2767568,,
PRIME IMPACT ACQUISITION I,G61074111,28200,2848448,,PRIAF
UNITED STATES STL CORP NEW,912909AT5,27170,12500000,,
PG&E CORP,69331C140,27165,237000,,PCG-PX
NORTHERN STAR ACQUISITION CO,665742102,26903,2419315,,
ELANCO ANIMAL HEALTH INC,28414H103,26617,903789,,ELAN
ATLAS CREST INVT CORP,049284102,26344,2621268,,
NRG ENERGY INC,629377CG5,25740,22100000,,
CHURCHILL CAPITAL CORP V,17144T206,25500,2500000,,
MCKESSON CORP,58155Q103,24972,128034,,MCK
LUMENTUM HLDGS INC,55024UAB5,24882,15500000,,
SYNEOS HEALTH INC,87166B102,24666,325196,,
GLENFARNE MERGER CORP,378579205,24552,2475000,,
INTERPRIVATE IV INFRATECH PR,46064T201,24478,2475000,,
GORES HLDGS V INC,382864106,24424,2447245,,
REVOLUTION HEALTHCAR AQ CORP,76155Y207,24201,2408029,,
BRIDGEBIO PHARMA INC,10806XAB8,24028,14500000,,
COHN ROBBINS HOLDINGS CORP,G23726121,23381,2294480,,
BURGUNDY TECHNOLOGY ACQU COR,G1702T116,22960,2321522,,
CHP MERGER CORP,12558Y205,22881,2288097,,
TECH AND ENERGY TRANSITION,87823R201,22500,2250000,,
VPC IMPACT ACQU HOLDI III IN,91835J207,21985,2227500,,
ARRIVAL GROUP,L0423Q108,21976,1526981,,
VPC IMPACT ACQUISITION HLDG,G9460L100,21963,2227500,,
TWC TECH HLDGS II CORP,90117G204,21878,2166127,,
COLFAX CORP,194014205,21564,119000,,
CRH MED CORP,12626F105,21112,5344823,,
BYTE ACQUISITION CORP,G1R25Q121,21000,2100000,,
CF ACQUISITION CORP IV,12520T201,20695,2063300,,
TAILWIND ACQUISITION CORP,87403Q102,20482,2064712,,
SOARING EAGLE ACQUISITION CO,G8354H100,20373,2013100,,
PERIPHAS CAPITAL PARTNERING,713895209,20313,827406,,
BROOGE ENERGY LTD,G1611B107,20220,2000000,,
REINVENT TECHNOLOGY PARTNERS,G7484L114,20212,2013100,,
PIVOTAL INVESTMENT CORP III,72582M205,20183,2018300,,
KHOSLA VENTURES ACQUSTN CO I,482505104,20180,2000000,,
OYSTER ENTERPRISES ACQ CORP,69242M203,20075,2029820,,
STRATIM CLOUD ACQUISITION CO,86309R206,20000,2000000,,
KHOSLA VENTURES ACQUT CO III,482506102,19980,2000000,,
ROSS ACQUISITION CORP II,G7641C122,19920,2000000,,
GOLDEN ARROW MERGER CORP,380799205,19900,2000000,,
AGILE GROWTH CORP,G01202129,19840,2000000,,
VECTOR ACQUISITION CORP II,G9460A104,19800,2000000,,
