name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NOVO-NORDISK A S,670100205,1475909,16229476,,
APPLE INC,037833100,719357,4201607,,AAPL
PALANTIR TECHNOLOGIES INC,69608A108,697674,43604653,,PLTR
VERISIGN INC,92343E102,626727,3094490,,
BERKSHIRE HATHAWAY INC DEL,084670108,618108,1163,,BRK-A
AIRBNB INC,009066101,617892,4503256,,
VERTEX PHARMACEUTICALS INC,92532F100,578670,1664088,,
NVIDIA CORPORATION,67066G104,526029,1209287,,NVDA
NETFLIX INC,64110L106,522108,1382700,,NFLX
UNITED THERAPEUTICS CORP DEL,91307C102,508322,2250508,,UTHR
HERSHEY CO,427866108,500995,2503975,,HSY
GILEAD SCIENCES INC,375558103,482867,6443384,,
FRANCO NEV CORP,351858105,446810,3347138,,
HORIZON THERAPEUTICS PUB L,G46188101,397204,3433349,,
ATLASSIAN CORPORATION,049468101,373624,1854123,,TEAM
MICROSOFT CORP,594918104,364938,1155782,,MSFT
KROGER CO,501044101,361336,8074557,,KR
NIKE INC,654106103,353114,3692884,,
UBER TECHNOLOGIES INC,90353T100,352035,7654600,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,341574,4883814,,
FORD MTR CO DEL,345370860,338494,27253909,,
EXELIXIS INC,30161Q104,332490,15216916,,
LI AUTO INC,50202M102,324230,9094800,,LAAOF
CBOE GLOBAL MKTS INC,12503M108,320109,2049224,,
SNOWFLAKE INC,833445109,316402,2071099,,SNOW
FORTINET INC,34959E109,303466,5171545,,
DELTA AIR LINES INC DEL,247361702,302905,8186620,,
AMERICAN AIRLS GROUP INC,02376R102,287366,22432932,,
MOLINA HEALTHCARE INC,60855R100,281407,858237,,
BIOGEN INC,09062X103,279215,1086397,,BIIB
CROWDSTRIKE HLDGS INC,22788C105,279204,1668083,,
INCYTE CORP,45337C102,277096,4796533,,INCY
NOVARTIS AG,66987V109,268589,2636845,,NVSEF
DROPBOX INC,26210C104,260061,9550533,,
MCDONALDS CORP,580135101,250671,951530,,MCD
