name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,25381810,98825477,,MSFT
TESLA INC,88160R101,20316784,30168888,,
UNITEDHEALTH GROUP INC,91324P102,17525813,34121266,,UNH
BROADCOM INC,11135F101,15364924,31626973,,AVGO
PFIZER INC,717081103,13113609,250126747,,PFE
HOME DEPOT INC,437076102,11077893,40390555,,
LILLY ELI & CO,532457108,9319193,28742646,,
PHILIP MORRIS INTL INC,718172109,8205255,83099607,,
THERMO FISHER SCIENTIFIC INC,883556102,7600205,13989619,,TMO
CANADIAN NAT RES LTD,136385101,7515277,139860305,,
ALPHABET INC,02079K107,6909342,3158493,,GOOGN
CME GROUP INC,12572Q105,6770942,33077028,,CME
META PLATFORMS INC,30303M102,6189678,38385031,,
LOCKHEED MARTIN CORP,539830109,5845932,13597055,,LMT
CVS HEALTH CORP,126650100,5451802,58836048,,CVS
CATERPILLAR INC,149123101,4848307,27120533,,CAT
ALPHABET INC,02079K305,4457443,2045195,,GOOGN
JPMORGAN CHASE & CO,46625H100,4421858,39264733,,JPM-PM
APPLE INC,037833100,4045869,29591628,,AAPL
CENTENE CORP DEL,15135B101,4021881,47534346,,CNC
PIONEER NAT RES CO,723787107,3940309,17662882,,
L3HARRIS TECHNOLOGIES INC,502431109,3836190,15872058,,
REGENERON PHARMACEUTICALS,75886F107,3685500,6234611,,
ALTRIA GROUP INC,02209S103,3570547,85481126,,
VERTEX PHARMACEUTICALS INC,92532F100,3542061,12569932,,
TC ENERGY CORP,87807B107,3488622,67342891,,TRPRF
BAKER HUGHES COMPANY,05722G100,3468336,120131578,,
AMAZON COM INC,023135106,3277220,30855162,,AMZN
GILEAD SCIENCES INC,375558103,3267332,52859468,,
ARCHER DANIELS MIDLAND CO,039483102,3253994,41933362,,
COMCAST CORP NEW,20030N101,3246068,82723047,,CCZ
BOOKING HOLDINGS INC,09857L108,3213341,1837255,,BKNG
CSX CORP,126408103,3185490,109617271,,CSX
DOLLAR GEN CORP NEW,256677105,3182718,12967398,,
ASML HOLDING N V,N07059210,3089902,6492254,,
APPLIED MATLS INC,038222105,2944936,32368838,,
LINDE PLC,G5494J103,2880409,10018482,,LIN
TAIWAN SEMICONDUCTOR MFG LTD,874039100,2874208,35154124,,
BK OF AMERICA CORP,060505104,2836329,91110110,,
CIGNA CORP NEW,125523100,2748329,10428958,,
WELLS FARGO CO NEW,949746101,2740119,69954543,,
CARRIER GLOBAL CORPORATION,14448C104,2695645,75592691,,CARR
MARSH & MCLENNAN COS INC,571748102,2671056,17204959,,
AON PLC,G0403H108,2597094,9630309,,AON
MOTOROLA SOLUTIONS INC,620076307,2454453,11710176,,
CONOCOPHILLIPS,20825C104,2335700,26007131,,COP
CENOVUS ENERGY INC,15135U109,2330913,122515077,,CVE
VERIZON COMMUNICATIONS INC,92343V104,2268487,44698934,,VZ
TORONTO DOMINION BK ONT,891160509,2206715,33650327,,
CHEVRON CORP NEW,166764100,2202246,15210181,,CVX
CAPITAL ONE FINL CORP,14040H105,2172768,20853156,,
D R HORTON INC,23331A109,2171063,32800470,,
TARGET CORP,87612E106,2142849,15172758,,TGT
TE CONNECTIVITY LTD,H84989104,2140315,18915729,,
VALE S A,91912E105,2109102,144149172,,
S&P GLOBAL INC,78409V104,2076107,6159458,,SPGI
NETFLIX INC,64110L106,2039463,11662546,,NFLX
MICRON TECHNOLOGY INC,595112103,2010879,36376254,,MU
EXXON MOBIL CORP,30231G102,2000981,23365029,,
HALLIBURTON CO,406216101,1987058,63362811,,HAL
RESTAURANT BRANDS INTL INC,76131D103,1883768,37561960,,
CHUBB LIMITED,H1467J104,1873739,9532461,,
CROWN CASTLE INTL CORP NEW,22822V101,1871693,11115888,,
JOHNSON & JOHNSON,478160104,1821876,10263578,,JNJ
ACTIVISION BLIZZARD INC,00507V109,1786305,22942529,,
DARDEN RESTAURANTS INC,237194105,1769616,15643508,,DRI
PNC FINL SVCS GROUP INC,693475105,1730930,10971306,,
BLACKROCK INC,09247X101,1691052,2776396,,
GENERAL MTRS CO,37045V100,1677147,52800454,,
FIFTH THIRD BANCORP,316773100,1655750,49278272,,FITB-PK
CONSTELLATION BRANDS INC,21036P108,1654915,7100811,,
COTERRA ENERGY INC,127097103,1646775,63853231,,
DOLLAR TREE INC,256746108,1600779,10271279,,
BUNGE LIMITED,G16962105,1586352,17491696,,
CANADIAN PAC RY LTD,13645T100,1544982,22121452,,
MOLINA HEALTHCARE INC,60855R100,1539520,5505953,,
ZOETIS INC,98978V103,1539415,8955531,,ZTS
COSTCO WHSL CORP NEW,22160K105,1530978,3194436,,
KEURIG DR PEPPER INC,49271V100,1527788,43170044,,KDP
MONGODB INC,60937P106,1504033,5795889,,
APOLLO GLOBAL MGMT INC,03769M106,1502626,30994752,,
ALNYLAM PHARMACEUTICALS INC,02043Q107,1500944,10291012,,
PROCTER AND GAMBLE CO,742718109,1495542,10400875,,
INTUITIVE SURGICAL INC,46120E602,1479227,7369779,,ISRG
VICI PPTYS INC,925652109,1435710,48194363,,
VISA INC,92826C839,1417288,7198375,,V
IRON MTN INC NEW,46284V101,1407446,28906263,,
DOW INC,260557103,1387419,26882471,,DOW
NIKE INC,654106103,1377858,13481684,,
AES CORP,00130H105,1373036,65351544,,AES
CORTEVA INC,22052L104,1356042,25046955,,
NORFOLK SOUTHN CORP,655844108,1341835,5903629,,
SYNCHRONY FINANCIAL,87165B103,1333051,48263980,,SYF-PB
INTEL CORP,458140100,1326675,35463116,,INTC
CHIPOTLE MEXICAN GRILL INC,169656105,1275811,975943,,CMG
AT&T INC,00206R102,1257117,59976962,,T-PC
YUM BRANDS INC,988498101,1244040,10959735,,YUM
BOEING CO,097023105,1225657,8964720,,BA-PA
MONSTER BEVERAGE CORP NEW,61174X109,1204654,12995185,,MNST
REGENCY CTRS CORP,758849103,1170983,19743437,,
BLACKSTONE INC,09260D107,1168248,12805524,,BX
BROOKFIELD INFRAST PARTNERS,G16252101,1167595,30559741,,
INTERCONTINENTAL EXCHANGE IN,45866F104,1143661,12161027,,
MERCK & CO INC,58933Y105,1140820,12513106,,
NORTHROP GRUMMAN CORP,666807102,1128045,2357116,,
CATALENT INC,148806102,1105075,10299886,,
DISCOVER FINL SVCS,254709108,1092697,11552555,,
MONDELEZ INTL INC,609207105,1088788,17535636,,
LAS VEGAS SANDS CORP,517834107,1053529,31364364,,LVS
DIGITAL RLTY TR INC,253868103,1035357,7975275,,
BARRICK GOLD CORP,067901108,1034212,58438969,,
UNION PAC CORP,907818108,1023565,4799162,,
SHERWIN WILLIAMS CO,824348106,1014003,4528552,,SHW
CHARTER COMMUNICATIONS INC N,16119P108,1001330,2137173,,
STELLANTIS N.V,N82405106,982753,79574855,,STLA
JACOBS ENGR GROUP INC,469814107,982637,7729385,,
UNITED PARCEL SERVICE INC,911312106,979269,5364681,,UPS
WHEATON PRECIOUS METALS CORP,962879102,971440,26961964,,WPM
DEERE & CO,244199105,969873,3238632,,DE
MCDONALDS CORP,580135101,953857,3863645,,MCD
M & T BK CORP,55261F104,949919,5959716,,
RESMED INC,761152107,940614,4487021,,RSMDF
DANAHER CORPORATION,235851102,937046,3696143,,
BROADCOM INC,11135F200,923591,614437,,AVGO
ZOOMINFO TECHNOLOGIES INC,98980F104,921367,27718615,,GTM
ROCKWELL AUTOMATION INC,773903109,916560,4598663,,
INSULET CORP,45784P101,913218,4190043,,PODD
NVIDIA CORPORATION,67066G104,901715,5948382,,NVDA
RAYTHEON TECHNOLOGIES CORP,75513E101,898009,9343558,,
ARCH CAP GROUP LTD,G0450A105,874647,19227227,,
NASDAQ INC,631103108,842020,5519997,,
PROGRESSIVE CORP,743315103,832572,7160681,,
TEXAS INSTRS INC,882508104,823117,5357094,,
FLOOR & DECOR HLDGS INC,339750101,816667,12971202,,
NOVOCURE LTD,G6674U108,814727,11722484,,NVCR
WALGREENS BOOTS ALLIANCE INC,931427108,813765,21471362,,
STARBUCKS CORP,855244109,807527,10571110,,SBUX
HUMANA INC,444859102,804564,1718893,,HUM
CANADIAN IMP BK COMM,136069101,776916,15998189,,
ADOBE SYSTEMS INCORPORATED,00724F101,770960,2106038,,
CHESAPEAKE ENERGY CORP,165167735,769817,9492199,,
GENERAL MLS INC,370334104,760838,10084004,,
MASTERCARD INCORPORATED,57636Q104,744761,2360723,,
EPAM SYS INC,29414B104,740540,2512179,,
CHART INDS INC,16115Q308,739971,4420903,,
CONAGRA BRANDS INC,205887102,735252,21473493,,CAG
SHOPIFY INC,82509L107,732939,23461432,,SHOP
AGILON HEALTH INC,00857U107,728276,33361227,,
BROOKFIELD ASSET MGMT INC,112585104,721064,16213831,,
AUTOMATIC DATA PROCESSING IN,053015103,715276,3405429,,
ARISTA NETWORKS INC,040413106,712238,7598018,,
EQT CORP,26884L109,692935,20143471,,EQT
AIRBNB INC,009066101,688970,7734279,,
REGAL REXNORD CORPORATION,758750103,679251,5983532,,RRX
COCA COLA CO,191216100,677168,10764083,,KO
EMERSON ELEC CO,291011104,663628,8343329,,
DELTA AIR LINES INC DEL,247361702,641513,22144052,,
CITIGROUP INC,172967424,636560,13841263,,C-PR
GAMING & LEISURE PPTYS INC,36467J108,630906,13757217,,
SEAGEN INC,81181C104,627263,3545061,,
ROYAL GOLD INC,780287108,619776,5804232,,RGLD
CITIZENS FINL GROUP INC,174610105,610491,17105386,,
NUCOR CORP,670346105,603533,5779589,,NUE
KELLOGG CO,487836108,603335,8457179,,
KRAFT HEINZ CO,500754106,595175,15605000,,KHC
POLARIS INC,731068102,593731,5980373,,PII
VALERO ENERGY CORP,91913Y100,583844,5493451,,
BANK NOVA SCOTIA B C,064149107,576713,9741656,,
UBER TECHNOLOGIES INC,90353T100,574694,28088676,,
ARES MANAGEMENT CORPORATION,03990B101,572056,10060782,,ARES-PB
HESS CORP,42809H107,565439,5337351,,
NEW FORTRESS ENERGY INC,644393100,560118,14155123,,NFE
CARLYLE GROUP INC,14316J108,558408,17637654,,CGABL
DTE ENERGY CO,233331107,557809,4400863,,DTG
SUN CMNTYS INC,866674104,547637,3436477,,
RINGCENTRAL INC,76680R206,546716,10461460,,
UNITED RENTALS INC,911363109,543152,2236021,,
RIO TINTO PLC,767204100,521622,8550537,,RTPPF
KROGER CO,501044101,518253,10949775,,KR
FLEETCOR TECHNOLOGIES INC,339041105,509711,2425925,,
COPART INC,217204106,508585,4680515,,CPRT
BLUE OWL CAPITAL INC,09581B103,501031,49953284,,OWL
KKR & CO INC,48251W104,492293,10634972,,
DOMINOS PIZZA INC,25754A201,490740,1259245,,DPZ
ZENDESK INC,98936J101,489904,6614062,,
CAESARS ENTERTAINMENT INC NE,12769G100,488566,12756279,,
MANPOWERGROUP INC WIS,56418H100,484692,6343310,,
DOCUSIGN INC,256163106,484652,8446365,,
CHENIERE ENERGY INC,16411R208,483630,3635494,,
MERCADOLIBRE INC,58733R102,477348,749500,,MELI
SMARTSHEET INC,83200N103,477111,15180175,,
MOODYS CORP,615369105,476768,1753016,,
BOSTON PROPERTIES INC,101121101,466904,5247291,,
TRANE TECHNOLOGIES PLC,G8994E103,461077,3550261,,TT
TAKE-TWO INTERACTIVE SOFTWAR,874054109,459704,3751764,,
CLOUDFLARE INC,18915M107,459374,10499987,,
HEICO CORP NEW,422806109,454660,3467508,,HEI-A
FISERV INC,337738108,452731,5088577,,FISV
HUNTINGTON INGALLS INDS INC,446413106,442248,2030338,,
AMERICAN TOWER CORP NEW,03027X100,436088,1706202,,
TRANSDIGM GROUP INC,893641100,432005,804973,,TDG
MARRIOTT INTL INC NEW,571903202,426122,3133018,,
T-MOBILE US INC,872590104,421969,3136381,,
LYONDELLBASELL INDUSTRIES N,N53745100,411125,4700646,,
DUKE ENERGY CORP NEW,26441C204,410614,3830000,,DUK-PA
ESSENT GROUP LTD,G3198U102,407721,10481272,,ESNT
HUBSPOT INC,443573100,403851,1343097,,HUBS
PUBLIC SVC ENTERPRISE GRP IN,744573106,403547,6377162,,
RENAISSANCERE HLDGS LTD,G7496G103,399003,2551659,,
HONEYWELL INTL INC,438516106,385949,2220521,,
BIOHAVEN PHARMACTL HLDG CO L,G11196105,385058,2642634,,
ALTERYX INC,02156B103,382077,7890897,,
ROBERT HALF INTL INC,770323103,373828,4991693,,
MORGAN STANLEY,617446448,373818,4914772,,MS-PQ
FRANCO NEV CORP,351858105,373788,2841600,,
SVB FINANCIAL GROUP,78486Q101,365417,925129,,
QUANTA SVCS INC,74762E102,363687,2901604,,
LULULEMON ATHLETICA INC,550021109,354288,1299615,,LULU
ABBOTT LABS,002824100,352574,3244977,,
IDEXX LABS INC,45168D104,349361,995985,,
ADIENT PLC,G0084W101,342609,11562906,,ADNT
DISNEY WALT CO,254687106,339830,3599893,,
TYLER TECHNOLOGIES INC,902252105,337377,1014729,,TYL
BLOCK INC,852234103,335169,5453454,,
SEA LTD,81141R100,329659,4930131,,SE
WASTE CONNECTIONS INC,94106B101,322785,2603885,,
PAYPAL HLDGS INC,70450Y103,319164,4569267,,
WASTE MGMT INC DEL,94106L109,317238,2073724,,
CISCO SYS INC,17275R102,312302,7324144,,
MANULIFE FINL CORP,56501R106,308377,17784166,,
TJX COS INC NEW,872540109,307738,5510087,,
DANAHER CORPORATION,235851409,303415,229302,,
CF INDS HLDGS INC,125269100,296690,3460746,,
NORTONLIFELOCK INC,668771108,291384,13268862,,
BERKSHIRE HATHAWAY INC DEL,084670702,290430,1063768,,BRK-A
SALESFORCE INC,79466L302,290152,1758068,,
