name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1243762,3138199,,
VANGUARD INTL EQUITY INDEX F,922042858,577224,11089795,,
WALMART INC,931142103,487757,3590940,,WMT
PROCTER AND GAMBLE CO,742718109,435899,3218630,,
ALIBABA GROUP HLDG LTD,01609W102,318039,1402720,,
COCA COLA CO,191216100,298699,5666828,,KO
JOHNSON & JOHNSON,478160104,281021,1709895,,JNJ
SPDR GOLD TR,78463V107,277114,1732397,,
PEPSICO INC,713448108,252980,1788477,,PEP
ISHARES INC,46434G103,242530,3768339,,
MCDONALDS CORP,580135101,210780,940393,,MCD
COSTCO WHSL CORP NEW,22160K105,198439,562979,,
ISHARES TR,464287184,176801,3789140,,
ISHARES TR,464287200,168875,424501,,
STARBUCKS CORP,855244109,152976,1399981,,SBUX
PINDUODUO INC,722304102,149408,1115981,,
ISHARES TR,46429B671,145952,1786439,,
ISHARES GOLD TR,464285105,143754,8840952,,
ISHARES TR,464287242,142714,1097379,,
LAUDER ESTEE COS INC,518439104,136766,470229,,
ABBOTT LABS,002824100,130440,1088449,,
TARGET CORP,87612E106,113203,571532,,TGT
MONDELEZ INTL INC,609207105,107178,1831169,,
JD.COM INC,47215P106,104624,1240653,,
DANAHER CORPORATION,235851102,99692,442920,,
COLGATE PALMOLIVE CO,194162103,87830,1114169,,CL
ISHARES INC,46434G772,85990,1434120,,
BAIDU INC,056752108,78498,360827,,
BK OF AMERICA CORP,060505104,70838,1830916,,
KIMBERLY-CLARK CORP,494368103,65216,469012,,
NIO INC,62914V106,64566,1656390,,NIOIF
MONSTER BEVERAGE CORP NEW,61174X109,64527,708388,,MNST
JPMORGAN CHASE & CO,46625H100,62340,409514,,JPM-PM
CVS HEALTH CORP,126650100,59402,789607,,CVS
INTUITIVE SURGICAL INC,46120E602,59143,80037,,ISRG
DOLLAR GEN CORP NEW,256677105,58034,286419,,
VANGUARD TAX-MANAGED INTL FD,921943858,56300,1146401,,
KRAFT HEINZ CO,500754106,55561,1389032,,KHC
LOWES COS INC,548661107,55368,291137,,
ISHARES TR,464287465,54823,722589,,
WELLS FARGO CO NEW,949746101,54623,1398085,,
KE HLDGS INC,482497104,54323,953368,,
VEEVA SYS INC,922475108,53145,203435,,
CHIPOTLE MEXICAN GRILL INC,169656105,53070,37352,,CMG
ISHARES TR,46432F842,50660,703122,,
WALGREENS BOOTS ALLIANCE INC,931427108,49830,907657,,
CONSTELLATION BRANDS INC,21036P108,49721,218076,,
BECTON DICKINSON & CO,075887109,47417,195010,,BDX
STRYKER CORPORATION,863667101,46212,189719,,SYK
SYSCO CORP,871829107,45775,581341,,SYY
CITIGROUP INC,172967424,44502,611716,,C-PR
GENERAL MLS INC,370334104,42947,700370,,
YUM BRANDS INC,988498101,42040,388614,,YUM
HOME DEPOT INC,437076102,41812,136977,,
MORGAN STANLEY,617446448,41358,532547,,MS-PQ
ARCHER DANIELS MIDLAND CO,039483102,40460,709830,,
HERSHEY CO,427866108,40035,253128,,HSY
BROWN FORMAN CORP,115637209,39979,579657,,BF-B
TRANE TECHNOLOGIES PLC,G8994E103,38915,235053,,TT
JOHNSON CTLS INTL PLC,G51502105,37812,633692,,
BOSTON SCIENTIFIC CORP,101137107,37689,975131,,BSX
APTIV PLC,G6095L109,37671,273173,,APTV
LULULEMON ATHLETICA INC,550021109,36641,119466,,LULU
DUPONT DE NEMOURS INC,26614N102,36115,467332,,
BLACKROCK INC,09247X101,35551,47153,,
GOLDMAN SACHS GROUP INC,38141G104,35524,108635,,GS-PD
PPG INDS INC,693506107,34949,232591,,
SHERWIN WILLIAMS CO,824348106,34345,46537,,SHW
TYSON FOODS INC,902494103,33708,453678,,
LENNAR CORP,526057104,33340,329353,,
D R HORTON INC,23331A109,33118,371610,,
EDWARDS LIFESCIENCES CORP,28176E108,32611,389899,,EW
YUM CHINA HLDGS INC,98850P109,32229,544324,,
V F CORP,918204108,32176,402600,,VFC
DOLLAR TREE INC,256746108,32110,280533,,
LUFAX HOLDING LTD,54975P102,30929,2130107,,LU
HCA HEALTHCARE INC,40412C101,30640,162683,,
MCCORMICK & CO INC,579780206,30346,340358,,MKC-V
TRIP COM GROUP LTD,89677Q107,30344,765688,,
COCA COLA EUROPEAN PARTNERS,G25839104,29758,570518,,
HORMEL FOODS CORP,440452100,29704,621682,,
KELLOGG CO,487836108,29664,468628,,
BAXTER INTL INC,071813109,29552,350395,,
NEW ORIENTAL ED & TECHNOLOGY,647581107,29119,2079901,,
ALIGN TECHNOLOGY INC,016255101,28788,53161,,ALGN
CLOROX CO DEL,189054109,28513,147830,,
BILIBILI INC,090040106,28427,265520,,BLBLF
TAL EDUCATION GROUP,874080104,28409,527555,,TAL
OLD DOMINION FREIGHT LINE IN,679580100,27970,116343,,
US BANCORP DEL,902973304,25673,464169,,
CERNER CORP,156782104,25533,355213,,
ECOLAB INC,278865100,25463,118949,,ECL
BEIGENE LTD,07725L102,25428,73053,,
SCHWAB CHARLES CORP,808513105,24858,381369,,SCHW-PJ
TESLA INC,88160R101,24753,37059,,
TRUIST FINL CORP,89832Q109,24451,419253,,
CHURCH & DWIGHT INC,171340102,24400,279340,,
DARDEN RESTAURANTS INC,237194105,24251,170782,,DRI
PNC FINL SVCS GROUP INC,693475105,22718,129513,,
VIPSHOP HOLDINGS LIMITED,92763W103,22428,751101,,
ISHARES TR,464287234,22323,418509,,
CARMAX INC,143130102,21139,159350,,KMX
CONAGRA BRANDS INC,205887102,20702,550598,,CAG
IDEXX LABS INC,45168D104,20409,41710,,
ZIMMER BIOMET HOLDINGS INC,98956P102,20113,125642,,
KROGER CO,501044101,19946,554214,,KR
FORD MTR CO DEL,345370860,19578,1598244,,
GENERAL MTRS CO,37045V100,19549,340224,,
GDS HLDGS LTD,36165L108,19530,240848,,
XPENG INC,98422D105,18675,511506,,XPNGF
ZTO EXPRESS CAYMAN INC,98980A105,18370,630205,,
BOSTON BEER INC,100557107,18243,15123,,
NVR INC,62944T105,18161,3855,,NVR
RESMED INC,761152107,17420,89787,,RSMDF
HUNT J B TRANS SVCS INC,445658107,17285,102842,,
AON PLC,G0403H108,16408,71304,,AON
INTERNATIONAL FLAVORS&FRAGRA,459506101,16376,117297,,
TENCENT MUSIC ENTMT GROUP,88034P109,16141,787752,,
GENUINE PARTS CO,372460105,15859,137202,,GPC
SMUCKER J M CO,832696405,15800,124870,,
DARLING INGREDIENTS INC,237266101,15786,214544,,DAR
MASCO CORP,574599106,15637,261051,,
ALBEMARLE CORP,012653101,15555,106460,,ALB-PA
AUTOHOME INC,05278C107,15052,161385,,ATHM
CELANESE CORP DEL,150870103,14941,99730,,CE
CHEGG INC,163092109,14776,172495,,
PULTE GROUP INC,745867101,14580,278032,,
BANK NEW YORK MELLON CORP,064058100,14224,300787,,
WHIRLPOOL CORP,963320106,14160,64262,,
LAMB WESTON HLDGS INC,513272104,14115,182175,,
HUAZHU GROUP LTD,44332N106,13903,253242,,
WEST PHARMACEUTICAL SVSC INC,955306105,13665,48495,,
AMERISOURCEBERGEN CORP,03073E105,13514,114459,,
WILLIAMS SONOMA INC,969904101,13498,75323,,WSM
HOLOGIC INC,436440101,13440,180699,,
MOHAWK INDS INC,608190104,13428,69825,,
FORTUNE BRANDS HOME & SEC IN,34964C106,13384,139674,,
CARRIER GLOBAL CORPORATION,14448C104,13226,313260,,CARR
DEXCOM INC,252131107,13129,36532,,DXCM
ZAI LAB LTD,98887Q104,13020,97578,,ZLAB
ARAMARK,03852U106,12393,328028,,ARMK
LKQ CORP,501889208,12261,289653,,LKQ
LENNOX INTL INC,526107107,11986,38467,,
TAPESTRY INC,876030107,11928,289442,,
COOPER COS INC,216648402,11856,30869,,
LABORATORY CORP AMER HLDGS,50540R409,11812,46316,,
RPM INTL INC,749685103,11794,128402,,
NETEASE INC,64110W102,11707,113376,,
MCKESSON CORP,58155Q103,11662,59791,,MCK
PRICE T ROWE GROUP INC,74144T108,11661,67955,,TROW
BORGWARNER INC,099724106,11118,239827,,BWA
BRIGHT HORIZONS FAM SOL IN D,109194100,11031,64342,,
ALLEGION PLC,G0176J109,11027,87781,,ALLE
LEAR CORP,521865204,10903,60154,,LEA
CASEYS GEN STORES INC,147528103,10749,49722,,
SMITH A O CORP,831865209,10663,157719,,AOS
STERIS PLC,G8473T100,10648,55899,,STE
MOLSON COORS BEVERAGE CO,60871R209,10298,201334,,TAP
ADVANCE AUTO PARTS INC,00751Y106,10215,55670,,AAP
GUARDANT HEALTH INC,40131M109,10174,66646,,
RESTAURANT BRANDS INTL INC,76131D103,10074,154946,,
CARDINAL HEALTH INC,14149Y108,9969,164093,,CAH
ABIOMED INC,003654100,9881,31001,,
OWENS CORNING NEW,690742101,9852,106987,,OC
BEYOND MEAT INC,08862E109,9675,74358,,
US FOODS HLDG CORP,912008109,9449,247886,,
UNDER ARMOUR INC,904311107,9377,423141,,
POOL CORP,73278L105,9371,27143,,POOL
TEXAS ROADHOUSE INC,882681109,9205,95945,,
FIRST REP BK SAN FRANCISCO C,33616C100,9178,55043,,
TELEFLEX INCORPORATED,879369106,9074,21842,,
MASIMO CORP,574795100,8831,38453,,
GENTEX CORP,371901109,8763,245665,,GNTX
DENTSPLY SIRONA INC,24906P109,8733,136858,,XRAY
AMERIPRISE FINL INC,03076C106,8652,37221,,
FRESHPET INC,358039105,8633,54363,,
STATE STR CORP,857477103,8578,102107,,
RALPH LAUREN CORP,751212101,8523,69199,,RL
INGREDION INC,457187102,8098,90059,,INGR
SVB FINANCIAL GROUP,78486Q101,8097,16401,,
JOYY INC,46591M109,8074,86142,,JOYY
DOMINOS PIZZA INC,25754A201,8061,21917,,DPZ
FIFTH THIRD BANCORP,316773100,8060,215229,,FITB-PK
QUEST DIAGNOSTICS INC,74834L100,7980,62176,,DGX
AUTOLIV INC,052800109,7942,85580,,ALV
WEIBO CORP,948596101,7788,154333,,WEIBF
IQIYI INC,46267X108,7787,468531,,
M & T BK CORP,55261F104,7627,50310,,
GALLAGHER ARTHUR J & CO,363576109,7537,60405,,
OLLIES BARGAIN OUTLET HLDGS,681116109,7519,86427,,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,7516,156295,,
CAPRI HOLDINGS LIMITED,G1890L107,7485,146773,,
HELEN OF TROY LTD,G4388N106,7392,35091,,HELE
TEMPUR SEALY INTL INC,88023U101,7299,199649,,
PVH CORPORATION,693656100,7293,69001,,
PILGRIMS PRIDE CORP,72147K108,7215,303258,,PPC
AUTONATION INC,05329W102,7175,76966,,
THOR INDS INC,885160101,7174,53244,,
TOLL BROTHERS INC,889478103,7088,124948,,
AXALTA COATING SYS LTD,G0750C108,6792,229612,,
GRAND CANYON ED INC,38526M106,6730,62840,,
NORTHERN TR CORP,665859104,6660,63365,,
MARKETAXESS HLDGS INC,57060D108,6410,12873,,
HANESBRANDS INC,410345102,6367,323716,,
REGIONS FINANCIAL CORP NEW,7591EP100,6328,306281,,RF-PF
PERFORMANCE FOOD GROUP CO,71377A103,6249,108473,,PFGC
GSX TECHEDU INC,36257Y109,6117,180554,,
FLOWERS FOODS INC,343498101,6109,256664,,FLO
KEYCORP,493267108,6037,302176,,
PENUMBRA INC,70975L107,5966,22049,,PEN
HERBALIFE NUTRITION LTD,G4412G101,5827,131368,,
CITIZENS FINANCIAL GROUP INC,174610105,5810,131603,,
LEGGETT & PLATT INC,524660107,5784,126703,,LEG
UNIVERSAL HLTH SVCS INC,913903100,5770,43259,,
LANCASTER COLONY CORP,513847103,5653,32237,,
COLUMBIA SPORTSWEAR CO,198516106,5441,51508,,COLM
ISHARES INC,464286822,5432,123943,,
AMERCO,023586100,5415,8839,,
LI AUTO INC,50202M102,5304,212150,,LAAOF
RAYMOND JAMES FINL INC,754730109,5282,43098,,
ASHLAND GLOBAL HLDGS INC,044186104,5208,58667,,
ISHARES INC,464286772,5149,57400,,
PRINCIPAL FINANCIAL GROUP IN,74251V102,5138,85696,,
AMEDISYS INC,023436108,5053,19084,,
HUNTINGTON BANCSHARES INC,446150104,4843,308093,,
BARRICK GOLD CORP,067901108,4753,239619,,
FRANKLIN RESOURCES INC,354613101,4712,159202,,BEN
VERTEX PHARMACEUTICALS INC,92532F100,4661,21689,,
EQUITABLE HLDGS INC,29452E101,4397,134794,,
CARTERS INC,146229109,4363,49064,,CRI
ADIENT PLC,G0084W101,4362,98696,,ADNT
NATIONAL BEVERAGE CORP,635017106,4351,88956,,FIZZ
HENRY SCHEIN INC,806407102,4253,61421,,HSIC
KB HOME,48666K109,4184,89928,,KBH
BROWN & BROWN INC,115236101,4159,90985,,
GILEAD SCIENCES INC,375558103,3981,61592,,
M D C HLDGS INC,552676108,3950,66505,,
GRACE W R & CO DEL NEW,38388F108,3889,64970,,
RYDER SYS INC,783549108,3820,50490,,
BAUSCH HEALTH COS INC,071734107,3801,119826,,
SIGNATURE BK NEW YORK N Y,82669G104,3769,16669,,
CARVANA CO,146869102,3719,14172,,CVNA
BAOZUN INC,06684L103,3657,95871,,BZUN
VISTEON CORP,92839U206,3534,28979,,VC
GOODYEAR TIRE & RUBR CO,382550101,3460,196952,,
LPL FINL HLDGS INC,50212V100,3452,24283,,
INVESCO LTD,G491BT108,3383,134129,,IVZ
SEI INVTS CO,784117103,3373,55355,,
BOEING CO,097023105,3355,13173,,BA-PA
MOMO INC,60879B107,3236,219534,,
CGI INC,12532H104,3206,38492,,GIB
EAST WEST BANCORP INC,27579R104,3191,43238,,EWBC
ISHARES INC,464286400,3126,93450,,
COMERICA INC,200340107,3094,43123,,
TREX CO INC,89531P105,2988,32644,,TREX
CHEMED CORP NEW,16359R103,2870,6242,,CHE
FIRST HORIZON CORPORATION,320517105,2867,169548,,FHN-PH
DOUYU INTL HLDGS LTD,25985W105,2838,272656,,
KINROSS GOLD CORP,496902404,2787,418498,,KGCRF
COMMERCE BANCSHARES INC,200525103,2776,36238,,
ZIONS BANCORPORATION N A,989701107,2776,50518,,
DELTA AIR LINES INC DEL,247361702,2752,56999,,
HUTCHISON CHINA MEDITECH LTD,44842L103,2581,91361,,
NOAH HLDGS LTD,65487X102,2439,54940,,
VOYA FINANCIAL INC,929089100,2378,37372,,
SIMON PPTY GROUP INC NEW,828806109,2372,20849,,
ARES CAPITAL CORP,04010L103,2366,126478,,ARCC
BIOGEN INC,09062X103,2349,8397,,BIIB
CANOPY GROWTH CORP,138035100,2317,72167,,CGC
QUIDEL CORP,74838J101,2290,17902,,
JEFFERIES FINL GROUP INC,47233W109,2251,74780,,
TFS FINL CORP,87240R107,2179,106969,,
AFFILIATED MANAGERS GROUP IN,008252108,2107,14135,,
FOX CORP,35137L105,2107,58363,,FOX
CULLEN FROST BANKERS INC,229899109,2061,18946,,
HUYA INC,44852D108,2038,104611,,HUYA
SYNOVUS FINL CORP,87161C501,2031,44398,,
CSX CORP,126408103,1972,20451,,CSX
INOVALON HLDGS INC,45781D101,1959,68058,,
NEW YORK CMNTY BANCORP INC,649445103,1900,150564,,
VROOM INC,92918V109,1858,47662,,
TELADOC HEALTH INC,87918A105,1849,10175,,
SOUTHWEST AIRLS CO,844741108,1847,30244,,
BOK FINL CORP,05561Q201,1835,20544,,
OPEN TEXT CORP,683715106,1819,38154,,OTEX
SNAP INC,83304A106,1818,34761,,SNAP
POPULAR INC,733174700,1791,25469,,
WEYERHAEUSER CO MTN BE,962166104,1756,49337,,
VALLEY NATL BANCORP,919794107,1657,120568,,
51JOB INC,316827104,1654,26425,,
SHOPIFY INC,82509L107,1625,1472,,SHOP
BANK OZK,06417N103,1584,38783,,OZKAP
VERISIGN INC,92343E102,1566,7877,,
SIRIUS XM HOLDINGS INC,82968B103,1551,254626,,SIRI
WORKDAY INC,98138H101,1530,6160,,
NORFOLK SOUTHN CORP,655844108,1522,5669,,
STANTEC INC,85472N109,1466,34248,,STN
UNITED PARCEL SERVICE INC,911312106,1445,8501,,UPS
GREAT WESTN NATL BK PORTLAND,695263103,1368,35866,,
WILLIS TOWERS WATSON PLC LTD,G96629103,1364,5959,,WTW
MAGNA INTL INC,559222401,1363,15475,,
DAQO NEW ENERGY CORP,23703Q203,1349,17863,,DQ
CANADIAN NATL RY CO,136375102,1240,10688,,
CRONOS GROUP INC,22717L101,1173,124142,,CRON
KINDER MORGAN INC DEL,49456B101,1160,69674,,
HARTFORD FINL SVCS GROUP INC,416515104,1125,16840,,
WHEATON PRECIOUS METALS CORP,962879102,1115,29185,,WPM
BANK HAWAII CORP,062540109,1111,12417,,
SSR MNG INC,784730103,1108,77473,,
B2GOLD CORP,11777Q209,1103,256285,,BTG
WEST FRASER TIMBER CO LTD,952845105,1102,15323,,
AGNICO EAGLE MINES LTD,008474108,1051,18182,,AEM
BIOMARIN PHARMACEUTICAL INC,09061G101,1015,13438,,BMRN
WESTERN DIGITAL CORP.,958102105,1009,15119,,WDC
ALLEGHANY CORP DEL,017175100,1008,1610,,
21VIANET GROUP INC,90138A103,996,30849,,
ASSOCIATED BANC CORP,045487105,995,46629,,
MICROSOFT CORP,594918104,994,4214,,MSFT
ARISTA NETWORKS INC,040413106,993,3288,,
YAMANA GOLD INC,98462Y100,984,226469,,
CRESCENT PT ENERGY CORP,22576C101,982,235541,,
SUN CMNTYS INC,866674104,964,6425,,
L BRANDS INC,501797104,954,15416,,
ALEXION PHARMACEUTICALS INC,015351109,950,6211,,
