name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,1831726,12945059,,AAPL
AMAZON COM INC,023135106,948040,288593,,AMZN
TAIWAN SEMICONDUCTOR MFG LTD,874039100,748838,6707017,,
ALPHABET INC,02079K107,543150,203785,,GOOGN
JOHNSON & JOHNSON,478160104,482726,2989017,,JNJ
TEXAS INSTRS INC,882508104,427475,2224001,,
ALLSTATE CORP,020002101,361248,2837544,,ALL-PB
MERCK & CO INC,58933Y105,355027,4726763,,
UNITEDHEALTH GROUP INC,91324P102,338555,866446,,UNH
HOME DEPOT INC,437076102,337603,1028463,,
ANTHEM INC,036752103,299699,803914,,
BERKSHIRE HATHAWAY INC DEL,084670702,292629,1072135,,BRK-A
NVIDIA CORPORATION,67066G104,292310,1411036,,NVDA
PFIZER INC,717081103,236199,5491716,,PFE
VERIZON COMMUNICATIONS INC,92343V104,229209,4243820,,VZ
3M CO,88579Y101,228357,1301775,,MMM
GOLDMAN SACHS GROUP INC,38141G104,215561,570222,,GS-PD
ORACLE CORP,68389X105,215001,2467584,,ORCL-PD
APPLIED MATLS INC,038222105,213540,1658817,,
ABBVIE INC,00287Y109,212769,1972456,,ABBV
PUBLIC STORAGE,74460D109,212464,715125,,PSA-PS
LAUDER ESTEE COS INC,518439104,208383,694772,,
TRANE TECHNOLOGIES PLC,G8994E103,201959,1169761,,TT
BROADCOM INC,11135F101,201851,416248,,AVGO
EXPEDITORS INTL WASH INC,302130109,195277,1639194,,
TESLA INC,88160R101,188048,242492,,
NIKE INC,654106103,187901,1293816,,
VALE S A,91912E105,176985,12687086,,
EVEREST RE GROUP LTD,G3223R108,176463,703655,,
BEST BUY INC,086516101,175259,1657926,,
MEDTRONIC PLC,G5960L103,172684,1377612,,MDT
LAM RESEARCH CORP,512807108,168073,295305,,LRCX
QUALCOMM INC,747525103,167736,1300480,,
HP INC,40434L105,166534,6086763,,HPQ
COLGATE PALMOLIVE CO,194162103,163993,2169793,,CL
MODERNA INC,60770K107,163669,431196,,
METTLER TOLEDO INTERNATIONAL,592688105,162301,117835,,
ROBERT HALF INTL INC,770323103,162210,1616761,,
MONSTER BEVERAGE CORP NEW,61174X109,156934,1766677,,MNST
EMERSON ELEC CO,291011104,156899,1665591,,
MASTERCARD INCORPORATED,57636Q104,155618,447589,,
WASTE MGMT INC DEL,94106L109,153219,1025834,,
INTERNATIONAL BUSINESS MACHS,459200101,144305,1038685,,
PRICE T ROWE GROUP INC,74144T108,142612,725023,,TROW
SNAP ON INC,833034101,136816,654781,,
PROGRESSIVE CORP,743315103,134172,1484372,,
PULTE GROUP INC,745867101,134159,2921579,,
BIO RAD LABS INC,090572207,133136,178478,,
OREILLY AUTOMOTIVE INC,67103H107,126022,206235,,
SVB FINANCIAL GROUP,78486Q101,125874,194586,,
T-MOBILE US INC,872590104,125481,982158,,
NEXTERA ENERGY INC,65339F101,124573,1586513,,NEE-PS
MICRON TECHNOLOGY INC,595112103,124480,1753728,,MU
EXXON MOBIL CORP,30231G102,123709,2103178,,
KROGER CO,501044101,122889,3039545,,KR
PAYPAL HLDGS INC,70450Y103,122361,470238,,
HUMANA INC,444859102,120966,310847,,HUM
QUEST DIAGNOSTICS INC,74834L100,118887,818162,,DGX
NEWMONT CORP,651639106,116723,2149604,,
AMDOCS LTD,G02602103,115147,1520901,,DOX
LABORATORY CORP AMER HLDGS,50540R409,114745,407708,,
MOLINA HEALTHCARE INC,60855R100,114233,421044,,
TYSON FOODS INC,902494103,113485,1437616,,
MCKESSON CORP,58155Q103,112827,565890,,MCK
ACTIVISION BLIZZARD INC,00507V109,107053,1383289,,
AUTONATION INC,05329W102,105763,868620,,
ANGLOGOLD ASHANTI LIMITED,035128206,104906,6560750,,
SMUCKER J M CO,832696405,101944,849317,,
GENERAC HLDGS INC,368736104,100883,246857,,
GRAINGER W W INC,384802104,99513,253174,,
LENNAR CORP,526057104,98001,1046120,,
AGILENT TECHNOLOGIES INC,00846U101,97000,615753,,
SIBANYE STILLWATER LTD,82575P107,95519,7740634,,SBYSF
PERKINELMER INC,714046109,94266,543979,,
POPULAR INC,733174700,93875,1208645,,
ECOLAB INC,278865100,93216,446820,,ECL
INTERNATIONAL PAPER CO,460146103,92747,1658569,,
BRISTOL-MYERS SQUIBB CO,110122108,91303,1543067,,
MARKEL CORP,570535104,90729,75916,,
AGCO CORP,001084102,90482,738449,,
ZEBRA TECHNOLOGIES CORPORATI,989207105,87668,170090,,
HUNTINGTON INGALLS INDS INC,446413106,86833,449773,,
MONDELEZ INTL INC,609207105,86142,1480605,,
PHILIP MORRIS INTL INC,718172109,86017,907446,,
ELECTRONIC ARTS INC,285512109,85509,608864,,EA
WATERS CORP,941848103,80822,226203,,
GILEAD SCIENCES INC,375558103,79462,1137606,,
GENTEX CORP,371901109,78846,2390718,,GNTX
COGNIZANT TECHNOLOGY SOLUTIO,192446102,78215,1053970,,
ASSURANT INC,04621X108,77118,488864,,
CONOCOPHILLIPS,20825C104,74850,1104473,,COP
OSHKOSH CORP,688239201,74832,730991,,OSK
WIPRO LTD,97651M109,74511,8438393,,WIT
JOHNSON CTLS INTL PLC,G51502105,74220,1090191,,
CVS HEALTH CORP,126650100,74138,873648,,CVS
BATH & BODY WORKS INC,070830104,72638,1152441,,
AVERY DENNISON CORP,053611109,72613,350431,,AVY
AT&T INC,00206R102,71231,2637202,,T-PC
ORGANON & CO,68622V106,71215,2171865,,OGN
CADENCE DESIGN SYSTEM INC,127387108,71021,468974,,
CATERPILLAR INC,149123101,70949,369585,,CAT
ROLLINS INC,775711104,70718,2001650,,ROL
LOCKHEED MARTIN CORP,539830109,70055,202999,,LMT
EDWARDS LIFESCIENCES CORP,28176E108,69773,616313,,EW
HUNT J B TRANS SVCS INC,445658107,69195,413794,,
MOHAWK INDS INC,608190104,68742,387495,,
PROLOGIS INC.,74340W103,67501,538160,,
ALLEGION PLC,G0176J109,63654,481569,,ALLE
DICKS SPORTING GOODS INC,253393102,63415,529476,,
NORTHROP GRUMMAN CORP,666807102,62738,174200,,
REGAL BELOIT CORP,758750103,62689,416982,,
CHEVRON CORP NEW,166764100,62555,616611,,CVX
ROCKWELL AUTOMATION INC,773903109,62400,212217,,
CACI INTL INC,127190304,61912,236216,,
KOHLS CORP,500255104,61769,1322392,,KSS
GLOBAL PMTS INC,37940X102,61628,391089,,
JAZZ PHARMACEUTICALS PLC,G50871105,61531,472554,,JAZZ
PENSKE AUTOMOTIVE GRP INC,70959W103,61191,608258,,
STATE STR CORP,857477103,61046,720561,,
CABOT OIL & GAS CORP,127097103,60599,2784903,,
AMEREN CORP,023608102,60553,747570,,AEE
AMERICAN WTR WKS CO INC NEW,030420103,60323,356858,,
LINDE PLC,G5494J103,59656,203341,,LIN
WEST PHARMACEUTICAL SVSC INC,955306105,59620,140435,,
TRACTOR SUPPLY CO,892356106,58459,288531,,
COLUMBIA SPORTSWEAR CO,198516106,57515,600114,,COLM
TAPESTRY INC,876030107,57171,1544332,,
PARKER-HANNIFIN CORP,701094104,57083,204146,,PH
TEXTRON INC,883203101,57082,817683,,TXT
CELANESE CORP DEL,150870103,55979,371607,,CE
SCHNEIDER NATIONAL INC,80689H102,55442,2438070,,
RELIANCE STEEL & ALUMINUM CO,759509102,55227,387775,,
VERISIGN INC,92343E102,55120,268867,,
FASTENAL CO,311900104,54238,1050916,,FAST
VIRTU FINL INC,928254101,53348,2183718,,
GARTNER INC,366651107,53022,174484,,IT
ALTRIA GROUP INC,02209S103,52707,1157879,,
WESTROCK CO,96145D105,52555,1054679,,
FORD MTR CO DEL,345370860,52160,3683619,,
WHIRLPOOL CORP,963320106,52149,255808,,
BRUNSWICK CORP,117043109,51822,543953,,BC-PC
PAYCHEX INC,704326107,51782,460493,,PAYX
MANPOWERGROUP INC WIS,56418H100,51662,477116,,
PRUDENTIAL FINL INC,744320102,51570,490210,,
GENUINE PARTS CO,372460105,51466,424532,,GPC
GENERAL MLS INC,370334104,50675,847131,,
MONOLITHIC PWR SYS INC,609839105,50667,104537,,
FIDELITY NATIONAL FINANCIAL,31620R303,50387,1111313,,
JABIL INC,466313103,50338,862389,,JBL
ILLUMINA INC,452327109,50167,123683,,
IQVIA HLDGS INC,46266C105,49107,205007,,
IDEX CORP,45167R104,48911,236342,,
LYONDELLBASELL INDUSTRIES N,N53745100,48841,520414,,
MDU RES GROUP INC,552690109,48526,1635531,,
ANALOG DEVICES INC,032654105,47963,286383,,ADI
BOOZ ALLEN HAMILTON HLDG COR,099502106,47577,599578,,
PUBLIC SVC ENTERPRISE GRP IN,744573106,47199,775032,,
OTIS WORLDWIDE CORP,68902V107,47137,572886,,OTIS
KEYSIGHT TECHNOLOGIES INC,49338L103,46484,282938,,
DTE ENERGY CO,233331107,46412,415466,,DTG
XCEL ENERGY INC,98389B100,45746,731935,,XELLL
QURATE RETAIL INC,74915M100,45416,4456944,,
TEXAS ROADHOUSE INC,882681109,44881,491419,,
WESTLAKE CHEM CORP,960413102,44713,490600,,
AON PLC,G0403H108,44460,155579,,AON
CHURCH & DWIGHT INC,171340102,44440,538206,,
AMETEK INC,031100100,44085,355495,,
BAXTER INTL INC,071813109,44042,547581,,
SLM CORP,78442P106,43991,2536230,,SLMBP
MARSH & MCLENNAN COS INC,571748102,43967,290345,,
CARTERS INC,146229109,43573,448094,,CRI
YELP INC,985817105,42243,1134357,,YELP
OMNICOM GROUP INC,681919106,42189,582238,,OMC
AUTOLIV INC,052800109,41901,488810,,ALV
NU SKIN ENTERPRISES INC,67018T105,41551,1026723,,
WERNER ENTERPRISES INC,950755108,41513,937724,,WERN
CASEYS GEN STORES INC,147528103,41482,220121,,
UNITED RENTALS INC,911363109,41218,117454,,
BOYD GAMING CORP,103304101,40310,637219,,BYD
MICROSOFT CORP,594918104,40144,142394,,MSFT
SALESFORCE COM INC,79466L302,39892,147084,,
FOOT LOCKER INC,344849104,39816,872006,,
TRI POINTE HOMES INC,87265H109,39733,1890225,,
DARDEN RESTAURANTS INC,237194105,39542,261054,,DRI
WORLD FUEL SVCS CORP,981475106,39442,1173172,,
SMITH A O CORP,831865209,38502,630457,,AOS
VISHAY INTERTECHNOLOGY INC,928298108,38245,1903661,,VSH
DEVON ENERGY CORP NEW,25179M103,37673,1069027,,
DUPONT DE NEMOURS INC,26614N102,37105,545744,,
ALLIANCE DATA SYSTEMS CORP,018581108,36982,366557,,
F5 NETWORKS INC,315616102,36836,185310,,
GENERAL DYNAMICS CORP,369550108,36613,186771,,GD
COMCAST CORP NEW,20030N101,36501,652625,,CCZ
MORGAN STANLEY,617446448,36499,375077,,MS-PQ
WATSCO INC,942622200,36335,137309,,WSO-B
EQUINIX INC,29444U700,36211,45829,,EQIX
HENRY SCHEIN INC,806407102,36015,472884,,HSIC
OLD REP INTL CORP,680223104,35934,1553579,,
KINDER MORGAN INC DEL,49456B101,35897,2145655,,
HENRY JACK & ASSOC INC,426281101,35886,218738,,
SOUTHWEST AIRLS CO,844741108,35795,695992,,
CHARLES RIV LABS INTL INC,159864107,35779,86702,,
CITIZENS FINL GROUP INC,174610105,35775,761485,,
SYNEOS HEALTH INC,87166B102,35771,408902,,
EMCOR GROUP INC,29084Q100,35689,309313,,
PENTAIR PLC,G7S00T104,35677,491209,,PNR
MSC INDL DIRECT INC,553530106,35645,444503,,
BERRY GLOBAL GROUP INC,08579W103,35502,583139,,
CIRRUS LOGIC INC,172755100,35409,429986,,
NEWMARKET CORP,651587107,35213,103945,,NEU
RYDER SYS INC,783549108,35146,424933,,
FIDELITY NATL INFORMATION SV,31620M106,34860,286487,,
JEFFERIES FINL GROUP INC,47233W109,34738,935585,,
FIRST AMERN FINL CORP,31847R102,34617,516293,,
DOMINION ENERGY INC,25746U109,34468,472041,,
TEGNA INC,87901J105,34373,1743040,,
DOCUSIGN INC,256163106,34243,133018,,
MCCORMICK & CO INC,579780206,34200,422061,,MKC-V
ACUITY BRANDS INC,00508Y102,33965,195908,,
STEEL DYNAMICS INC,858119100,33663,575626,,STLD
DOLBY LABORATORIES INC,25659T107,33641,382289,,
WHITE MTNS INS GROUP LTD,G9618E107,33523,31341,,
BERKLEY W R CORP,084423102,33241,454230,,WRB-PH
EPAM SYS INC,29414B104,33226,58243,,
NRG ENERGY INC,629377508,32955,807121,,
COOPER COS INC,216648402,32833,79439,,
KILROY RLTY CORP,49427F108,32577,492025,,
UNUM GROUP,91529Y106,32507,1297156,,UNMA
HARTFORD FINL SVCS GROUP INC,416515104,32505,462708,,
BK OF AMERICA CORP,060505104,32367,762476,,
ALASKA AIR GROUP INC,011659109,32118,548084,,
HEALTHCARE SVCS GROUP INC,421906108,32009,1280871,,
STARBUCKS CORP,855244109,31810,288368,,SBUX
ZIONS BANCORPORATION N A,989701107,31562,509975,,
SEI INVTS CO,784117103,31123,524845,,
EAST WEST BANCORP INC,27579R104,30973,399449,,EWBC
AVNET INC,053807103,30955,837313,,AVT
ADVANCE AUTO PARTS INC,00751Y106,30812,147504,,AAP
ADVANCED MICRO DEVICES INC,007903107,30746,298796,,AMD
UNITED STATES STL CORP NEW,912909108,30721,1398306,,
EASTMAN CHEM CO,277432100,30443,302191,,
AMERIPRISE FINL INC,03076C106,30383,115033,,
XEROX HOLDINGS CORP,98421M106,30221,1498313,,XRXDW
AMPHENOL CORP NEW,032095101,30068,410591,,
MOTOROLA SOLUTIONS INC,620076307,30030,129262,,
TIMKEN CO,887389104,29943,457702,,TKR
METLIFE INC,59156R108,29805,482836,,MET-PF
COMMERCE BANCSHARES INC,200525103,29796,427607,,
SERVICENOW INC,81762P102,29766,47861,,
CROCS INC,227046109,29436,205159,,
MURPHY USA INC,626755102,29341,175420,,MUSA
TE CONNECTIVITY LTD,H84989104,29250,213162,,
FORTUNE BRANDS HOME & SEC IN,34964C106,29226,326843,,
BEIGENE LTD,07725L102,28914,79652,,
WESTERN DIGITAL CORP.,958102105,28853,511210,,WDC
TOLL BROTHERS INC,889478103,28611,517471,,
STERIS PLC,G8473T100,28459,139315,,STE
ROSS STORES INC,778296103,28272,259733,,
ADTALEM GLOBAL ED INC,00737L103,27931,738725,,
NUCOR CORP,670346105,27922,283503,,NUE
ASSOCIATED BANC CORP,045487105,27793,1297507,,
MILLER HERMAN INC,600544100,27569,732044,,
TEREX CORP NEW,880779103,27324,649037,,TEX
AMKOR TECHNOLOGY INC,031652100,27272,1093073,,
LOUISIANA PAC CORP,546347105,27267,444304,,
FORTINET INC,34959E109,27213,93181,,
CARLISLE COS INC,142339100,27198,136819,,
LITHIA MTRS INC,536797103,27147,85627,,
LEAR CORP,521865204,27098,173175,,LEA
TERADATA CORP DEL,88076W103,27056,474417,,
UGI CORP NEW,902681105,26884,630781,,
