name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO QQQ TR,46090E103,363668,2024203,,
MCDONALDS CORP,580135101,183444,966003,,MCD
DISNEY WALT CO,254687106,155563,1401094,,
FIDELITY NATL INFORMATION SV,31620M106,139694,1235134,,
FIFTH THIRD BANCORP,316773100,125588,4979695,,FITB-PK
VISA INC,92826C839,107801,690193,,V
TJX COS INC NEW,872540109,107636,2022861,,
WILLIS TOWERS WATSON PUB LTD,G96629103,101009,575059,,
S&P GLOBAL INC,78409V104,99807,474030,,SPGI
MICROSOFT CORP,594918104,97092,823228,,MSFT
APPLE INC,037833100,96628,508700,CALL,AAPL
MORGAN STANLEY,617446448,95927,2273140,,MS-PQ
UNITED TECHNOLOGIES CORP,913017109,93547,725792,,
E TRADE FINANCIAL CORP,269246401,93180,2006901,,
AUTOZONE INC,053332102,90991,88848,,AZO
PFIZER INC,717081103,88292,2078925,,PFE
VOYA FINL INC,929089100,87408,1749555,,
HARTFORD FINL SVCS GROUP INC,416515104,86967,1749142,,
RAYMOND JAMES FINANCIAL INC,754730109,86618,1077208,,RJF
ADVANCE AUTO PARTS INC,00751Y106,86385,506566,,AAP
GALLAGHER ARTHUR J & CO,363576109,85258,1091657,,
SYSCO CORP,871829107,84747,1269435,,SYY
LOWES COS INC,548661107,84465,771583,,
BLACKROCK INC,09247X101,83896,196307,,
ALIGN TECHNOLOGY INC,016255101,82004,288411,,ALGN
ANHEUSER BUSCH INBEV SA/NV,03524A108,80688,960912,,
HONEYWELL INTL INC,438516106,80444,506191,,
CATERPILLAR INC DEL,149123101,80429,593618,,CAT
ZIMMER BIOMET HLDGS INC,98956P102,77919,610169,,
COMMSCOPE HLDG CO INC,20337X109,77058,3546142,,
CROWN CASTLE INTL CORP NEW,22822V101,69894,546043,,
AUTODESK INC,052769106,66618,427529,,
KEYSIGHT TECHNOLOGIES INC,49338L103,66431,761823,,
CAPITAL ONE FINL CORP,14040H105,65092,796816,,
VERISIGN INC,92343E102,64928,357612,,
CHURCHILL DOWNS INC,171484108,64251,711847,,CHDN
INGERSOLL-RAND PLC,G47791101,63855,591526,,
ASSURANT INC,04621X108,62915,662888,,
US BANCORP DEL,902973304,61891,1284313,,
NEW RESIDENTIAL INVT CORP,64828T201,61469,3635043,,
ROYAL CARIBBEAN CRUISES LTD,V7780T103,60464,527515,,RCL
US FOODS HLDG CORP,912008109,58885,1686779,,
BAKER HUGHES A GE CO,05722G100,55451,2000395,,
MYLAN N V,N59465109,55404,1954967,,
CHIPOTLE MEXICAN GRILL INC,169656105,54071,76123,,CMG
RED HAT INC,756577102,53979,295449,,
TWITTER INC,90184L102,51924,1579209,,
MARTIN MARIETTA MATLS INC,573284106,51844,257699,,
