name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287655,1419545,6915500,PUT,
SPDR S&P 500 ETF TR,78462F103,688841,1525200,PUT,
ISHARES TR,464288513,676835,8225000,PUT,
PLUG PWR INC,72919PAD5,674908,118542000,,
BOSTON SCIENTIFIC CORP,101137107,564220,12739228,,BSX
BOOKING HOLDINGS INC,09857L108,451990,192463,,BKNG
ISHARES INC,46434G103,430282,7745852,,
ISHARES TR,464287432,416281,3151731,,
JOHNSON CTLS INTL PLC,G51502105,383369,5846715,,
SELECT SECTOR SPDR TR,81369Y605,367106,9580000,CALL,
ISHARES TR,464287739,337657,3120100,PUT,
VANGUARD BD INDEX FDS,921937827,328210,4213224,,
INVESCO QQQ TR,46090E103,315410,870000,CALL,
SEA LTD,81141RAF7,314017,198172000,,SE
STRYKER CORPORATION,863667101,284161,1062880,,SYK
ILLUMINA INC,452327109,272563,780089,,
M & T BK CORP,55261F104,272298,1606478,,
ADVANCED MICRO DEVICES INC,007903107,253528,2318710,,AMD
BILL COM HLDGS INC,090043AB6,253341,158910000,,
LIVENT CORP,53814LAB4,228565,73457000,,
ROSS STORES INC,778296103,226693,2506001,,
CYTOKINETICS INC,23282WAA8,212120,57931000,,CYTK
MONSTER BEVERAGE CORP NEW,61174X109,205993,2578131,,MNST
MCKESSON CORP,58155Q103,205516,671336,,MCK
VANGUARD INDEX FDS,922908751,201948,950256,,
CSX CORP,126408103,199523,5327708,,CSX
S&P GLOBAL INC,78409V104,193076,470710,,SPGI
VULCAN MATLS CO,929160109,190800,1038648,,
SNAP INC,83304A106,190000,5279238,,SNAP
FIFTH THIRD BANCORP,316773100,184291,4281863,,FITB-PK
VAIL RESORTS INC,91879Q109,183933,706699,,MTN
WAYFAIR INC,94419LAD3,182186,151845000,,W
AMERICAN EAGLE OUTFITTERS IN,02553EAB2,176447,84000000,,
DATADOG INC,23804LAB9,176169,99500000,,
SPDR GOLD TR,78463V107,174309,964899,,
