name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,663096000,7894000,PUT,AMZN
COLGATE PALMOLIVE CO,194162103,467466113,5933064,,CL
EXXON MOBIL CORP,30231G102,446847360,4051200,PUT,
TESLA INC,88160R101,438288729,3558116,,
NETFLIX INC,64110L106,337519648,1144600,PUT,NFLX
ADVANCED MICRO DEVICES INC,007903107,333267558,5145400,PUT,AMD
ALPHABET INC,02079K305,298350804,3381512,,GOOGN
PALO ALTO NETWORKS INC,697435AD7,275809804,174400000,,PANW
DEXCOM INC,252131AH0,268504274,97404000,,DXCM
MCDONALDS CORP,580135101,258309207,980189,,MCD
ISHARES TR,464288281,255212006,3017047,,
MERCADOLIBRE INC,58733R102,254295120,300500,CALL,MELI
INTEL CORP,458140100,245505627,9288900,PUT,INTC
APPLE INC,037833100,243332904,1872800,PUT,AAPL
CHEVRON CORP NEW,166764100,229118985,1276500,CALL,CVX
GOLDMAN SACHS GROUP INC,38141G104,220862016,643200,PUT,GS-PD
DISNEY WALT CO,254687106,205975104,2370800,PUT,
SELECT SECTOR SPDR TR,81369Y506,197143385,2253840,,
LIBERTY MEDIA CORP DEL,531229607,192023627,4907325,,FWONB
ALIBABA GROUP HLDG LTD,01609W102,191525278,2174200,CALL,
EQT CORP,26884LAK5,187418879,80429000,,EQT
AMERICAN EXPRESS CO,025816109,186173274,1260056,,AXP
VISA INC,92826C839,183909152,885200,CALL,V
CHESAPEAKE ENERGY CORP,165167735,182941624,1938557,,
MICROSOFT CORP,594918104,182574966,761300,PUT,MSFT
JPMORGAN CHASE & CO,46625H100,179908560,1341600,CALL,JPM-PM
BRISTOL-MYERS SQUIBB CO,110122108,178644655,2482900,CALL,
WALMART INC,931142103,177294216,1250400,CALL,WMT
MICRON TECHNOLOGY INC,595112103,168747474,3376300,PUT,MU
OCCIDENTAL PETE CORP,674599105,168117286,2668952,,
ZSCALER INC,98980GAB8,168011097,159717000,,
TJX COS INC NEW,872540109,167172418,2100156,,
BOEING CO,097023105,164716703,864700,CALL,BA-PA
AMGEN INC,031162100,162969696,620506,,AMGN
SVB FINANCIAL GROUP,78486Q101,161962636,703757,,
WELLS FARGO CO NEW,949746101,160485972,3886800,PUT,
AUTOZONE INC,053332102,154876104,62800,PUT,AZO
ETSY INC,29786AAJ5,153515955,99236000,,ETSY
LPL FINL HLDGS INC,50212V100,152720646,706484,,
COSTCO WHSL CORP NEW,22160K105,152607950,334300,CALL,
PROCTER AND GAMBLE CO,742718109,151196256,997600,CALL,
ALPHABET INC,02079K107,145517200,1640000,CALL,GOOGN
BANK AMERICA CORP,060505104,143865696,4343771,,
THE TRADE DESK INC,88339J105,142433383,3177189,,
EDWARDS LIFESCIENCES CORP,28176E108,139506673,1869812,,EW
SCHWAB CHARLES CORP,808513105,137650677,1653263,,SCHW-PJ
COGNIZANT TECHNOLOGY SOLUTIO,192446102,136122208,2380175,,
CHENIERE ENERGY INC,16411R208,135539696,903839,,
PALO ALTO NETWORKS INC,697435105,135420779,970480,,PANW
CHECK POINT SOFTWARE TECH LT,M22465104,131688205,1043819,,
LIBERTY MEDIA CORP DEL,531229409,127764694,3250183,,FWONB
NVIDIA CORPORATION,67066G104,125646934,859771,,NVDA
MONGODB INC,60937PAD8,124014394,105404000,,
SHIFT4 PMTS INC,82452J109,123040407,2199900,CALL,
SPLUNK INC,848637AC8,121788278,126102000,,
ROKU INC,77543R102,120111968,2951154,,
DOCUSIGN INC,256163106,119630277,2158612,,
CATERPILLAR INC,149123101,116953192,488200,PUT,CAT
BROADCOM INC,11135F101,116690431,208700,CALL,AVGO
PALO ALTO NETWORKS INC,697435AF2,115338125,78039000,,PANW
LIVE NATION ENTERTAINMENT IN,538034AQ2,115277515,108313000,,
GENERAL MTRS CO,37045V100,114715764,3410100,PUT,
OKTA INC,679295AD7,111068424,125435000,,
FIRST SOLAR INC,336433107,110485104,737600,PUT,
CONOCOPHILLIPS,20825C104,109527600,928200,CALL,COP
SPDR SER TR,78464A870,106754600,1286200,,
VERISK ANALYTICS INC,92345Y106,106748919,605084,,
UNITED STATES STL CORP,912909AT5,103360612,51701000,,
MERCADOLIBRE,58733RAD4,102315194,50417000,,
SNAP INC,83304AAB2,100652814,117993000,,SNAP
CARNIVAL CORP,143658BT8,98454806,89033000,,CCL
ARGENX SE,04016X101,97369538,257027,,ARGX
SNOWFLAKE INC,833445109,96616774,673100,CALL,SNOW
COUPA SOFTWARE INC,22266LAC0,95906605,99015000,,
ACCENTURE PLC IRELAND,G1151C101,95592495,358239,,
ENVISTA HOLDINGS CORPORATION,29415FAB0,95582269,56733000,,NVST
FORD MTR CO DEL,345370860,95562547,8216900,CALL,
CITIGROUP INC,172967424,95225071,2105352,,C-PR
ABBVIE INC,00287Y109,94897392,587200,CALL,ABBV
UNITEDHEALTH GROUP INC,91324P102,94764373,178740,,UNH
HUBSPOT INC,443573AD2,94701035,76352000,,HUBS
MARATHON PETE CORP,56585A102,90481586,777400,PUT,
BILIBILI INC,090040AD8,89470010,89250000,,BLBLF
MARVELL TECHNOLOGY INC,573874104,88369476,2385785,,
BLOCK INC,852234103,88082828,1401700,PUT,
DELTA AIR LINES INC DEL,247361702,86382368,2628800,PUT,
BIOMARIN PHARMACEUTICAL INC,09061G101,85388047,825085,,BMRN
US BANCORP DEL,902973304,84270394,1932364,,
MORGAN STANLEY,617446448,82205838,966900,PUT,MS-PQ
COCA COLA CO,191216100,81452605,1280500,CALL,KO
