name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,8130626,61275348,,AAPL
AMAZON COM INC COM,023135106,5753687,1766598,,AMZN
MICROSOFT CORP,594918104,5203265,23393871,,MSFT
VISA INC,92826C839,4860288,22220489,,V
VANGUARD FDS INT-TERM CORP,92206C870,3816426,39287889,,
ALIBABA GROUP HLDG LTD ADR,01609W102,3245613,13945829,,
TAIWAN SEMICONDUCTOR MFG L ADR,874039100,3013880,27640127,,
ALPHABET INC CLASS A,02079K305,2927657,1670427,,
ADOBE INC,00724F101,2909790,5818183,,ADBE
SALESFORCE COM INC,79466L302,2779881,12492164,,
TENCENT HLDGS LTD  ADR ADR,88032Q109,2539397,34911510,,
PAYPAL HLDGS INC,70450Y103,2501360,10680445,,
ISHARES TR IBOXX INV CP ETF,464287242,2036390,14742559,,
NETFLIX INC COM,64110L106,1999486,3697753,,NFLX
ASML HOLDING N V NYS,N07059210,1880258,3855198,,
HOME DEPOT INC,437076102,1818441,6846024,,
AMERICAN EXPRESS CO,025816109,1811510,14982300,,AXP
DISNEY WALT CO,254687106,1791649,9888776,,
WALMART INC,931142103,1705299,11830028,,WMT
LVMH MOET HENNESSY LOU VUI ADR,502441306,1473158,11783105,,
INTEL CORP,458140100,1454771,29200534,,INTC
MASTERCARD INC,57636Q104,1422711,3985855,,MA
COSTCO WHSL CORP NEW,22160K105,1330298,3530700,,
FACEBOOK INC,30303M102,1261776,4619181,,
L OREAL CO ADR,502117203,1142638,15023603,,
CATERPILLAR INC DEL,149123101,1126345,6188027,,CAT
FREEPORT-MCMORAN INC,35671D857,1115161,42857825,,FCX
NOVO-NORDISK A S ADR,670100205,1105645,15828850,,
SAP SE ADR,803054204,1086069,8329392,,
NEXTERA ENERGY INC,65339F101,1006549,13046651,,NEE-PS
SIEMENS A G ADR,826197501,1002265,13940464,,
INTUITIVE SURGICAL INC,46120E602,1000871,1223409,,ISRG
NIKE INC,654106103,992137,7013054,,
ISHARES TR MBS ETF,464288588,952836,8651922,,
CISCO SYS INC,17275R102,938862,20980164,,
RIO TINTO PLC ADR,767204100,915109,12165772,,
UNITEDHEALTH GROUP INC,91324P102,905645,2582539,,UNH
ORACLE CORP,68389X105,901401,13934166,,ORCL-PD
TOTAL SE-SPON ADR ADR,89151E109,899103,21453178,,
UNION PAC CORP,907818108,893899,4293051,,
ASTRAZENECA PLC ADR,046353108,892360,17850774,,
SANOFI ADR,80105N105,885061,18214884,,
NOVARTIS A G SPONSORED ADR ADR,66987V109,881768,9337800,,
3M CO,88579Y101,856275,4898880,,MMM
LILLY ELI& CO,532457108,850580,5037790,,
ADVANCED MICRO DEVICES INC,007903107,842238,9183704,,AMD
JPMORGAN CHASE& CO,46625H100,832016,6547696,,
ABBOTT LABS,002824100,819645,7486029,,
THERMO FISHER SCIENTIFIC INC,883556102,806407,1731305,,TMO
MERCK& CO. INC,58933Y105,783246,9575129,,
STARBUCKS CORP,855244109,769381,7191822,,SBUX
PINDUODUO INC-ADR ADR,722304102,712995,4013030,,
JD.COM INC ADR,47215P106,688544,7833260,,
DANAHER CORP DEL  COM,235851102,686849,3091966,,
VALE S A ADR,91912E105,675502,40304435,,
TOYOTA MOTOR CORP ADR,892331307,657968,4256765,,
GOLDMAN SACHS GROUP INC,38141G104,652860,2475675,,GS-PD
MORGAN STANLEY,617446448,635293,9270283,,MS-PQ
STRYKER CORPORATION,863667101,630748,2574059,,SYK
SPDR PORTFOLIO SHORT TERM CORP,78464A474,623494,19856484,,
NVIDIA CORP COM,67066G104,620678,1188582,,NVDA
