name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,917682766,4182883,,AMZN
MICROSOFT CORP,594918104,713793913,1693461,,MSFT
NVIDIA CORPORATION,67066G104,562552925,4189090,,NVDA
TAIWAN SEMICONDUCTOR MFG LTD,874039100,492723808,2494930,,
COCA COLA CO,191216100,360578587,5791497,,KO
AT&T INC,00206R102,355466382,15611172,,T-PC
INTUIT,461202103,346164602,550779,,
DISNEY WALT CO,254687106,345197557,3100113,,
ARISTA NETWORKS INC,040413205,333928189,3021154,,
ADOBE INC,00724F101,333081760,749037,,ADBE
DANAHER CORPORATION,235851102,309558171,1348544,,
SALESFORCE INC,79466L302,297142808,888771,,
AUTODESK INC,052769106,295655559,1000289,,
CARNIVAL CORP,143658300,288778424,11588219,,CCL
BOEING CO,097023105,280146042,1582746,,BA-PA
CONOCOPHILLIPS,20825C104,278615140,2809470,,COP
KROGER CO,501044101,276263735,4517804,,KR
SNOWFLAKE INC,833445109,267351649,1731440,,SNOW
MACOM TECH SOLUTIONS HLDGS I,55405Y100,256241495,1972454,,
LUMENTUM HLDGS INC,55024U109,247886721,2952790,,
UNION PAC CORP,907818108,243852184,1069340,,
ENTERGY CORP NEW,29364G103,243579949,3212608,,
PG&E CORP,69331C108,241032321,11944119,,PCG-PX
CISCO SYS INC,17275R102,231455246,3909717,,
FEDEX CORP,31428X106,231178932,821736,,FDX
SEA LTD,81141R100,229228559,2160495,,SE
NETFLIX INC,64110L106,210994727,236722,,NFLX
CREDO TECHNOLOGY GROUP HOLDI,G25457105,207317397,3084621,,
BOSTON SCIENTIFIC CORP,101137107,200594773,2245799,,BSX
DRAFTKINGS INC NEW,26142V105,199493149,5362719,,DKNG
TWILIO INC,90138F102,194728433,1801706,,TWLO
TOWER SEMICONDUCTOR LTD,M87915274,193604146,3758574,,TSEM
UNITEDHEALTH GROUP INC,91324P102,190617162,376818,,UNH
BOOKING HOLDINGS INC,09857L108,188193813,37878,,BKNG
EQT CORP,26884L109,185697269,4027267,,EQT
ICON PLC,G4705A100,179658510,856700,,ICLR
PERFORMANCE FOOD GROUP CO,71377A103,178505552,2111242,,PFGC
INTUITIVE SURGICAL INC,46120E602,176785635,338696,,ISRG
AMERICAN AIRLS GROUP INC,02376R102,176470872,10124548,,
OKTA INC,679295105,176271064,2236942,,
TRANSDIGM GROUP INC,893641100,167947549,132526,,TDG
MARVELL TECHNOLOGY INC,573874104,166767130,1509888,,
KEYSIGHT TECHNOLOGIES INC,49338L103,161945881,1008192,,
CARDINAL HEALTH INC,14149Y108,160499353,1357059,,CAH
UBER TECHNOLOGIES INC,90353T100,160457299,2660101,,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,157653026,1826590,,
SPOTIFY TECHNOLOGY S A,L8681T102,156294475,349355,,
BURLINGTON STORES INC,122017106,155741467,546346,,
ISHARES BITCOIN TRUST ETF,46438F101,151774405,2860969,,IBIT
CLOUDFLARE INC,18915M107,151511560,1407054,,
BATH & BODY WORKS INC,070830104,150171549,3873396,,
COHERENT CORP,19247G107,147839979,1560646,,COHR
BROADCOM INC,11135F101,147600481,636648,,AVGO
EVERGY INC,30034W106,143946159,2338687,,
TELEDYNE TECHNOLOGIES INC,879360105,143523835,309232,,TDY
FLUTTER ENTMT PLC,G3643J108,143358123,554684,,
VERISIGN INC,92343E102,143319440,692498,,
CRINETICS PHARMACEUTICALS IN,22663K107,142598462,2788939,,
JABIL INC,466313103,138953962,965629,,JBL
CRH PLC,G25508105,138691313,1499041,,
ALASKA AIR GROUP INC,011659109,138190793,2134221,,
MERCADOLIBRE INC,58733R102,135537850,79708,,MELI
INTERNATIONAL PAPER CO,460146103,134884449,2506214,,
SPDR SER TR,78464A375,132776280,4053000,,
TREX CO INC,89531P105,132270709,1916134,,TREX
REPLIGEN CORP,759916109,132226657,918623,,RGEN
