name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICRON TECHNOLOGY INC,595112103,641728,7275000,,MU
AMAZON COM INC,023135106,575499,186000,,AMZN
FACEBOOK INC,30303M102,536045,1820000,,
T-MOBILE US INC,872590104,524965,4190000,,
ALPHABET INC,02079K107,477854,231000,,GOOGN
PG&E CORP,69331C108,334914,28600657,,PCG-PX
ALIBABA GROUP HLDG LTD,01609W102,258472,1140000,,
OCCIDENTAL PETE CORP,674599105,223475,8395000,,
SELECT SECTOR SPDR TR,81369Y506,212062,4322500,,
HCA HEALTHCARE INC,40412C101,178923,950000,,
ENERGY TRANSFER LP,29273V100,175260,22820328,,ET-PI
TWITTER INC,90184L102,168620,2650000,,
CHESAPEAKE ENERGY CORP,165167735,161788,3728685,,
VIACOMCBS INC,92556H206,155370,3445000,,
PAYSAFE LIMITED,G6964L107,135000,10000000,,
SPDR SER TR,78468R556,111232,1367500,,
MICROSOFT CORP,594918104,108454,460000,,MSFT
D R HORTON INC,23331A109,103825,1165000,,
UNITEDHEALTH GROUP INC,91324P102,103249,277500,,UNH
QUALCOMM INC,747525103,99443,750000,,
KOHLS CORP,500255104,94631,1587500,,KSS
SYSCO CORP,871829107,91142,1157500,,SYY
VISA INC,92826C839,87868,415000,,V
CARMAX INC,143130102,86799,654300,,KMX
MACYS INC,55616P104,85362,5272500,,
EMERSON ELEC CO,291011104,81739,906000,,
SALESFORCE COM INC,79466L302,81570,385000,,
GOODYEAR TIRE & RUBR CO,382550101,81241,4623867,,
MASTERCARD INCORPORATED,57636Q104,74771,210000,,
ENTERPRISE PRODS PARTNERS L,293792107,71253,3235841,,
ADOBE SYSTEMS INCORPORATED,00724F101,68929,145000,,
DISNEY WALT CO,254687106,63659,345000,,
ALPS ETF TR,00162Q452,60202,1973843,,
NETFLIX INC,64110L106,56078,107500,,NFLX
ALLIANCE DATA SYSTEMS CORP,018581108,51842,462500,,
FREEPORT-MCMORAN INC,35671D857,49395,1500000,,FCX
PAYPAL HLDGS INC,70450Y103,42497,175000,,
ISHARES INC,464286772,41486,462500,,
EQT CORP,26884L109,37756,2032085,,EQT
MOSAIC CO NEW,61945C103,33981,1075000,,MOS
ANTERO RESOURCES CORP,03674X106,30192,2960000,,AR
IQIYI INC,46267X108,27339,1644934,,
APA CORPORATION,03743Q108,26940,1505000,,APA
E2OPEN PARENT HOLDINGS INC,29788T103,24900,2500000,,
MPLX LP,55336V100,24118,941021,,MPLXP
BP PLC,055622104,23741,975000,,BPPFF
DISCOVERY INC,25470F104,20644,475000,,
WESTERN MIDSTREAM PARTNERS L,958669103,17418,936962,,
ALTIMETER GROWTH CORP 2,G0371B109,15570,1500000,,
CHESAPEAKE ENERGY CORP,165167172,13718,694957,,
CHESAPEAKE ENERGY CORP,165167164,12897,625461,,
CC NEUBERGER PRINCIPAL HOLDN,G1992N118,12488,1250000,,
ROYAL DUTCH SHELL PLC,780259206,11469,292500,,
ROYAL DUTCH SHELL PLC,780259107,10773,292500,,
LIBERTY MEDIA ACQUISITION CO,53073L203,10710,1000000,,
BAIDU INC,056752108,9790,45000,,
PG&E CORP,69331C140,8558,75000,,PCG-PX
SVF INVESTMENT CORP,G8601L110,7920,750000,,
DRAGONEER GROWTH OPPTY CORP,G28314105,7710,750000,,
HENNESSY CAPITAL INVS CORP V,42589T206,7590,750000,,
CHESAPEAKE ENERGY CORP,165167180,6486,386087,,
SHOPIFY INC,82509L107,4149,3750,,SHOP
