name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CERNER CORP,156782104,186728,2010643,,
COHERENT INC,192479103,182055,683029,,
CHANGE HEALTHCARE INC,15912K100,181662,8496818,,
NUANCE COMMUNICATIONS INC,67020Y100,179027,3236206,,
ROGERS CORP,775133101,158528,580689,,ROG
SHAW COMMUNICATIONS INC,82028K200,157844,5196635,,
ATHENE HOLDING LTD,G0684D107,156512,1878218,,ATH-PE
WELBILT INC,949090104,155451,6539781,,
SANDERSON FARMS INC,800013104,151445,792575,,
CMC MATERIALS INC,12571T100,150871,787058,,
XILINX INC,983919101,136447,643528,,
MGM GROWTH PPTYS LLC,55303A105,132955,3254719,,
PNM RES INC,69349H107,132710,2909663,,
AEROJET ROCKETDYNE HLDGS INC,007800105,130432,2789384,,
VONAGE HLDGS CORP,92886T201,126718,6095121,,
MAGELLAN HEALTH INC,559079207,117987,1242098,,
PEOPLES UNITED FINANCIAL INC,712704105,115035,6455402,,
CHURCHILL CAPITAL CORP VII,17144M201,110831,11059900,,
FERRO CORP,315405100,110484,5061112,,
ARENA PHARMACEUTICALS INC,040047607,97948,1053882,,
KRATON CORP,50077C106,95398,2059548,,
VEONEER INC,92336X109,90416,2548376,,
GCP APPLIED TECHNOLOGIES INC,36164Y101,87881,2775759,,
INTERSECT ENT INC,46071F103,70161,2569052,,
ATOTECH LTD,G0625A105,68446,2682042,,
KKR ACQUISITION HOLDING I CO,48253T208,66546,6641340,,
BECTON DICKINSON & CO,075887109,64961,258313,,BDX
TRIPLE-S MGMT CORP,896749108,64444,1806178,,
STATE AUTO FINL CORP,855707105,62651,1212051,,
ELANCO ANIMAL HEALTH INC,28414H103,57279,2018280,,ELAN
PRETIUM RES INC,74139C102,54267,3848950,,
MEDTRONIC PLC,G5960L103,53034,512653,,MDT
SANOFI,80105N105,51542,1028791,,SNYNF
PAE INC,69290Y109,49273,4962031,,
FORTERRA INC,34960W106,48678,2047019,,
AVANTOR INC,05352A100,46344,1099760,,
BAXTER INTL INC,071813109,46342,539863,,
BOSTON SCIENTIFIC CORP,101137107,43098,1014544,,BSX
CIGNA CORP NEW,125523100,42086,183276,,
GREAT WESTERN BANCORP INC,391416104,41143,1211516,,
NEOPHOTONICS CORP,64051T100,40081,2607770,,
ENVISTA HOLDINGS CORPORATION,29415F104,40073,889327,,NVST
LUCID GROUP INC,549498103,39796,1045900,,
FORTRESS VALUE ACQUISI CORP,34964K207,39167,3952225,,
TERMINIX GLOBAL HOLDINGS INC,88087E100,38994,862122,,
NRG ENERGY INC,629377CG5,38610,32438000,,
CONX CORP,212873202,38390,3807898,,
ORTHO CLINICAL DIAGNOSTICS H,G6829J107,37974,1775334,,
WARBURG PINCUS CAPTAL CORP I,G9460M116,37889,3807952,,
ETSY INC,29786AAJ5,36917,14500000,,ETSY
LABORATORY CORP AMER HLDGS,50540R409,35169,111929,,
ALTC ACQUISITION CORP,02156V109,34773,3530264,,
LUMENTUM HLDGS INC,55024UAB5,34700,19500000,,
GOLDEN NUGGET ONLINE GAMIN,38113L107,33808,3397776,,
CHURCHILL CAPITAL CORP VI,17143W200,33327,3346099,,
NORTHERN STAR INVEST CORP II,66574L209,33165,3341564,,
NORTHERN STAR INVEST CORP IV,66575B200,33112,3341258,,
NOVO-NORDISK A S,670100205,32262,288052,,
MERITOR INC,59001KAF7,32236,29582000,,
NORTHERN STAR INVSTMNT CORP,66573W107,31525,3250000,,
PG&E CORP,69331C140,31508,272000,,PCG-PX
TWITTER INC,90184LAF9,30292,27700000,,
HENNESSY CAPITAL INVST CORP,42600H207,29539,2953852,,
UMPQUA HLDGS CORP,904214103,29310,1523405,,
PRIME IMPACT ACQUISITION I,G61074111,28843,2848657,,PRIAF
AMERICAN NATIONAL GROUP INC,02772A109,28501,150928,,ANG-PD
FTAC HERA ACQUISITION CORP,G3728Y129,28072,2818430,,
BROADCOM INC,11135F200,28003,13500,,AVGO
AVANTOR INC,05352A209,25798,200000,,
E MERGE TECHNOLOGY ACQUISITI,26873Y203,25548,2549716,,
CONCORD ACQUISITION CORP II,20607U207,25288,2457500,,CNDAW
CHURCHILL CAPITAL CORP V,17144T206,25250,2500000,,
ASCENDANT DIGITAL ACQ CORP I,G05157121,25121,2475000,,
TRISTATE CAP HLDGS INC,89678F100,24934,824004,,
GLENFARNE MERGER CORP,378579205,24487,2468406,,
ENPHYS ACQUISITION CORP,G3167L125,24476,2467363,,
