name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,32636772,46249648,,
MICROSOFT CORP,594918104,24564294,110441260,,MSFT
BROADCOM INC,11135F101,17026112,38885917,,AVGO
UNITEDHEALTH GROUP INC,91324P102,12338609,35185176,,UNH
FACEBOOK INC,30303M102,11072000,40533105,,
JPMORGAN CHASE & CO,46625H100,10271175,80831721,,JPM-PM
AMAZON COM INC,023135106,10245653,3145786,,AMZN
PFIZER INC,717081103,9815286,266647618,,PFE
HOME DEPOT INC,437076102,8991059,33849372,,
THERMO FISHER SCIENTIFIC INC,883556102,7443849,15981520,,TMO
NETFLIX INC,64110L106,7407250,13698696,,NFLX
PHILIP MORRIS INTL INC,718172109,6815317,82320538,,
SHOPIFY INC,82509L107,6454237,5701828,,SHOP
CSX CORP,126408103,6352937,70004980,,CSX
HONEYWELL INTL INC,438516106,6188088,29093275,,
CME GROUP INC,12572Q105,6160000,33836999,,CME
LOCKHEED MARTIN CORP,539830109,5746291,16187677,,LMT
PAYPAL HLDGS INC,70450Y103,5352324,22853795,,
BLACKROCK INC,09247X101,5339805,7400696,,
COMCAST CORP NEW,20030N101,5313598,101407187,,CCZ
MASTERCARD INCORPORATED,57636Q104,4743169,13288461,,
ALTRIA GROUP INC,02209S103,4647408,113351403,,
ADVANCED MICRO DEVICES INC,007903107,4241460,46248550,,AMD
TAIWAN SEMICONDUCTOR MFG LTD,874039100,4213569,38642566,,
RINGCENTRAL INC,76680R206,4160869,10979414,,
ALPHABET INC,02079K107,4011271,2289705,,GOOGN
SEA LTD,81141R100,3927602,19732002,,SE
MERCADOLIBRE INC,58733R102,3907320,2332336,,MELI
ASML HOLDING N V,N07059210,3873827,7942592,,
JOHNSON & JOHNSON,478160104,3682187,23396982,,JNJ
BK OF AMERICA CORP,060505104,3406395,112385201,,
GENERAL MTRS CO,37045V100,3364766,80805672,,
REGENERON PHARMACEUTICALS,75886F107,3355556,6945768,,
CROWN CASTLE INTL CORP NEW,22822V101,3192167,20052561,,
CIGNA CORP NEW,125523100,3153997,15150606,,
APPLE INC,037833100,3143247,23688472,,AAPL
