name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042858,1172526,23445821,,
ISHARES TR,464287234,1014567,20138284,,
ISHARES INC,46434G103,849827,13760158,,
SPDR S&P 500 ETF TR,78462F103,844378,1967605,,
WALMART INC,931142103,700487,5025736,,WMT
PROCTER AND GAMBLE CO,742718109,655318,4687538,,
ALIBABA GROUP HLDG LTD,01609W102,487119,3290232,,
JOHNSON & JOHNSON,478160104,444777,2754036,,JNJ
COCA COLA CO,191216100,439219,8370857,,KO
PEPSICO INC,713448108,402977,2679193,,PEP
SPDR GOLD TR,78463V107,392860,2392278,,
COSTCO WHSL CORP NEW,22160K105,382214,850594,,
ISHARES TR,464287200,355847,825977,,
MCDONALDS CORP,580135101,351630,1458380,,MCD
STARBUCKS CORP,855244109,251580,2280667,,SBUX
ABBOTT LABS,002824100,220950,1870393,,
TARGET CORP,87612E106,218294,954208,,TGT
DANAHER CORPORATION,235851102,214230,703685,,
LAUDER ESTEE COS INC,518439104,212020,706899,,
PINDUODUO INC,722304102,174069,1919812,,
ISHARES TR,464287184,165919,4261980,,
JD.COM INC,47215P106,143721,1989498,,
ISHARES TR,464287242,141638,1064706,,
ISHARES TR,46429B671,138632,2052898,,
ISHARES GOLD TR,464285204,127132,3805198,,
COLGATE PALMOLIVE CO,194162103,125995,1667040,,CL
INTUITIVE SURGICAL INC,46120E602,123681,124409,,ISRG
HOME DEPOT INC,437076102,108457,330400,,
STRYKER CORPORATION,863667101,102929,390296,,SYK
JPMORGAN CHASE & CO,46625H100,102152,624057,,JPM-PM
BK OF AMERICA CORP,060505104,101419,2389144,,
NIO INC,62914V106,101180,2839744,,NIOIF
CHIPOTLE MEXICAN GRILL INC,169656105,98475,54181,,CMG
LOWES COS INC,548661107,96076,473606,,
DOLLAR GEN CORP NEW,256677105,95757,451385,,
BAIDU INC,056752108,93154,605882,,
MONSTER BEVERAGE CORP NEW,61174X109,90581,1019709,,MNST
CVS HEALTH CORP,126650100,89805,1058275,,CVS
ISHARES INC,46434G772,88473,1426758,,
KIMBERLY-CLARK CORP,494368103,87205,658452,,
VEEVA SYS INC,922475108,85428,296451,,
KRAFT HEINZ CO,500754106,85128,2312003,,KHC
HCA HEALTHCARE INC,40412C101,82859,341375,,
EDWARDS LIFESCIENCES CORP,28176E108,78077,689665,,EW
WELLS FARGO CO NEW,949746101,77842,1677258,,
SYSCO CORP,871829107,77699,989798,,SYY
CONSTELLATION BRANDS INC,21036P108,76663,363866,,
BECTON DICKINSON & CO,075887109,73305,298206,,BDX
MORGAN STANLEY,617446448,73072,750922,,MS-PQ
YUM BRANDS INC,988498101,70784,578726,,YUM
DIDI GLOBAL INC,23292E108,70034,8990211,,DIDIY
JOHNSON CTLS INTL PLC,G51502105,69657,1023164,,
HERSHEY CO,427866108,67212,397117,,HSY
BOSTON SCIENTIFIC CORP,101137107,66812,1539799,,BSX
BEIGENE LTD,07725L102,63860,175923,,
TRANE TECHNOLOGIES PLC,G8994E103,61449,355916,,TT
APTIV PLC,G6095L109,61008,409534,,APTV
CITIGROUP INC,172967424,56001,797968,,C-PR
SCHWAB CHARLES CORP,808513105,55157,757235,,SCHW-PJ
TYSON FOODS INC,902494103,55082,697765,,
IDEXX LABS INC,45168D104,55041,88505,,
KROGER CO,501044101,54995,1360264,,KR
ALIGN TECHNOLOGY INC,016255101,53483,80374,,ALGN
GOLDMAN SACHS GROUP INC,38141G104,53260,140889,,GS-PD
VANGUARD TAX-MANAGED INTL FD,921943858,53063,1050951,,
LULULEMON ATHLETICA INC,550021109,52749,130341,,LULU
PPG INDS INC,693506107,51992,363554,,
ISHARES TR,464287465,51676,662431,,
DEXCOM INC,252131107,51543,94253,,DXCM
BLACKROCK INC,09247X101,50764,60530,,
OLD DOMINION FREIGHT LINE IN,679580100,50584,176881,,
YUM CHINA HLDGS INC,98850P109,50512,869248,,
TESLA INC,88160R101,49992,64466,,
BROWN FORMAN CORP,115637209,49922,744996,,BF-B
ISHARES TR,46432F842,47859,644560,,
D R HORTON INC,23331A109,46785,557165,,
BAXTER INTL INC,071813109,45545,566263,,
LENNAR CORP,526057104,44960,479934,,
LI AUTO INC,50202M102,44255,1683346,,LAAOF
SHERWIN WILLIAMS CO,824348106,43798,156574,,SHW
DUPONT DE NEMOURS INC,26614N102,42743,628666,,
RESMED INC,761152107,42524,161349,,RSMDF
KELLOGG CO,487836108,42492,664762,,
HORMEL FOODS CORP,440452100,42056,1025752,,
DOLLAR TREE INC,256746108,41740,436065,,
XPENG INC,98422D105,41483,1167207,,XPNGF
CERNER CORP,156782104,40725,577498,,
TRIP COM GROUP LTD,89677Q107,40590,1319999,,
V F CORP,918204108,39678,592297,,VFC
CHURCH & DWIGHT INC,171340102,39461,477904,,
BILIBILI INC,090040106,39294,593827,,BLBLF
CLOROX CO DEL,189054109,38930,235070,,
DARDEN RESTAURANTS INC,237194105,38073,251360,,DRI
ALBEMARLE CORP,012653101,37217,169965,,ALB-PA
FORD MTR CO DEL,345370860,36826,2600724,,
WEST PHARMACEUTICAL SVSC INC,955306105,35692,84073,,
LUFAX HOLDING LTD,54975P102,35668,5109972,,LU
CARRIER GLOBAL CORPORATION,14448C104,35311,682213,,CARR
US BANCORP DEL,902973304,34747,584565,,
TELADOC HEALTH INC,87918A105,34263,270190,,
KE HLDGS INC,482497104,33655,1843105,,
PNC FINL SVCS GROUP INC,693475105,32785,167577,,
INTERNATIONAL FLAVORS&FRAGRA,459506101,32199,240796,,
ZIMMER BIOMET HOLDINGS INC,98956P102,32171,219808,,
CARMAX INC,143130102,31754,248159,,KMX
MCKESSON CORP,58155Q103,31556,158272,,MCK
TRUIST FINL CORP,89832Q109,30936,527460,,
ZTO EXPRESS CAYMAN INC,98980A105,30896,1007683,,
GOODRX HLDGS INC,38246G108,28340,690883,,
LABORATORY CORP AMER HLDGS,50540R409,27895,99117,,
ISHARES INC,464286822,27730,574593,,
HUNT J B TRANS SVCS INC,445658107,27077,161922,,
AON PLC,G0403H108,26416,92438,,AON
NVR INC,62944T105,26272,5480,,NVR
GENUINE PARTS CO,372460105,25823,213006,,GPC
POOL CORP,73278L105,25655,59057,,POOL
AMERISOURCEBERGEN CORP,03073E105,25532,213747,,
CELANESE CORP DEL,150870103,25419,168739,,CE
SMUCKER J M CO,832696405,24273,202228,,
STERIS PLC,G8473T100,23120,113178,,STE
GENERAL MTRS CO,37045V100,22562,428031,,
LKQ CORP,501889208,22155,440283,,LKQ
GDS HLDGS LTD,36165L108,21838,385757,,
COOPER COS INC,216648402,21300,51535,,
HOLOGIC INC,436440101,21116,286082,,
MASCO CORP,574599106,20999,378021,,
ADVANCE AUTO PARTS INC,00751Y106,20338,97362,,AAP
WILLIAMS SONOMA INC,969904101,19609,110579,,WSM
WHIRLPOOL CORP,963320106,19364,94989,,
QUEST DIAGNOSTICS INC,74834L100,19270,132612,,DGX
FORTUNE BRANDS HOME & SEC IN,34964C106,18928,211675,,
PRICE T ROWE GROUP INC,74144T108,18883,96000,,TROW
CHEGG INC,163092109,18834,276887,,
MOHAWK INDS INC,608190104,18384,103630,,
PULTE GROUP INC,745867101,18274,397961,,
INSULET CORP,45784P101,18025,63417,,PODD
HUAZHU GROUP LTD,44332N106,17991,392303,,
ALLEGION PLC,G0176J109,17935,135683,,ALLE
CARVANA CO,146869102,17785,58982,,CVNA
BANK NEW YORK MELLON CORP,064058100,17655,340566,,
LAMB WESTON HLDGS INC,513272104,17386,283298,,
LENNOX INTL INC,526107107,16821,57180,,
ZAI LAB LTD,98887Q104,16703,158488,,ZLAB
BRIGHT HORIZONS FAM SOL IN D,109194100,16319,117046,,
GENERAL MLS INC,370334104,16236,271421,,
TAPESTRY INC,876030107,15893,429320,,
CANADIAN NATL RY CO,136375102,15816,136503,,
BORGWARNER INC,099724106,15482,358299,,BWA
NETEASE INC,64110W102,15374,180023,,
MASIMO CORP,574795100,15364,56753,,
RPM INTL INC,749685103,15291,196916,,
ABIOMED INC,003654100,15152,46547,,
SMITH A O CORP,831865209,15113,247464,,AOS
AUTOLIV INC,052800109,14739,171940,,ALV
OWENS CORNING NEW,690742101,14634,171160,,OC
CARDINAL HEALTH INC,14149Y108,14604,295260,,CAH
UNDER ARMOUR INC,904311107,14296,708438,,
LEAR CORP,521865204,14236,90976,,LEA
ECOLAB INC,278865100,14181,67976,,ECL
ALBERTSONS COS INC,013091103,14089,452588,,
SVB FINANCIAL GROUP,78486Q101,14004,21649,,
TEMPUR SEALY INTL INC,88023U101,13966,300918,,
DENTSPLY SIRONA INC,24906P109,13867,238876,,XRAY
FIRST REP BK SAN FRANCISCO C,33616C100,13775,71416,,
CASEYS GEN STORES INC,147528103,13428,71257,,
VIPSHOP HOLDINGS LIMITED,92763W103,13414,1204120,,
ALPHABET INC,02079K305,13226,4947,,GOOGN
GUARDANT HEALTH INC,40131M109,12996,103958,,
AUTONATION INC,05329W102,12881,105787,,
GALLAGHER ARTHUR J & CO,363576109,12604,84792,,
AMERIPRISE FINL INC,03076C106,12479,47248,,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,12478,243952,,
TEXAS ROADHOUSE INC,882681109,12240,134020,,
BOSTON BEER INC,100557107,12174,23882,,
BRISTOL-MYERS SQUIBB CO,110122108,12136,205096,,
RALPH LAUREN CORP,751212101,12117,109126,,RL
WEIBO CORP,948596101,11983,252337,,WEIBF
DAVITA INC,23918K108,11915,102484,,DVA
GENTEX CORP,371901109,11867,359832,,GNTX
FRESHPET INC,358039105,11866,83161,,
RESTAURANT BRANDS INTL INC,76131D103,11782,192357,,
PILGRIMS PRIDE CORP,72147K108,11615,399409,,PPC
STATE STR CORP,857477103,11569,136554,,
FIFTH THIRD BANCORP,316773100,11554,272247,,FITB-PK
CELSIUS HLDGS INC,15118V207,11553,128243,,
TENCENT MUSIC ENTMT GROUP,88034P109,11533,1590700,,
UNIVERSAL HLTH SVCS INC,913903100,11483,82987,,
NOVOCURE LTD,G6674U108,11165,96106,,NVCR
OMNICELL COM,68213N109,11135,75016,,
VISA INC,92826C839,11121,49925,,V
CAPRI HOLDINGS LIMITED,G1890L107,11049,228242,,
PVH CORPORATION,693656100,11049,107495,,
INSPIRE MED SYS INC,457730109,11043,47420,,
APPLE INC,037833100,10980,77600,,AAPL
TELEFLEX INCORPORATED,879369106,10766,28590,,
LILLY ELI & CO,532457108,10717,46382,,
MOLSON COORS BEVERAGE CO,60871R209,10701,230728,,TAP
I MAB,44975P103,10582,145984,,
HENRY SCHEIN INC,806407102,10564,138713,,HSIC
HELEN OF TROY LTD,G4388N106,10450,46511,,HELE
MERCK & CO INC,58933Y105,10441,139003,,
TOLL BROTHERS INC,889478103,10336,186947,,
CANADIAN PAC RY LTD,13645T100,10309,157902,,
AXALTA COATING SYS LTD,G0750C108,10228,350402,,
PENUMBRA INC,70975L107,9725,36491,,PEN
REYNOLDS CONSUMER PRODS INC,76171L106,9646,352824,,
DADA NEXUS LTD,23344D108,9572,477623,,
OAK STR HEALTH INC,67181A107,9559,224764,,
HILL-ROM HLDGS INC,431475102,9339,62263,,
COLUMBIA SPORTSWEAR CO,198516106,9289,96922,,COLM
THOR INDS INC,885160101,9110,74207,,
LEGGETT & PLATT INC,524660107,9107,203091,,LEG
LANCASTER COLONY CORP,513847103,9042,53566,,
HUNTINGTON BANCSHARES INC,446150104,8950,578941,,
NORTHERN TR CORP,665859104,8916,82697,,
FACEBOOK INC,30303M102,8898,26217,,
FLOWERS FOODS INC,343498101,8862,375023,,FLO
HANESBRANDS INC,410345102,8829,514496,,
CERTARA INC,15687V109,8801,265894,,
NATIONAL BEVERAGE CORP,635017106,8682,165408,,FIZZ
AUTOHOME INC,05278C107,8605,183359,,ATHM
KEYCORP,493267108,8140,376482,,
ABBVIE INC,00287Y109,8101,75096,,ABBV
AMGEN INC,031162100,8047,37842,,AMGN
ASHLAND GLOBAL HLDGS INC,044186104,7965,89376,,
REGIONS FINANCIAL CORP NEW,7591EP100,7939,372553,,RF-PF
DAQO NEW ENERGY CORP,23703Q203,7913,138824,,DQ
PAPA JOHNS INTL INC,698813102,7877,62030,,
CITIZENS FINL GROUP INC,174610105,7826,166576,,
KINGSOFT CLOUD HLDGS LTD,49639K101,7767,274266,,
UNION PAC CORP,907818108,7748,39527,,
GRAND CANYON ED INC,38526M106,7692,87444,,
AMERCO,023586100,7689,11902,,
CHEMED CORP NEW,16359R103,7586,16310,,CHE
OLLIES BARGAIN OUTLET HLDGS,681116109,7545,125160,,
M & T BK CORP,55261F104,7477,50068,,
RAYMOND JAMES FINL INC,754730109,7419,80402,,
HERBALIFE NUTRITION LTD,G4412G101,7351,173463,,
