name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,9182799370,53634713,,AAPL
MICROSOFT CORP,594918104,7886893056,24978283,,MSFT
ALPHABET INC CLASS A,02079K305,5724969816,43748814,,
AMAZON COM INC COM,023135106,5256821076,41353218,,AMZN
VANGUARD FDS INT TERM CORP,92206C870,5216749776,68659512,,
NVIDIA CORP COM,67066G104,3632052049,8349736,,NVDA
SALESFORCE INC,79466L302,2873083614,14168476,,
ASML HOLDING N V NYS,N07059210,2868047682,4872163,,
ADVANCED MICRO DEVICES INC,007903107,2855125148,27768188,,AMD
TAIWAN SEMICONDUCTOR MFG L ADR,874039100,2662389498,30637393,,
HOME DEPOT INC,437076102,2600514637,8606415,,
ELI LILLY   CO,532457108,2394028277,4457074,,
ADOBE INC,00724F101,2316836267,4543707,,ADBE
CATERPILLAR INC,149123101,2174699580,7965932,,CAT
FREEPORT MCMORAN INC,35671D857,2039026323,54680244,,
VISA INC,92826C839,2008772158,8733412,,V
ORACLE CORP,68389X105,1989739746,18785307,,ORCL-PD
LAM RESEARCH CORP,512807108,1809356758,2886795,,LRCX
GOLDMAN SACHS GROUP INC,38141G104,1736134631,5365561,,GS-PD
BROADCOM INC COM,11135F101,1704306186,2051947,,AVGO
JPMORGAN CHASE   CO,46625H100,1651313834,11386800,,
MORGAN STANLEY,617446448,1611616910,19733279,,MS-PQ
ISHARES TR IBOXX INV CP ETF,464287242,1558001454,15271529,,
AMERICAN EXPRESS CO,025816109,1556628586,10433866,,AXP
COSTCO WHSL CORP NEW,22160K105,1530523353,2709082,,
NETFLIX INC COM,64110L106,1526563793,4042806,,NFLX
META PLATFORMS INC CL A,30303M102,1513790603,5042438,,
MASTERCARD INCORPORATED,57636Q104,1468100230,3708166,,
PROCTER AND GAMBLE CO,742718109,1458254327,9997630,,
WALMART INC,931142103,1457766551,9115028,,WMT
EXXON MOBIL CORP,30231G102,1456195630,1981111,,
INTUIT,461202103,1453391177,2844543,,
SHELL PLC ADR,780259305,1441706403,22393699,,
UNITEDHEALTH GROUP INC,91324P102,1400242177,2777211,,UNH
MERCK   CO INC,58933Y105,1373187256,13338390,,
TOTALENERGIES SE ADR ADR,89151E109,1365526472,20765305,,
CHEVRON CORP NEW,166764100,1349646306,8004070,,CVX
PEPSICO INC COM,713448108,1346501807,7946776,,PEP
NOVO NORDISK A S ADR,670100205,1341190706,14748083,,
THERMO FISHER SCIENTIFIC INC,883556102,1301402527,2571077,,TMO
INTUITIVE SURGICAL INC,46120E602,1287653316,4405396,,ISRG
BLACKROCK INC,09247X101,1272428052,1968209,,
