name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,1422019286,7331130,,AAPL
MICROSOFT CORP,594918104,1138880863,3344338,,MSFT
NVIDIA CORPORATION,67066G104,1110809487,2625903,,NVDA
AMAZON COM INC,023135106,910994788,6988300,PUT,AMZN
META PLATFORMS INC,30303M102,802226762,2795410,,
TESLA INC,88160R101,709257438,2709468,,
BOOKING HOLDINGS INC,09857L108,592587419,219450,,BKNG
WALMART INC,931142103,587185657,3735753,,WMT
T-MOBILE US INC,872590104,463050374,3333696,,
PALANTIR TECHNOLOGIES INC,69608A108,397268748,25914465,,PLTR
UBER TECHNOLOGIES INC,90353T100,388160594,8991443,,
SOLAREDGE TECHNOLOGIES INC,83417M104,364345896,1354194,,
UNITEDHEALTH GROUP INC,91324P102,361722935,752586,,UNH
ROYAL CARIBBEAN GROUP,V7780T103,361280774,3482560,,
CHIPOTLE MEXICAN GRILL INC,169656105,355929600,166400,PUT,CMG
CITIGROUP INC,172967424,342201508,7432700,PUT,C-PR
EXXON MOBIL CORP,30231G102,340261350,3172600,CALL,
HORIZON THERAPEUTICS PUB L,G46188101,337644002,3282878,,
DEXCOM INC,252131AH0,334555845,107304000,,DXCM
LULULEMON ATHLETICA INC,550021109,331932388,876968,,LULU
NETFLIX INC,64110L106,331733019,753100,PUT,NFLX
VERISK ANALYTICS INC,92345Y106,324578402,1435997,,
ALIBABA GROUP HLDG LTD,01609W102,320247370,3842200,PUT,
LILLY ELI & CO,532457108,313713853,668928,,
SHERWIN WILLIAMS CO,824348106,312698390,1177683,,SHW
ADVANCED MICRO DEVICES INC,007903107,305677485,2683500,PUT,AMD
PALO ALTO NETWORKS INC,697435105,304508386,1191767,,PANW
ALPHABET INC,02079K305,301370126,2517712,,GOOGN
BANK AMERICA CORP,060505104,296453770,10333000,PUT,
HOME DEPOT INC,437076102,289774932,932832,,
AUTOZONE INC,053332102,285240384,114400,PUT,AZO
GOLDMAN SACHS GROUP INC,38141G104,273320396,847400,PUT,GS-PD
NU HLDGS LTD,G6683N103,266616332,33791677,,
ACTIVISION BLIZZARD INC,00507V109,258250605,3063471,,
VISA INC,92826C839,252203760,1062000,CALL,V
EQT CORP,26884LAK5,234015184,82929000,,EQT
PAYPAL HLDGS INC,70450Y103,231479697,3468900,PUT,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,228892212,2268056,,
AUTOMATIC DATA PROCESSING IN,053015103,228153229,1038051,,
CHEVRON CORP NEW,166764100,226426650,1439000,PUT,CVX
AMERICAN TOWER CORP NEW,03027X100,225636390,1163434,,
SNAP INC,83304A106,225196516,19019976,,SNAP
EMERSON ELEC CO,291011104,219629441,2429798,,
JPMORGAN CHASE & CO,46625H100,219512592,1509300,CALL,JPM-PM
MONGODB INC,60937PAD8,219014386,109904000,,
BOEING CO,097023105,217558148,1030300,PUT,BA-PA
FIRST SOLAR INC,336433107,215657105,1134500,PUT,
AT&T INC,00206R102,214641335,13457137,,T-PC
MCDONALDS CORP,580135101,212195770,711088,,MCD
DISNEY WALT CO,254687106,210656160,2359500,PUT,
BERKSHIRE HATHAWAY INC DEL,084670702,205895800,603800,CALL,BRK-A
ORACLE CORP,68389X105,204990451,1721307,,ORCL-PD
LPL FINL HLDGS INC,50212V100,204357891,939879,,
AMERICAN AIRLS GROUP INC,02376R102,203867110,11363830,,
PFIZER INC,717081103,203551919,5549398,,PFE
MCKESSON CORP,58155Q103,202472725,473831,,MCK
AMERICAN EXPRESS CO,025816109,201488430,1156650,,AXP
AERCAP HOLDINGS NV,N00985106,195733259,3081443,,
JOHNSON & JOHNSON,478160104,194767384,1176700,CALL,JNJ
CARNIVAL CORP,143658BT8,193335420,97533000,,CCL
PROCTER AND GAMBLE CO,742718109,190897569,1258057,,
GENERAL MTRS CO,37045V100,187363040,4859000,PUT,
WELLS FARGO CO NEW,949746101,186319540,4365500,PUT,
BROADCOM INC,11135F101,184762590,213000,PUT,AVGO
DRAFTKINGS INC NEW,26142V105,182322968,6861986,,DKNG
TEXAS INSTRS INC,882508104,174867828,971380,,
SELECT SECTOR SPDR TR,81369Y308,174203079,2348700,,
MERCADOLIBRE INC,58733R102,172596220,145700,PUT,MELI
CHECK POINT SOFTWARE TECH LT,M22465104,171577575,1365846,,
AIRBNB INC,009066101,171106416,1335100,PUT,
LOCKHEED MARTIN CORP,539830109,171023344,371483,,LMT
COSTCO WHSL CORP NEW,22160K105,168049933,312140,,
MONGODB INC,60937P106,166940028,406190,,
DOLLAR TREE INC,256746108,166752453,1162038,,
SPDR S&P 500 ETF TR,78462F103,164112895,370224,,
CHENIERE ENERGY INC,16411R208,163383094,1072349,,
QUALCOMM INC,747525103,162394368,1364200,PUT,
DEERE & CO,244199105,161958495,399710,,DE
ON SEMICONDUCTOR CORP,682189105,161661905,1709261,,ON
INTEL CORP,458140100,161341312,4824800,PUT,INTC
WAYFAIR INC,94419L101,161145618,2478782,,W
BRISTOL-MYERS SQUIBB CO,110122108,160866225,2515500,CALL,
FORD MTR CO DEL,345370860,160585281,10613700,PUT,
MERCADOLIBRE INC,58733RAD4,158713909,57917000,,MELI
PEPSICO INC,713448108,155604804,840108,,PEP
CARNIVAL CORP,143658300,155326184,8248868,,CCL
AMGEN INC,031162100,154984835,698067,,AMGN
MERCK & CO INC,58933Y105,151554265,1313409,,
ISHARES TR,464287242,150403707,1390824,,
CHART INDS INC,16115QAE0,150215290,54697000,,
ZSCALER INC,98980G102,150041476,1025574,,
GILEAD SCIENCES INC,375558103,149826700,1944034,,
ROKU INC,77543R102,149824061,2342465,,
SHIFT4 PMTS INC,82452J109,149395209,2199900,CALL,
SALESFORCE INC,79466L302,146846826,695100,PUT,
CROWDSTRIKE HLDGS INC,22788C105,144711011,985300,PUT,
TJX COS INC NEW,872540109,143402359,1691265,,
BIOGEN INC,09062X103,142036465,498636,,BIIB
INTERNATIONAL BUSINESS MACHS,459200101,140875168,1052800,CALL,
MONDELEZ INTL INC,609207105,140213000,1922306,,
VMWARE INC,928563402,136889871,952675,,
SCHWAB CHARLES CORP,808513105,136225279,2403410,,SCHW-PJ
REGENERON PHARMACEUTICALS,75886F107,136016748,189296,,
THE TRADE DESK INC,88339J105,135843185,1759171,,
ALPHABET INC,02079K107,135486400,1120000,CALL,GOOGN
ALBEMARLE CORP,012653101,135103304,605600,PUT,ALB-PA
ABBVIE INC,00287Y109,134406648,997600,CALL,ABBV
MASTERCARD INCORPORATED,57636Q104,133879320,340400,CALL,
LIBERTY MEDIA CORP DEL,531229607,130866683,3998371,,FWONB
ELECTRONIC ARTS INC,285512109,129664203,999724,,EA
SPLUNK INC,848637AC8,129630175,131102000,,
COCA COLA CO,191216100,129552731,2151324,,KO
CVS HEALTH CORP,126650100,128657843,1861100,PUT,CVS
TRANSOCEAN LTD,H8817H100,127710563,18218340,,RIG
OCCIDENTAL PETE CORP,674599105,126825720,2156900,PUT,
ADOBE SYSTEMS INCORPORATED,00724F101,124741349,255100,PUT,
CME GROUP INC,12572Q105,122878399,663168,,CME
SELECT SECTOR SPDR TR,81369Y209,122434532,922433,,
SOFI TECHNOLOGIES INC,83406F102,122371194,14672805,,
DANAHER CORPORATION,235851102,120075120,500313,,
ELEVANCE HEALTH INC,036752103,118921771,267667,,
CBOE GLOBAL MKTS INC,12503M108,118703780,869370,,
IMMUNOGEN INC,45253H101,118513337,6280516,,
CISCO SYS INC,17275R102,118308684,2286600,CALL,
BLOCK INC,852234103,116357703,1747900,CALL,
SHOPIFY INC,82509L107,116140722,1797844,,SHOP
THERMO FISHER SCIENTIFIC INC,883556102,115189356,220775,,TMO
CATERPILLAR INC,149123101,114413250,465000,PUT,CAT
ROYAL BK CDA,780087102,113843530,1192100,CALL,
MICRON TECHNOLOGY INC,595112103,113213029,1793900,PUT,MU
STARBUCKS CORP,855244109,113031918,1141045,,SBUX
SBA COMMUNICATIONS CORP NEW,78410G104,112924596,487248,,SBAC
TRUIST FINL CORP,89832Q109,111376306,3669730,,
FORTINET INC,34959E109,111147385,1470398,,
DENBURY INC,24790A101,107572948,1247078,,
SNAP INC,83304AAB2,106451597,115493000,,SNAP
INSPIRE MED SYS INC,457730109,104729189,322601,,
WINGSTOP INC,974155103,102538565,512283,,WING
JD.COM INC,47215P106,101888289,2985300,PUT,
CARVANA CO,146869102,101415707,3912643,,CVNA
ENPHASE ENERGY INC,29355A107,101258408,604600,PUT,
UNITED STATES STL CORP,912909AT5,101216186,51451000,,
NCL CORP LTD,62886HAX9,101127318,73700000,,
FLEX LTD,Y2573F102,100613248,3640132,,FLEX
OPTION CARE HEALTH INC,68404L201,100289222,3086772,,
BANK MONTREAL QUE,063671101,100183882,1109400,CALL,
ZSCALER INC,98980GAB8,98991658,84605000,,
CELSIUS HLDGS INC,15118V207,98474351,660060,,
BURLINGTON STORES INC,122017106,97787194,621305,,
SELECT SECTOR SPDR TR,81369Y506,97544911,1201736,,
RH,74967X103,96603159,293101,,RH
DOCUSIGN INC,256163106,96518206,1889180,,
VERISIGN INC,92343E102,96192943,425689,,
SPOTIFY TECHNOLOGY S A,L8681T102,93825420,584400,PUT,
VERIZON COMMUNICATIONS INC,92343V104,93525412,2514800,PUT,VZ
SOUTHWESTERN ENERGY CO,845467109,93426983,15545255,,
CHARTER COMMUNICATIONS INC N,16119P108,92503766,251800,CALL,
UPSTART HLDGS INC,91680M107,92302746,2577569,,
UNITED PARCEL SERVICE INC,911312106,91722225,511700,CALL,UPS
PALO ALTO NETWORKS INC,697435AF2,91496199,35539000,,PANW
LIBERTY BROADBAND CORP,530307305,90403414,1128491,,LBRDP
GENERAL ELECTRIC CO,369604301,89725480,816800,CALL,GE
UNITED RENTALS INC,911363109,89385759,200700,CALL,
SAMSARA INC,79589L106,89024804,3212732,,IOT
AUTODESK INC,052769106,88138827,430765,,
SNOWFLAKE INC,833445109,87303678,496100,CALL,SNOW
PG&E CORP,69331C140,87052059,581085,,PCG-PX
SHELL PLC,780259305,86664803,1435323,,RYDAF
INCYTE CORP,45337C102,85794693,1378228,,INCY
COGNIZANT TECHNOLOGY SOLUTIO,192446102,85434351,1308737,,
CINEMARK HLDGS INC,17243VAB8,84070959,61470000,,
PDD HOLDINGS INC,722304AC6,83669692,86049000,,PDD
TORONTO DOMINION BK ONT,891160509,83668717,1350000,CALL,
WAYFAIR INC,94419LAF8,81939363,99232000,,W
FAIR ISAAC CORP,303250104,81325605,100500,CALL,FICO
NIKE INC,654106103,81033654,734200,PUT,
CENTENE CORP DEL,15135B101,80288096,1190335,,CNC
JOHNSON CTLS INTL PLC,G51502105,80109472,1175660,,
AGILENT TECHNOLOGIES INC,00846U101,79494630,661078,,
DEVON ENERGY CORP NEW,25179M103,79417786,1642900,PUT,
MORGAN STANLEY,617446448,78363040,917600,CALL,MS-PQ
SERVICENOW INC,81762P102,77608057,138100,CALL,
METLIFE INC,59156R108,77471878,1370456,,MET-PF
ZOOM VIDEO COMMUNICATIONS IN,98980L101,77281380,1138500,PUT,
FIDELITY NATL INFORMATION SV,31620M106,76925540,1406317,,
3M CO,88579Y101,76188508,761200,PUT,MMM
UNITED AIRLS HLDGS INC,910047109,76165047,1388100,PUT,
UNITED STATES STL CORP NEW,912909108,74568791,2981559,,
DUOLINGO INC,26603R106,74423998,520666,,
DELTA AIR LINES INC DEL,247361702,73915192,1554800,PUT,
BECTON DICKINSON & CO,075887109,73856269,279748,,BDX
SYNOPSYS INC,871607107,73353523,168470,,SNPS
PAYCOM SOFTWARE INC,70432V102,72802300,226629,,
LAM RESEARCH CORP,512807108,71743176,111600,CALL,LRCX
BLACK KNIGHT INC,09215C105,71676000,1200000,,
ELANCO ANIMAL HEALTH INC,28414H103,71503975,7107751,,ELAN
BLACKLINE INC,09239BAD1,71005812,83534000,,
FIRST CTZNS BANCSHARES INC N,31946M103,70986336,55309,,
ULTA BEAUTY INC,90384S303,70495131,149800,PUT,
ETSY INC,29786AAJ5,70456091,59435000,,ETSY
ARGENX SE,04016X101,70250002,180253,,ARGX
RANGE RES CORP,75281A109,69608057,2367621,,
ADVANCE AUTO PARTS INC,00751Y106,68709744,977379,,AAP
KEYSIGHT TECHNOLOGIES INC,49338L103,68267858,407691,,
ATI INC,01741R102,68224067,1542484,,ATI
LIBERTY MEDIA CORP DEL,531229409,68028385,2073404,,FWONB
GITLAB INC,37637K108,68013406,1330726,,GTLB
L3HARRIS TECHNOLOGIES INC,502431109,67492686,344755,,
HELIX ENERGY SOLUTIONS GRP I,42330PAK3,67408807,51005000,,
BIOMARIN PHARMACEUTICAL INC,09061G101,67061109,773663,,BMRN
COLGATE PALMOLIVE CO,194162103,66766485,866647,,CL
HILTON WORLDWIDE HLDGS INC,43300A203,66616197,457686,,
ACADIA PHARMACEUTICALS INC,004225108,66433612,2773846,,ACAD
OREILLY AUTOMOTIVE INC,67103H107,66282535,69384,,
AMBRX BIOPHARMA INC,02290A102,66101846,4015908,,
FOX CORP,35137L105,66068324,1943186,,FOX
PDD HOLDINGS INC,722304102,65247418,943700,CALL,PDD
CNX RES CORP,12653C108,65126475,3675309,,
YUM BRANDS INC,988498101,65017913,469274,,YUM
CONOCOPHILLIPS,20825C104,64424802,621801,,COP
KLA CORP,482480100,63697677,131330,,KLAC
FIRST HORIZON CORPORATION,320517105,63323707,5618785,,FHN-PH
SUNNOVA ENERGY INTL INC.,86745KAF1,62427289,79250000,,
AUTONATION INC,05329W102,61722989,374965,,
NIO INC,62914VAF3,61593122,73500000,,NIOIF
WEATHERFORD INTL PLC,G48833118,60325301,908240,,
INTRA-CELLULAR THERAPIES INC,46116X101,60131331,949642,,
GENERAL DYNAMICS CORP,369550108,59859894,278224,,GD
LINDE PLC,G54950103,59374169,155805,,LIN
BANK NEW YORK MELLON CORP,064058100,59252024,1330908,,
FORD MTR CO DEL,345370CZ1,59236720,54076000,,
RINGCENTRAL INC,76680RAH0,58842753,70767000,,
NORTHROP GRUMMAN CORP,666807102,58545687,128446,,
DOLLAR GEN CORP NEW,256677105,58370364,343800,,
SUNCOR ENERGY INC NEW,867224107,58319715,1988300,CALL,SU
CROWN CASTLE INC,22822V101,58276094,511463,,CCI
ASML HOLDING N V,N07059210,57907525,79900,CALL,
ASANA INC,04342Y104,57847925,2624679,,
ATI INC,01741RAK8,57803210,19952000,,ATI
SILICON MOTION TECHNOLOGY CO,82706C108,57721186,803245,,
MARATHON PETE CORP,56585A102,57623720,494200,CALL,
LATTICE SEMICONDUCTOR CORP,518415104,56780636,591034,,LSCC
MARRIOTT INTL INC NEW,571903202,56748821,308938,,
TARGET CORP,87612E106,56677430,429700,PUT,TGT
CBRE GROUP INC,12504L109,56520890,700296,,
CAPITAL ONE FINL CORP,14040H105,56489605,516500,PUT,
US BANCORP DEL,902973304,56131656,1698900,PUT,
BANK NOVA SCOTIA HALIFAX,064149107,55561548,1110600,CALL,
MARATHON OIL CORP,565849106,55233244,2399359,,
WORKDAY INC,98138H101,55094571,243900,PUT,
INTUIT,461202103,54982800,120000,PUT,
HONEYWELL INTL INC,438516106,54961355,264874,,
BILIBILI INC,090040AB2,54944639,53977000,,BLBLF
VERTEX PHARMACEUTICALS INC,92532F100,54885291,155964,,
IQIYI INC,46267XAE8,54069858,57382000,,
SYNEOS HEALTH INC,87166B102,53572118,1271289,,
ARRAY TECHNOLOGIES INC,04271T100,53325988,2359557,,
TERADYNE INC,880770102,53303913,478792,,
CHEGG INC,163092AD1,53107675,59932000,,
CF INDS HLDGS INC,125269100,53094985,764837,,
