name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PG&E CORP,69331C108,969733600,57860000,,PCG-PX
AMAZON COM INC,023135106,919938000,5100000,,AMZN
MICROSOFT CORP,594918104,742570800,1765000,,MSFT
BATH & BODY WORKS INC,070830104,642757000,12850000,,
META PLATFORMS INC,30303M102,600176880,1236000,,
DANAHER CORPORATION,235851102,511926000,2050000,,
ALPHABET INC,02079K305,452790000,3000000,,GOOGN
VISTRA CORP,92840M102,311335500,4470000,,VST
AMERICAN INTL GROUP INC,026874784,269686500,3450000,,
JACOBS SOLUTIONS INC,46982L108,269027500,1750000,,J
FERGUSON PLC NEW,G3421J106,238088700,1090000,,
CORPAY INC,219948106,200551000,650000,,
VERIZON COMMUNICATIONS INC,92343V104,193036828,4675000,,VZ
TAIWAN SEMICONDUCTOR MFG LTD,874039100,159858750,1175000,,
S&P GLOBAL INC,78409V104,142525750,335000,,SPGI
INTERCONTINENTAL EXCHANGE IN,45866F104,137430000,1000000,,
ADVANCE AUTO PARTS INC,00751Y106,127233982,1500100,,AAP
INTERNATIONAL FLAVORS&FRAGRA,459506101,120386000,1400000,,
APOLLO GLOBAL MGMT INC,03769M106,112450000,1000000,,
MARVELL TECHNOLOGY INC,573874104,108001263,1525000,,
GOLDMAN SACHS GROUP INC,38141G104,104422500,250000,,GS-PD
WESCO INTL INC,95082P105,89956256,525200,,
CINEMARK HLDGS INC,17243V102,89850000,5000000,,
EQT CORP,26884L109,72286500,1950000,,EQT
APOLLO GLOBAL MGMT INC,03769M304,57375000,900000,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,43951029,8387601,,
UBER TECHNOLOGIES INC,90353T100,38495000,500000,,
TELEPHONE & DATA SYS INC,879433829,34232049,2136832,,
GARTNER INC,366651107,26216850,55000,,IT
UNITED STATES CELLULAR CORP,911684108,19905056,545344,,
HERTZ GLOBAL HLDGS INC,42806J148,17626800,3970000,,
FLYEXCLUSIVE INC,343928107,4415040,1022000,,FLYX-WT
AURORA INNOVATION INC,051774107,2911546,1032463,,
PATTERSON-UTI ENERGY INC,703481101,1791000,150000,,
NET POWER INC,64107A113,1450000,500000,,NPWR-WT
AURORA INNOVATION INC,051774115,495450,1835000,,
JAWS MUSTANG ACQUISITION COR,G50737124,215000,1000000,,
FLYEXCLUSIVE INC,343928115,158025,367499,,FLYX-WT
GLOBAL BLUE GROUP HOLDING AG,H33700115,45067,1333333,,
