name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
RIVIAN AUTOMOTIVE INC,76954A103,459086,17835511,,
AMAZON COM INC,023135106,212898,2004500,,AMZN
LIBERTY BROADBAND CORP,530307305,202352,1749844,,LBRDP
AMERICAN CAMPUS CMNTYS INC,024835100,201469,3125001,,
D R HORTON INC,23331A109,197067,2977288,,
BIOHAVEN PHARMACTL HLDG CO L,G11196105,182866,1255001,,
ALLEGHANY CORP MD,017175100,168254,201961,,
ROYAL CARIBBEAN GROUP,780153BB7,149012,155149000,,
AMERICAN AIRLINES GROUP INC,02376RAF9,122273,115554000,,AAL
ALPHABET INC,02079K305,115882,53175,,GOOGN
INVESCO QQQ TR,46090E103,112112,400000,CALL,
DISH NETWORK CORPORATION,25470MAF6,111362,156150000,,
ARAMARK,03852U106,110770,3616400,,ARMK
SEA LTD,81141RAF7,110262,99225000,,SE
SNAP INC,83304AAB2,110240,114875000,,SNAP
SEA LTD,81141RAG5,108202,147000000,,SE
SALESFORCE INC,79466L302,103564,627509,,
BOWLERO CORP,10258P102,102443,9673524,,
OKTA INC,679295AD7,100973,113000000,,
WAYFAIR INC,94419LAF8,95447,147950000,,W
TWITTER INC,90184LAN2,79986,90000000,,
MERITOR INC,59001K100,76909,2116942,,
SPDR S&P 500 ETF TR,78462F103,75450,200000,PUT,
ETSY INC,29786AAJ5,70351,61900000,,ETSY
GCP APPLIED TECHNOLOGIES INC,36164Y101,66029,2110888,,
LUMENTUM HLDGS INC,55024UAD1,64413,62500000,,
MICROSTRATEGY INC,594972AC5,59139,95642000,,
CINEMARK HLDGS INC,17243VAB8,56448,43500000,,
ISHARES TR,464288646,56262,1113000,,
NIO INC,62914VAF3,55061,71896000,,NIOIF
NCL CORP LTD,62886HAX9,49519,51000000,,
ROYAL CARIBBEAN GROUP,780153BF8,47077,52157000,,
MICROSTRATEGY INC,594972AE1,44969,98735000,,
NIO INC,62914VAE6,43892,51317000,,NIOIF
WELBILT INC,949090104,42858,1800001,,
T-MOBILE US INC,872590104,42724,317556,,
SEA LTD,81141R100,40116,600000,PUT,SE
LUCID GROUP INC,549498103,39468,2300000,PUT,
LPL FINL HLDGS INC,50212V100,35758,193831,,
NIKE INC,654106103,35590,348235,,
ACCENTURE PLC IRELAND,G1151C101,33280,119862,,
SPDR SER TR,78464A474,33089,1113000,,
MICROSTRATEGY INC,594972408,32860,200000,PUT,
DISH NETWORK CORPORATION,25470M109,32274,1800000,PUT,
FIGS INC,30260D103,31759,3486215,,
INTUIT,461202103,29515,76574,,
QUALCOMM INC,747525103,29327,229582,,
FORD MTR CO DEL,345370CZ1,27001,29500000,,
RINGCENTRAL INC,76680RAF4,26876,32500000,,
FRESHWORKS INC,358054104,26822,2039676,,FRSH
ETSY INC,29786AAL0,26559,34129000,,ETSY
ISHARES TR,464288414,25675,241400,,
CONFLUENT INC,20717M103,23240,1000000,PUT,
GREEN PLAINS INC,393222AK0,22224,19900000,,GPRE
APTIV PLC,G6095L109,21916,246055,,APTV
FOCUS FINL PARTNERS INC,34417P100,20968,615611,,
DIGITALOCEAN HLDGS INC,25402D102,20680,500000,CALL,
TESLA INC,88160R101,20124,29883,,
AFFIRM HLDGS INC,00827B106,19866,1100000,PUT,
