name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
COREWEAVE INC,21873S108,4883185724,68191394,,
CHART INDS INC,16115Q308,75460382,365904,,
TXNM ENERGY INC,69349H107,73617900,1250304,,TXNM
NORFOLK SOUTHN CORP,655844108,73088024,253145,,
COMERICA INC,200340107,72886198,838447,,
REV GROUP INC,749527107,72118897,1185971,,
TECK RESOURCES LTD,878742204,67826846,1416305,,TCKRF
KENVUE INC,49177J102,67498319,3912946,,KVUE
WARNER BROS DISCOVERY INC,934423104,67079760,2327542,,
TEGNA INC,87901J105,63854552,3289776,,
PROASSURANCE CORP,74267C106,63245130,2617762,,
AVIDITY BIOSCIENCES INC,05370A108,62976919,873103,,
CONFLUENT INC,20717M103,58164372,1923425,,
TRIP COM GROUP LTD,89677QAB3,54979663,44708000,,
EXACT SCIENCES CORP,30063P105,53953344,531246,,
ALIBABA GROUP HLDG LTD,01609WBG6,48952078,31500000,,
CSG SYS INTL INC,126349109,46531888,606753,,
STAAR SURGICAL CO,852312305,43705745,1892843,,STAA
DAYFORCE INC,15677J108,41565575,601006,,
AMICUS THERAPEUTICS INC,03152W109,41310696,2901032,,
ANYWHERE REAL ESTATE INC,75605Y106,40915263,2889496,,
VEECO INSTRS INC DEL,922417100,37022389,1295395,,
JD.COM INC,47215PAJ5,36485033,36497000,,
EQV VENTURES ACQUISITION COR CL A,G3106N109,35353062,3370168,,
SHIFT4 PMTS INC,82452J307,34971962,437220,,
ASPEN INSURANCE HOLDINGS LTD ORD S,G05384501,34848624,939316,,
ASTRIA THERAPEUTICS INC,04635X102,33853842,2586237,,
NEW GOLD INC CDA,644535106,32156632,3691921,,
AIRBNB INC,009066AB7,30786347,31030000,,
CANTALOUPE INC,138103106,29877968,2813368,,
MARA HOLDINGS INC,565788AF3,29452461,37357000,,
LIBERTY BROADBAND CORP,530307305,28033501,576821,,LBRDP
CHURCHILL CAP CORP XI,G2131A124,27567000,2700000,,
ARES MANAGEMENT CORPORATION,03990B309,27444403,543615,,ARES-PB
AIR LEASE CORP,00912X302,27201277,423498,,
RITHM PPTY TR INC,38983D854,27175167,1639033,,
DRUGS MADE IN AMER ACQ II CO USD O,G2851K104,26730000,2700000,,
WAYFAIR INC,94419LAR2,25882403,11296000,,W
ISHARES TR,464288953,25510450,235000,PUT,
EQV VENTURES AC CORP. II,G3106Q102,25074930,2499993,,
DIGITALBRIDGE GROUP INC,25401T603,24717649,1611320,,
CYBERARK SOFTWARE LTD,M2682V108,24231763,54324,,
HEWLETT PACKARD ENTERPRISE C 7.625,42824C208,23666323,356716,,
VOYAGER ACQUISITION CORP,G93A7H104,23006867,2156220,,
TITAN ACQUISITION CORP,G8901A103,22572000,2200000,,TACHW
FRONTIER COMMUNICATIONS PARE,35909D109,21577124,566775,,
LAUNCH TWO ACQUISITION CORP. ORD S,G5S87A105,20790000,1980000,,
LAUNCH ONE ACQUISITION CORP,G5S86M100,20599626,1945196,,LPAAU
