name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ARCH CAP GROUP LTD,G0450A105,1713557,39952377,,
IHS MARKIT LTD,G47567105,1572729,20872310,,
NXP SEMICONDUCTORS N V,N6596X109,1333670,10479880,,
FIDELITY NATL INFORMATION SV,31620M106,1237280,8895538,,
ALPHABET INC,02079K305,1187085,886288,,GOOGN
TELEFONICA BRASIL SA,87936R106,1177455,82224479,,
L3HARRIS TECHNOLOGIES INC,502431109,950806,4805206,,
ADVANCED MICRO DEVICES INC,007903107,903518,19701651,,AMD
BAIDU INC,056752108,891758,7055046,,
BOSTON SCIENTIFIC CORP,101137107,876008,19372146,,BSX
MICROSOFT CORP,594918104,872965,5535603,,MSFT
AON PLC,G0408V102,858839,4123285,,AON
FACEBOOK INC,30303M102,857200,4176368,,
WILLIS TOWERS WATSON PUB LTD,G96629103,854175,4229845,,
CITIGROUP INC,172967424,849554,10634050,,C-PR
VEEVA SYS INC,922475108,814628,5791471,,
GLOBAL PMTS INC,37940X102,764882,4189759,,
FEDEX CORP,31428X106,761602,5036716,,FDX
BANK NEW YORK MELLON CORP,064058100,724270,14390420,,
BANK AMER CORP,060505104,715904,20326619,,
EXPEDIA GROUP INC,30212P303,715170,6613373,,
IMPERIAL OIL LTD,453038408,714439,27008282,,IMO
ALPHABET INC,02079K107,702850,525684,,GOOGN
APTIV PLC,G6095L109,684673,7209365,,APTV
AMAZON COM INC,023135106,676775,366252,,AMZN
ANTHEM INC,036752103,675687,2237153,,
MEDTRONIC PLC,G5960L103,671199,5916250,,MDT
DENTSPLY SIRONA INC,24906P109,634584,11213708,,XRAY
MARSH & MCLENNAN COS INC,571748102,624722,5607418,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,609240,9823283,,
ORACLE CORP,68389X105,591841,11171024,,ORCL-PD
FORTIVE CORP,34959J108,590735,7733142,,FTV
LOWES COS INC,548661107,562442,4696406,,
ATLASSIAN CORP PLC,G06242104,556185,4621782,,
BOOKING HLDGS INC,09857L108,550589,268092,,
AMERICAN EXPRESS CO,025816109,545820,4384447,,AXP
PROGRESSIVE CORP OHIO,743315103,528251,7297293,,
ALIBABA GROUP HLDG LTD,01609W102,513467,2420874,,
CERIDIAN HCM HLDG INC,15677J108,512701,7553052,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,489385,7192614,,
AGILENT TECHNOLOGIES INC,00846U101,487640,5716098,,
GUIDEWIRE SOFTWARE INC,40171V100,471927,4299239,,
ARISTA NETWORKS INC,040413106,467618,2299008,,
PETROLEO BRASILEIRO SA PETRO,71654V408,456637,28647254,,
VISA INC,92826C839,424025,2256653,,V
DEXCOM INC,252131107,412503,1885816,,DXCM
ACTIVISION BLIZZARD INC,00507V109,412419,6940749,,
PAGSEGURO DIGITAL LTD,G68707101,388604,11375993,,PAGS
WELLS FARGO CO NEW,949746101,385270,7161155,,
INTERCONTINENTAL EXCHANGE IN,45866F104,362218,3913755,,
ALEXION PHARMACEUTICALS INC,015351109,357079,3301699,,
HDFC BANK LTD,40415F101,351756,5550836,,HDB
ZYNGA INC,98986T108,348964,57020290,,
AMARIN CORP PLC,023111206,344228,16055421,,
ILLUMINA INC,452327109,330502,996268,,
CARNIVAL CORP,143658300,323194,6358328,,CCL
TE CONNECTIVITY LTD,H84989104,305115,3183585,,
ASCENDIS PHARMA A S,04351P101,299998,2156396,,
HUBSPOT INC,443573100,294930,1860758,,HUBS
UNITED TECHNOLOGIES CORP,913017109,292654,1954150,,
AIR LEASE CORP,00912X302,275438,5796247,,
