name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALPHABET INC,02079K305,12722182258,52333123,,GOOGN
SPDR S&P 500 ETF TR,78462F103,12122165135,18196531,,
APPLE INC,037833100,5095416717,20011062,,AAPL
VANGUARD INTL EQUITY INDEX F,922042858,2391514090,44140164,,
UNITEDHEALTH GROUP INC,91324P102,2163860006,6266608,,UNH
VANGUARD INDEX FDS,922908751,1910913069,7514995,,
INTERNATIONAL BUSINESS MACHS,459200101,1907448540,6760166,,
GE VERNOVA INC,36828A101,1638444297,2664570,,GEV
BROADCOM INC,11135F101,1581774609,4794564,,AVGO
VANGUARD SCOTTSDALE FDS,92206C409,1422213619,17793239,,
VANGUARD WHITEHALL FDS,921946406,1410647093,10008138,,
ISHARES INC,46434G822,1335948484,16655635,,
ISHARES TR,46434V621,1292156695,18979974,,
CISCO SYS INC,17275R102,1228561033,17956168,,
SHERWIN WILLIAMS CO,824348106,1226303963,3541569,,SHW
META PLATFORMS INC,30303M102,1223604862,1666174,,
UBER TECHNOLOGIES INC,90353T100,1214208046,12393672,,
JPMORGAN CHASE & CO.,46625H100,1150224642,3646529,,JPM-PM
ISHARES TR,464287473,1093737266,7830867,,
WILLIAMS COS INC,969457100,1081418192,17070531,,
SPDR SERIES TRUST,78464A854,1063676462,13577692,,
RTX CORPORATION,75513E101,1061906904,6346183,,RTX
ISHARES TR,464287150,1050227537,7210625,,
FIRST TR EXCHANGE TRADED FD,33734X846,998649126,13138391,,
SPDR DOW JONES INDL AVERAGE,78467X109,995824270,2147376,,
PACER FDS TR,69374H881,975369915,16971809,,
FIRST TR EXCH TRADED FD III,33739E108,950999402,52138125,,
CROWDSTRIKE HLDGS INC,22788C105,949650499,1936560,,
VISTRA CORP,92840M102,941049317,4803232,,VST
ISHARES TR,46429B697,913096909,9597402,,
ISHARES TR,464287184,901101680,21903298,,
VANGUARD WORLD FD,921910816,894548612,2222922,,
WISDOMTREE TR,97717Y527,887681126,17658267,,
ISHARES TR,464288588,865357480,9094666,,
SELECT SECTOR SPDR TR,81369Y852,818472453,6914526,,
PGIM ETF TR,69344A107,814617748,16347937,,
ISHARES TR,464287457,801609089,9662597,,
FIRST TR EXCHANGE-TRADED FD,33739Q408,797153528,13305850,,
FIRST TR EXCHANGE-TRADED FD,33739Q200,687677359,13811555,,
FIRST TR EXCHANGE-TRADED FD,33738D101,682676995,17829119,,
ISHARES TR,464287622,658863135,1802733,,
CARLISLE COS INC,142339100,647498547,1968320,,
ISHARES TR,464287432,604254381,6761266,,
CONSTELLATION ENERGY CORP,21037T109,600315073,1824277,,CEG
COUPANG INC,22266T109,590412180,18335782,,
GODADDY INC,380237107,588606154,4301733,,GDDY
BOSTON SCIENTIFIC CORP,101137107,580866549,5949672,,BSX
ISHARES TR,46432F396,568405286,2216437,,
EXXON MOBIL CORP,30231G102,560628404,4972314,,
VANGUARD WHITEHALL FDS,921946810,537627320,6002314,,
DANAHER CORPORATION,235851102,536815776,2707635,,
ENERGY TRANSFER L P,29273V100,528967742,30825626,,
VANGUARD BD INDEX FDS,921937819,521727867,6681109,,
ISHARES TR,464287705,514863520,3969037,,
JOHNSON & JOHNSON,478160104,508413111,2741954,,JNJ
MORGAN STANLEY PATHWAY FDS,61769L841,498129799,9799069,,
GOLDMAN SACHS ETF TR,381430529,497425913,4962844,,
SOUTHERN CO,842587107,466219562,4919484,,SOMN
VANGUARD SCOTTSDALE FDS,92206C847,462697023,8137478,,
BLOCK INC,852234103,449882123,6225019,,
PDD HOLDINGS INC,722304102,431959184,3268209,,PDD
ALIBABA GROUP HLDG LTD,01609W102,419441190,2346786,,
ENTERPRISE PRODS PARTNERS L,293792107,414485435,13255050,,
VANGUARD WORLD FD,921910840,412874836,2997494,,
VANGUARD WORLD FD,92204A504,380467302,1465590,,
AMERICAN CENTY ETF TR,025072604,377667501,5028192,,
FIRST TR EXCHANGE TRADED FD,33738R605,372253564,6011846,,
VICTORY PORTFOLIOS II,92647X830,366488187,9773018,,
CAPITAL GRP FIXED INCM ETF T,14020Y102,365769071,16098990,,
PALANTIR TECHNOLOGIES INC,69608A108,358186778,1963528,,PLTR
PROCTER AND GAMBLE CO,742718109,354652625,2308185,,
ISHARES TR,464289438,353894309,1293237,,
DBX ETF TR,233051200,349070909,7519838,,
PIMCO ETF TR,72201R585,343742229,12807087,,
ISHARES TR,464288885,334127163,2934028,,
BANK NEW YORK MELLON CORP,064058100,330508213,3033298,,
ISHARES TR,464288661,330187575,2762844,,
PUTNAM ETF TRUST,746729300,327241169,7660139,,
HOME DEPOT INC,437076102,326249060,805175,,
SSGA ACTIVE ETF TR,78467V608,326012489,7840608,,
AVERY DENNISON CORP,053611109,312521440,1927122,,AVY
J P MORGAN EXCHANGE TRADED F,46654Q575,310232704,6082994,,
PFIZER INC,717081103,309738931,12156159,,PFE
SHOPIFY INC,82509L107,307023843,2065970,,SHOP
ELECTRONIC ARTS INC,285512109,306896146,1521547,,EA
COCA COLA CO,191216100,289680056,4367914,,KO
CAPITAL GROUP GBL GROWTH EQT,14020X104,287288071,8407611,,
ISHARES SILVER TR,46428Q109,285483891,6737878,,
WISDOMTREE TR,97717W851,285440237,2229479,,
ISHARES TR,464288638,279974233,5176081,,
SCHWAB STRATEGIC TR,808524300,279402133,8755942,,
J P MORGAN EXCHANGE TRADED F,46641Q399,275029362,2279374,,
AMERICAN CENTY ETF TR,025072877,273477220,2747686,,
FIRST TR EXCHANGE TRAD FD VI,33739H101,264166768,10199489,,
BIO-TECHNE CORP,09073M104,260806079,4688227,,TECH
NVIDIA CORPORATION,67066G104,253743203,1359970,,NVDA
FIRST TR EXCHANGE-TRADED FD,33738D408,251761591,5987195,,
INVESCO EXCHANGE TRADED FD T,46137V464,251212433,1857667,,
J P MORGAN EXCHANGE TRADED F,46641Q159,250415122,5395714,,
ISHARES TR,464288257,249932805,1807963,,
ARK ETF TR,00214Q104,248874877,2883834,,
AUTOMATIC DATA PROCESSING IN,053015103,248619448,847085,,
CATERPILLAR INC,149123101,246314373,516220,,CAT
ENTERGY CORP NEW,29364G103,243961765,2617896,,
SELECT SECTOR SPDR TR,81369Y100,243034345,2711831,,
INVESCO ACTIVELY MANAGED EXC,46090A887,242139684,4820225,,
CAPITAL GROUP CORE EQUITY ET,14020V108,242097773,6122857,,
ISHARES TR,46434V738,238104834,3495373,,
ON HLDG AG,H5919C104,236465164,5583593,,
EMERSON ELEC CO,291011104,232170104,1769859,,
BLACKBAUD INC,09227Q100,231926992,3606390,,BLKB
TOYOTA MOTOR CORP,892331307,228735731,1197005,,
VANGUARD ADMIRAL FDS INC,921932703,225664869,1131322,,
CHEVRON CORP NEW,166764100,221304400,1425104,,CVX
INVESCO EXCH TRADED FD TR II,46138G870,218073807,8828899,,
GILEAD SCIENCES INC,375558103,213393726,1922466,,
GLOBAL X FDS,37954Y632,212974045,4312088,,
FIRST TR EXCHANGE-TRADED FD,33738D309,209131042,4562195,,
FASTENAL CO,311900104,202551566,4130333,,FAST
VANGUARD CHARLOTTE FDS,92203J407,202181237,4087772,,
J P MORGAN EXCHANGE TRADED F,46641Q670,201892505,4245899,,
FIRST TR EXCHNG TRADED FD VI,33740F888,196916955,7817763,,
CITIGROUP INC,172967424,196857423,1939482,,C-PR
PGIM ETF TR,69344A834,192978277,3747151,,
BHP GROUP LTD,088606108,189451207,3398227,,BHPLF
ISHARES TR,46435G425,189185112,1299348,,
ONEOK INC NEW,682680103,186472332,2555465,,
ISHARES TR,46429B671,185436960,2816051,,
CAPITAL GRP FIXED INCM ETF T,14020Y508,182045277,6848957,,
CAPITAL GRP FIXED INCM ETF T,14020Y300,180802977,6515422,,
INVESCO EXCH TRADED FD TR II,46138G508,179688620,8585218,,
ADOBE INC,00724F101,178531707,506113,,ADBE
RIO TINTO PLC,767204100,177511590,2689162,,RTPPF
VANGUARD WORLD FD,92204A306,175463173,1394113,,
ISHARES U S ETF TR,46431W507,174181547,3396676,,
ISHARES TR,464288281,174003431,1827959,,
VERISIGN INC,92343E102,163735210,585668,,
GLOBAL X FDS,37960A529,163260204,2324319,,
AMERICAN CENTY ETF TR,025072703,161662487,2048954,,
CRH PLC,G25508105,160368464,1337518,,
WISDOMTREE TR,97717X594,159806764,3468028,,
AMPHENOL CORP NEW,032095101,158626504,1281830,,
T ROWE PRICE ETF INC,87283Q503,158118745,3772816,,
AFFIRM HLDGS INC,00827B106,155984567,2134435,,
J P MORGAN EXCHANGE TRADED F,46641Q373,155475923,2216967,,
FRANKLIN TEMPLETON ETF TR,35473P744,154299532,4464685,,
FIRST TR INTER DURATN PFD &,33718W103,150726377,7870829,,
FIRST TR EXCH TRADED FD III,33739N108,150366104,2965707,,
VANGUARD WORLD FD,92204A108,150238335,379246,,
FIRST TR EXCHANGE TRADED FD,33734X135,150041885,2526382,,
AMERIPRISE FINL INC,03076C106,149895472,305130,,
YUM BRANDS INC,988498101,146261118,962244,,YUM
ISHARES TR,46435G672,146059287,2851049,,
METTLER TOLEDO INTERNATIONAL,592688105,143622426,116993,,
TOTALENERGIES SE,89151E109,141940088,2377954,,TTE
VANGUARD WORLD FD,921910873,140554980,575832,,
KEYSIGHT TECHNOLOGIES INC,49338L103,140228903,801674,,
CHUBB LIMITED,H1467J104,139432629,494004,,
CINTAS CORP,172908105,139379135,679037,,CTAS
VANGUARD INTL EQUITY INDEX F,922042775,139229952,1950819,,
ISHARES TR,464288620,139175327,2665172,,
INVESCO EXCH TRD SLF IDX FD,46138J577,136422074,7252635,,
ALTRIA GROUP INC,02209S103,136021896,2059065,,
GOLDMAN SACHS ETF TR,381430107,135333537,3291985,,
ISHARES TR,464288414,133515844,1253787,,
VERIZON COMMUNICATIONS INC,92343V104,132157765,3007002,,VZ
INVESCO EXCH TRD SLF IDX FD,46138J460,130734109,7735746,,
MCDONALDS CORP,580135101,130441744,429240,,MCD
WASTE MGMT INC DEL,94106L109,129806082,587810,,
WISDOMTREE TR,97717Y477,129719620,2261499,,
CAPITAL GROUP INTL FOCUS EQT,14019W109,129408389,4368953,,
SPOTIFY TECHNOLOGY S A,L8681T102,127917574,183263,,
OREILLY AUTOMOTIVE INC,67103H107,126928621,1177336,,
FIRST TR EXCHANGE TRADED FD,33734X192,125716689,935252,,
ROBLOX CORP,771049103,125468230,905777,,RBLX
AFLAC INC,001055102,124851335,1117738,,AFL
SIX FLAGS ENTERTAINMENT CORP,83001C108,124720145,5489443,,
KAYNE ANDERSON ENERGY INFRST,486606106,123663716,9997066,,
BLUE OWL CAPITAL CORPORATION,69121K104,122949726,9628013,,OBDC
SPDR SERIES TRUST,78468R721,122652986,2691529,,
FRONTIER COMMUNICATIONS PARE,35909D109,122593718,3282295,,
