name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,1418621,1342400,PUT,
MICROSOFT CORP,594918104,1286721,3825884,,MSFT
AMAZON COM INC,023135106,1200362,360000,PUT,AMZN
APPLE INC,037833100,1063270,5987894,,AAPL
ISHARES TR,464287200,1020759,2140000,,
NVIDIA CORPORATION,67066G104,669894,2277700,,NVDA
ADVANCED MICRO DEVICES INC,007903107,630943,4384596,,AMD
NETFLIX INC,64110L106,602286,999744,,NFLX
MERCADOLIBRE INC,58733R102,564305,418500,PUT,MELI
CITIGROUP INC,172967424,551634,9134533,,C-PR
SEA LTD,81141R100,485829,2171693,,SE
SNOWFLAKE INC,833445109,482863,1425427,,SNOW
MARATHON PETE CORP,56585A102,457796,7154176,,
BOOKING HOLDINGS INC,09857L108,445635,185741,,BKNG
BLOCK INC,852234103,441714,2734900,PUT,
SHOPIFY INC,82509L107,391454,284200,PUT,SHOP
ALPHABET INC,02079K305,387036,133597,,GOOGN
DICKS SPORTING GOODS INC,253393AD4,370338,104635000,,
XILINX INC,983919101,369077,1740681,,
AT&T INC,00206R102,359089,14597124,,T-PC
ZSCALER INC,98980GAB8,348563,159135000,,
QUALCOMM INC,747525103,333617,1824340,,
WALMART INC,931142103,332321,2296779,,WMT
COMCAST CORP NEW,20030N101,322395,6405619,,CCZ
EXXON MOBIL CORP,30231G102,321586,5255540,,
CHIPOTLE MEXICAN GRILL INC,169656105,319056,182500,CALL,CMG
DEXCOM INC,252131AH0,318267,97404000,,DXCM
ALPHABET INC,02079K107,315401,109000,PUT,GOOGN
SPDR S&P 500 ETF TR,78462F103,314367,661882,,
FORD MTR CO DEL,345370860,313854,15110944,,
PAYPAL HLDGS INC,70450Y103,313079,1660191,,
PALO ALTO NETWORKS INC,697435AD7,299360,142650000,,PANW
META PLATFORMS INC,30303M102,298822,888425,,
THERMO FISHER SCIENTIFIC INC,883556102,290089,434759,,TMO
FEDEX CORP,31428X106,289893,1120835,,FDX
HONEYWELL INTL INC,438516106,282632,1355486,,
ZSCALER INC,98980G102,279973,871295,,
NIKE INC,654106103,273600,1641568,,
AMGEN INC,031162100,272645,1211915,,AMGN
AIRBNB INC,009066101,265984,1597595,,
MEDTRONIC PLC,G5960L103,264819,2559879,,MDT
ORACLE CORP,68389X105,264027,3027481,,ORCL-PD
ACTIVISION BLIZZARD INC,00507V109,263247,3956823,,
LOWES COS INC,548661107,259131,1002518,,
AFFIRM HLDGS INC,00827B106,258488,2570484,,
LIBERTY MEDIA CORP DEL,531229607,256305,5040416,,FWONB
UPSTART HLDGS INC,91680M107,256144,1692956,,
ROBLOX CORP,771049103,255667,2478353,,RBLX
CLOUDFLARE INC,18915M107,254276,1933661,,
IHS MARKIT LTD,G47567105,253947,1910526,,
SNAP INC,83304AAB2,246088,113493000,,SNAP
NETEASE INC,64110W102,239416,2352290,,
DATADOG INC,23804L103,238156,1337129,,
CATERPILLAR INC,149123101,234931,1136362,,CAT
UBER TECHNOLOGIES INC,90353T100,233893,5578179,,
ROKU INC,77543R102,232011,1016700,PUT,
