name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,1385155,7020553,,AAPL
FACEBOOK INC,30303M102,1096770,5758232,,
EXELON CORP,30161N101,1013680,21220009,,EXC
ALPHABET INC,02079K305,986272,917036,,GOOGN
PROCTER AND GAMBLE CO,742718109,983632,8970652,,
MERCK & CO INC,58933Y105,939360,11202858,,
ALIBABA GROUP HLDG LTD,01609W102,663583,3916100,,
INTUIT,461202103,655477,2537264,,
THERMO FISHER SCIENTIFIC INC,883556102,617956,2129049,,TMO
VERIZON COMMUNICATIONS INC,92343V104,587954,10291514,,VZ
INTEL CORP,458140100,552583,11543406,,INTC
BERKSHIRE HATHAWAY INC DEL,084670702,485730,2278604,,BRK-A
LILLY ELI & CO,532457108,474473,4285345,,
ALPHABET INC,02079K107,474470,438954,,GOOGN
SYNCHRONY FINL,87165B103,464530,13476348,,
ORACLE CORP,68389X105,461443,8099748,,ORCL-PD
INTERNATIONAL BUSINESS MACHS,459200101,460639,3340383,,
PEPSICO INC,713448108,454499,3466020,,PEP
HUNTINGTON INGALLS INDS INC,446413106,439828,1963607,,
IQVIA HLDGS INC,46266C105,437311,2791108,,
SPIRIT AEROSYSTEMS HLDGS INC,848574109,430735,5363405,,
MEDTRONIC PLC,G5960L103,429145,4411441,,MDT
CONSOLIDATED EDISON INC,209115104,406276,4641560,,ED
CUMMINS INC,231021106,393985,2328931,,CMI
AKAMAI TECHNOLOGIES INC,00971T101,393863,4956746,,AKAM
LAUDER ESTEE COS INC,518439104,381473,2090151,,
TYSON FOODS INC,902494103,379047,4749965,,
APPLIED MATLS INC,038222105,374247,8333270,,
BOEING CO,097023105,372695,1023858,,BA-PA
ROBERT HALF INTL INC,770323103,357306,6319518,,
WELLS FARGO CO NEW,949746101,355706,7517037,,
PHILIP MORRIS INTL INC,718172109,350722,4498163,,
UNITEDHEALTH GROUP INC,91324P102,348863,1458457,,UNH
TAIWAN SEMICONDUCTOR MFG LTD,874039100,341881,8728125,,
BRISTOL MYERS SQUIBB CO,110122108,339085,7495254,,CELG-RI
